sensor,indice_balanza,masa_g,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s,indice_multimetro,voltaje_V
multimetro,,,,0.4154803000001266,2026-05-28T08:55:04.295,2026-05-28T09:10:34.295,-930,0.0,-1.0648e-05
multimetro,,,,0.6313746999999239,2026-05-28T08:55:04.511,2026-05-28T09:10:34.511,-930,1.0,-6.07e-07
multimetro,,,,0.8461915000002591,2026-05-28T08:55:04.728,2026-05-28T09:10:34.728,-930,2.0,-8.135e-06
multimetro,,,,1.0611517000002095,2026-05-28T08:55:04.945,2026-05-28T09:10:34.945,-930,3.0,1.8018e-05
multimetro,,,,1.276218400000289,2026-05-28T08:55:05.161,2026-05-28T09:10:35.161,-930,4.0,1.2407e-05
balanza,0.0,,Error desde Arduino: HX711 not found.,1.4072846000003665,2026-05-28T08:55:05.288,2026-05-28T09:10:35.288,-930,,
multimetro,,,,1.4911469000003308,2026-05-28T08:55:05.371,2026-05-28T09:10:35.371,-930,5.0,-5.046e-06
multimetro,,,,1.7153445000003558,2026-05-28T08:55:05.595,2026-05-28T09:10:35.595,-930,6.0,-2.05e-05
multimetro,,,,1.9649810000000798,2026-05-28T08:55:05.845,2026-05-28T09:10:35.845,-930,7.0,-9.9065e-05
multimetro,,,,2.2152734999999666,2026-05-28T08:55:06.095,2026-05-28T09:10:36.095,-930,8.0,-9.2867e-05
balanza,1.0,-0.13,,2.3995178000000124,2026-05-28T08:55:06.278,2026-05-28T09:10:36.278,-930,,
balanza,2.0,,Error desde Arduino: HX711 not found.,2.422686700000213,2026-05-28T08:55:06.304,2026-05-28T09:10:36.304,-930,,
multimetro,,,,2.464755299999979,2026-05-28T08:55:06.345,2026-05-28T09:10:36.345,-930,9.0,-4.7784e-05
multimetro,,,,2.714842200000021,2026-05-28T08:55:06.595,2026-05-28T09:10:36.595,-930,10.0,-5.5929e-05
multimetro,,,,2.9650719999999637,2026-05-28T08:55:06.845,2026-05-28T09:10:36.845,-930,11.0,-1.0093e-05
multimetro,,,,3.214802899999995,2026-05-28T08:55:07.095,2026-05-28T09:10:37.095,-930,12.0,-4.4319e-05
balanza,3.0,-0.01,,3.415135800000371,2026-05-28T08:55:07.295,2026-05-28T09:10:37.295,-930,,
balanza,4.0,,Error desde Arduino: HX711 not found.,3.43817990000025,2026-05-28T08:55:07.323,2026-05-28T09:10:37.323,-930,,
multimetro,,,,3.464870400000109,2026-05-28T08:55:07.345,2026-05-28T09:10:37.345,-930,13.0,-1.6563e-05
multimetro,,,,3.714656500000274,2026-05-28T08:55:07.595,2026-05-28T09:10:37.595,-930,14.0,-6.156e-06
