tiempo_s,tiempo_multimetro_s,voltaje_V,indice_multimetro,fecha_hora_corregida_hp,fecha_hora_pc_sin_corregir_hp,error_hp,tiempo_balanza_s,masa_g,indice_balanza,fecha_hora_corregida_balanza,fecha_hora_pc_sin_corregir_balanza,error_balanza,delta_t_balanza_multimetro_s
0.4154803000001266,0.4154803000001266,-1.0648e-05,0,2026-05-28T08:55:04.295,2026-05-28T09:10:34.295,,1.4072846000003665,,0,2026-05-28T08:55:05.288,2026-05-28T09:10:35.288,Error desde Arduino: HX711 not found.,0.9918043000002399
0.6313746999999239,0.6313746999999239,-6.07e-07,1,2026-05-28T08:55:04.511,2026-05-28T09:10:34.511,,1.4072846000003665,,0,2026-05-28T08:55:05.288,2026-05-28T09:10:35.288,Error desde Arduino: HX711 not found.,0.7759099000004426
0.8461915000002591,0.8461915000002591,-8.135e-06,2,2026-05-28T08:55:04.728,2026-05-28T09:10:34.728,,1.4072846000003665,,0,2026-05-28T08:55:05.288,2026-05-28T09:10:35.288,Error desde Arduino: HX711 not found.,0.5610931000001074
1.0611517000002095,1.0611517000002095,1.8018e-05,3,2026-05-28T08:55:04.945,2026-05-28T09:10:34.945,,1.4072846000003665,,0,2026-05-28T08:55:05.288,2026-05-28T09:10:35.288,Error desde Arduino: HX711 not found.,0.34613290000015695
1.276218400000289,1.276218400000289,1.2407e-05,4,2026-05-28T08:55:05.161,2026-05-28T09:10:35.161,,1.4072846000003665,,0,2026-05-28T08:55:05.288,2026-05-28T09:10:35.288,Error desde Arduino: HX711 not found.,0.13106620000007752
1.4911469000003308,1.4911469000003308,-5.046e-06,5,2026-05-28T08:55:05.371,2026-05-28T09:10:35.371,,1.4072846000003665,,0,2026-05-28T08:55:05.288,2026-05-28T09:10:35.288,Error desde Arduino: HX711 not found.,-0.08386229999996431
1.7153445000003558,1.7153445000003558,-2.05e-05,6,2026-05-28T08:55:05.595,2026-05-28T09:10:35.595,,1.4072846000003665,,0,2026-05-28T08:55:05.288,2026-05-28T09:10:35.288,Error desde Arduino: HX711 not found.,-0.3080598999999893
1.9649810000000798,1.9649810000000798,-9.9065e-05,7,2026-05-28T08:55:05.845,2026-05-28T09:10:35.845,,2.3995178000000124,-0.13,1,2026-05-28T08:55:06.278,2026-05-28T09:10:36.278,,0.43453679999993255
2.2152734999999666,2.2152734999999666,-9.2867e-05,8,2026-05-28T08:55:06.095,2026-05-28T09:10:36.095,,2.3995178000000124,-0.13,1,2026-05-28T08:55:06.278,2026-05-28T09:10:36.278,,0.18424430000004577
2.464755299999979,2.464755299999979,-4.7784e-05,9,2026-05-28T08:55:06.345,2026-05-28T09:10:36.345,,2.422686700000213,,2,2026-05-28T08:55:06.304,2026-05-28T09:10:36.304,Error desde Arduino: HX711 not found.,-0.042068599999765866
