tiempo_s,tiempo_multimetro_s,voltaje_V,indice_multimetro,fecha_hora_corregida_hp,fecha_hora_pc_sin_corregir_hp,error_hp,tiempo_balanza_s,masa_g,indice_balanza,fecha_hora_corregida_balanza,fecha_hora_pc_sin_corregir_balanza,error_balanza,delta_t_balanza_multimetro_s
0.41549230000055104,0.41549230000055104,0.0010426,0,2026-05-28T11:34:40.592,2026-05-28T11:50:10.592,,1.0675886000008177,,0,2026-05-28T11:34:41.242,2026-05-28T11:50:11.242,Error desde Arduino: HX711 not found.,0.6520963000002666
0.6314815000005183,0.6314815000005183,0.001046505,1,2026-05-28T11:34:40.807,2026-05-28T11:50:10.807,,1.0675886000008177,,0,2026-05-28T11:34:41.242,2026-05-28T11:50:11.242,Error desde Arduino: HX711 not found.,0.4361071000002994
0.8466599000003043,0.8466599000003043,0.001045772,2,2026-05-28T11:34:41.020,2026-05-28T11:50:11.020,,1.0675886000008177,,0,2026-05-28T11:34:41.242,2026-05-28T11:50:11.242,Error desde Arduino: HX711 not found.,0.22092870000051335
1.061684600001172,1.061684600001172,0.001041176,3,2026-05-28T11:34:41.232,2026-05-28T11:50:11.232,,1.0675886000008177,,0,2026-05-28T11:34:41.242,2026-05-28T11:50:11.242,Error desde Arduino: HX711 not found.,0.005903999999645748
1.2770094999996218,1.2770094999996218,0.001031376,4,2026-05-28T11:34:41.447,2026-05-28T11:50:11.447,,1.0675886000008177,,0,2026-05-28T11:34:41.242,2026-05-28T11:50:11.242,Error desde Arduino: HX711 not found.,-0.2094208999988041
1.492043800000829,1.492043800000829,0.001025859,5,2026-05-28T11:34:41.668,2026-05-28T11:50:11.668,,1.0675886000008177,,0,2026-05-28T11:34:41.242,2026-05-28T11:50:11.242,Error desde Arduino: HX711 not found.,-0.42445520000001125
1.707096800000727,1.707096800000727,0.00099156,6,2026-05-28T11:34:41.882,2026-05-28T11:50:11.882,,2.0598081999996793,29.75,1,2026-05-28T11:34:42.237,2026-05-28T11:50:12.237,,0.3527113999989524
1.9219871000004787,1.9219871000004787,0.000897615,7,2026-05-28T11:34:42.094,2026-05-28T11:50:12.094,,2.0598081999996793,29.75,1,2026-05-28T11:34:42.237,2026-05-28T11:50:12.237,,0.13782109999920067
2.136853100000735,2.136853100000735,0.000816013,8,2026-05-28T11:34:42.310,2026-05-28T11:50:12.310,,2.083183900000222,,2,2026-05-28T11:34:42.257,2026-05-28T11:50:12.257,Error desde Arduino: HX711 not found.,-0.05366920000051323
2.3516626000000542,2.3516626000000542,0.000624804,9,2026-05-28T11:34:42.526,2026-05-28T11:50:12.526,,2.083183900000222,,2,2026-05-28T11:34:42.257,2026-05-28T11:50:12.257,Error desde Arduino: HX711 not found.,-0.2684786999998323
