sensor,indice_balanza,masa_g,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s,indice_multimetro,voltaje_V
multimetro,,,,0.41549230000055104,2026-05-28T11:34:40.592,2026-05-28T11:50:10.592,-930,0.0,0.0010426
multimetro,,,,0.6314815000005183,2026-05-28T11:34:40.807,2026-05-28T11:50:10.807,-930,1.0,0.001046505
multimetro,,,,0.8466599000003043,2026-05-28T11:34:41.020,2026-05-28T11:50:11.020,-930,2.0,0.001045772
multimetro,,,,1.061684600001172,2026-05-28T11:34:41.232,2026-05-28T11:50:11.232,-930,3.0,0.001041176
balanza,0.0,,Error desde Arduino: HX711 not found.,1.0675886000008177,2026-05-28T11:34:41.242,2026-05-28T11:50:11.242,-930,,
multimetro,,,,1.2770094999996218,2026-05-28T11:34:41.447,2026-05-28T11:50:11.447,-930,4.0,0.001031376
multimetro,,,,1.492043800000829,2026-05-28T11:34:41.668,2026-05-28T11:50:11.668,-930,5.0,0.001025859
multimetro,,,,1.707096800000727,2026-05-28T11:34:41.882,2026-05-28T11:50:11.882,-930,6.0,0.00099156
multimetro,,,,1.9219871000004787,2026-05-28T11:34:42.094,2026-05-28T11:50:12.094,-930,7.0,0.000897615
balanza,1.0,29.75,,2.0598081999996793,2026-05-28T11:34:42.237,2026-05-28T11:50:12.237,-930,,
balanza,2.0,,Error desde Arduino: HX711 not found.,2.083183900000222,2026-05-28T11:34:42.257,2026-05-28T11:50:12.257,-930,,
multimetro,,,,2.136853100000735,2026-05-28T11:34:42.310,2026-05-28T11:50:12.310,-930,8.0,0.000816013
multimetro,,,,2.3516626000000542,2026-05-28T11:34:42.526,2026-05-28T11:50:12.526,-930,9.0,0.000624804
multimetro,,,,2.5665444000005664,2026-05-28T11:34:42.741,2026-05-28T11:50:12.741,-930,10.0,0.000513322
multimetro,,,,2.781362400000944,2026-05-28T11:34:42.951,2026-05-28T11:50:12.951,-930,11.0,0.000506873
multimetro,,,,2.9964804999999615,2026-05-28T11:34:43.171,2026-05-28T11:50:13.171,-930,12.0,0.000502601
balanza,3.0,29.16,,3.0753706000014063,2026-05-28T11:34:43.251,2026-05-28T11:50:13.251,-930,,
balanza,4.0,,Error desde Arduino: HX711 not found.,3.09864430000016,2026-05-28T11:34:43.275,2026-05-28T11:50:13.275,-930,,
multimetro,,,,3.211579900000288,2026-05-28T11:34:43.384,2026-05-28T11:50:13.384,-930,13.0,0.000490854
multimetro,,,,3.426476900000125,2026-05-28T11:34:43.602,2026-05-28T11:50:13.602,-930,14.0,0.000676085
multimetro,,,,3.641376499999751,2026-05-28T11:34:43.813,2026-05-28T11:50:13.813,-930,15.0,0.000597384
multimetro,,,,3.8563991999999416,2026-05-28T11:34:44.029,2026-05-28T11:50:14.029,-930,16.0,0.000555777
multimetro,,,,4.071621099999902,2026-05-28T11:34:44.240,2026-05-28T11:50:14.240,-930,17.0,0.000390009
balanza,5.0,27.93,,4.09088840000004,2026-05-28T11:34:44.260,2026-05-28T11:50:14.260,-930,,
balanza,6.0,,Error desde Arduino: HX711 not found.,4.114060600000812,2026-05-28T11:34:44.284,2026-05-28T11:50:14.284,-930,,
multimetro,,,,4.286423800000193,2026-05-28T11:34:44.454,2026-05-28T11:50:14.454,-930,18.0,0.000356632
multimetro,,,,4.501827300000514,2026-05-28T11:34:44.673,2026-05-28T11:50:14.673,-930,19.0,0.000291562
multimetro,,,,4.716652299999623,2026-05-28T11:34:44.889,2026-05-28T11:50:14.889,-930,20.0,0.000281563
multimetro,,,,4.931770299999698,2026-05-28T11:34:45.103,2026-05-28T11:50:15.103,-930,21.0,0.000281699
balanza,7.0,26.12,,5.106299200000649,2026-05-28T11:34:45.274,2026-05-28T11:50:15.274,-930,,
balanza,8.0,,Error desde Arduino: HX711 not found.,5.129366700000901,2026-05-28T11:34:45.301,2026-05-28T11:50:15.301,-930,,
multimetro,,,,5.1467339000009815,2026-05-28T11:34:45.321,2026-05-28T11:50:15.321,-930,22.0,0.000292148
multimetro,,,,5.361716900000829,2026-05-28T11:34:45.536,2026-05-28T11:50:15.536,-930,23.0,0.000272444
multimetro,,,,5.576530000000275,2026-05-28T11:34:45.744,2026-05-28T11:50:15.744,-930,24.0,0.000266728
multimetro,,,,5.791477099999611,2026-05-28T11:34:45.967,2026-05-28T11:50:15.967,-930,25.0,0.000248887
multimetro,,,,6.006622000000789,2026-05-28T11:34:46.180,2026-05-28T11:50:16.180,-930,26.0,0.00021597
balanza,9.0,23.93,,6.121753800000079,2026-05-28T11:34:46.298,2026-05-28T11:50:16.298,-930,,
balanza,10.0,,Error desde Arduino: HX711 not found.,6.145080000000235,2026-05-28T11:34:46.320,2026-05-28T11:50:16.320,-930,,
multimetro,,,,6.221775900001376,2026-05-28T11:34:46.398,2026-05-28T11:50:16.398,-930,27.0,0.000209165
multimetro,,,,6.436768999999913,2026-05-28T11:34:46.613,2026-05-28T11:50:16.613,-930,28.0,0.000192738
multimetro,,,,6.651710699999967,2026-05-28T11:34:46.820,2026-05-28T11:50:16.820,-930,29.0,0.000143917
multimetro,,,,6.866810000001351,2026-05-28T11:34:47.037,2026-05-28T11:50:17.037,-930,30.0,0.000138871
multimetro,,,,7.08188070000142,2026-05-28T11:34:47.259,2026-05-28T11:50:17.259,-930,31.0,0.000114277
balanza,11.0,21.93,,7.1370423999997,2026-05-28T11:34:47.307,2026-05-28T11:50:17.307,-930,,
balanza,12.0,,Error desde Arduino: HX711 not found.,7.160240900000645,2026-05-28T11:34:47.337,2026-05-28T11:50:17.337,-930,,
multimetro,,,,7.296736399999645,2026-05-28T11:34:47.470,2026-05-28T11:50:17.470,-930,32.0,0.000103305
multimetro,,,,7.511873800000103,2026-05-28T11:34:47.687,2026-05-28T11:50:17.687,-930,33.0,9.9044e-05
multimetro,,,,7.726793600000747,2026-05-28T11:34:47.904,2026-05-28T11:50:17.904,-930,34.0,0.000101232
multimetro,,,,7.9417723000005935,2026-05-28T11:34:48.118,2026-05-28T11:50:18.118,-930,35.0,7.1446e-05
balanza,13.0,22.79,,8.152432500000941,2026-05-28T11:34:48.320,2026-05-28T11:50:18.320,-930,,
multimetro,,,,8.156810899999982,2026-05-28T11:34:48.330,2026-05-28T11:50:18.330,-930,36.0,4.9491e-05
balanza,14.0,,Error desde Arduino: HX711 not found.,8.17555060000086,2026-05-28T11:34:48.346,2026-05-28T11:50:18.346,-930,,
multimetro,,,,8.371637000000192,2026-05-28T11:34:48.540,2026-05-28T11:50:18.540,-930,37.0,4.4455e-05
multimetro,,,,8.586634400000548,2026-05-28T11:34:48.764,2026-05-28T11:50:18.764,-930,38.0,3.499e-05
multimetro,,,,8.801606900000479,2026-05-28T11:34:48.975,2026-05-28T11:50:18.975,-930,39.0,3.6634e-05
multimetro,,,,9.01661570000033,2026-05-28T11:34:49.193,2026-05-28T11:50:19.193,-930,40.0,-1.9107e-05
balanza,15.0,21.56,,9.167994200000976,2026-05-28T11:34:49.340,2026-05-28T11:50:19.340,-930,,
balanza,16.0,,Error desde Arduino: HX711 not found.,9.191041400001268,2026-05-28T11:34:49.360,2026-05-28T11:50:19.360,-930,,
multimetro,,,,9.23157429999992,2026-05-28T11:34:49.400,2026-05-28T11:50:19.400,-930,41.0,-5.0077e-05
multimetro,,,,9.446666600000754,2026-05-28T11:34:49.623,2026-05-28T11:50:19.623,-930,42.0,-2.9378e-05
multimetro,,,,9.661912700001267,2026-05-28T11:34:49.838,2026-05-28T11:50:19.838,-930,43.0,-6.418e-05
multimetro,,,,9.87716040000123,2026-05-28T11:34:50.054,2026-05-28T11:50:20.054,-930,44.0,-9.8855e-05
multimetro,,,,10.092201000001296,2026-05-28T11:34:50.269,2026-05-28T11:50:20.269,-930,45.0,-1.583e-05
balanza,17.0,20.04,,10.183449100000871,2026-05-28T11:34:50.360,2026-05-28T11:50:20.360,-930,,
balanza,18.0,,Error desde Arduino: HX711 not found.,10.206775500000731,2026-05-28T11:34:50.375,2026-05-28T11:50:20.375,-930,,
multimetro,,,,10.307302700000946,2026-05-28T11:34:50.480,2026-05-28T11:50:20.480,-930,46.0,-5.0831e-05
multimetro,,,,10.522175000000061,2026-05-28T11:34:50.691,2026-05-28T11:50:20.691,-930,47.0,-0.00011946
multimetro,,,,10.737194299999828,2026-05-28T11:34:50.914,2026-05-28T11:50:20.914,-930,48.0,-0.000118936
multimetro,,,,10.952364800001305,2026-05-28T11:34:51.123,2026-05-28T11:50:21.123,-930,49.0,-0.000144734
multimetro,,,,11.167426500000147,2026-05-28T11:34:51.343,2026-05-28T11:50:21.343,-930,50.0,-9.3767e-05
balanza,19.0,21.17,,11.198954700001195,2026-05-28T11:34:51.370,2026-05-28T11:50:21.370,-930,,
balanza,20.0,,Error desde Arduino: HX711 not found.,11.222109399999681,2026-05-28T11:34:51.397,2026-05-28T11:50:21.397,-930,,
multimetro,,,,11.382568200000605,2026-05-28T11:34:51.555,2026-05-28T11:50:21.555,-930,51.0,-0.000137374
multimetro,,,,11.597471200000655,2026-05-28T11:34:51.765,2026-05-28T11:50:21.765,-930,52.0,-0.000184299
multimetro,,,,11.81254600000102,2026-05-28T11:34:51.989,2026-05-28T11:50:21.989,-930,53.0,-0.000220566
multimetro,,,,12.027530000001207,2026-05-28T11:34:52.204,2026-05-28T11:50:22.204,-930,54.0,-0.00022443
balanza,21.0,17.51,,12.214514900000722,2026-05-28T11:34:52.391,2026-05-28T11:50:22.391,-930,,
balanza,22.0,,Error desde Arduino: HX711 not found.,12.237743600000613,2026-05-28T11:34:52.412,2026-05-28T11:50:22.412,-930,,
multimetro,,,,12.242643400000816,2026-05-28T11:34:52.412,2026-05-28T11:50:22.412,-930,55.0,-0.000246259
multimetro,,,,12.457829599999968,2026-05-28T11:34:52.632,2026-05-28T11:50:22.632,-930,56.0,-0.000274737
multimetro,,,,12.672824500001298,2026-05-28T11:34:52.842,2026-05-28T11:50:22.842,-930,57.0,-0.000282422
multimetro,,,,12.88783870000043,2026-05-28T11:34:53.060,2026-05-28T11:50:23.060,-930,58.0,-0.000280872
multimetro,,,,13.102916300000288,2026-05-28T11:34:53.275,2026-05-28T11:50:23.275,-930,59.0,-0.000300671
balanza,23.0,17.81,,13.22989349999989,2026-05-28T11:34:53.405,2026-05-28T11:50:23.405,-930,,
balanza,24.0,,Error desde Arduino: HX711 not found.,13.253022800001418,2026-05-28T11:34:53.427,2026-05-28T11:50:23.427,-930,,
multimetro,,,,13.317735900000116,2026-05-28T11:34:53.495,2026-05-28T11:50:23.495,-930,60.0,-0.000346423
multimetro,,,,13.53286620000108,2026-05-28T11:34:53.706,2026-05-28T11:50:23.706,-930,61.0,-0.000281951
multimetro,,,,13.747783900000286,2026-05-28T11:34:53.924,2026-05-28T11:50:23.924,-930,62.0,-0.000293237
multimetro,,,,13.96301620000122,2026-05-28T11:34:54.139,2026-05-28T11:50:24.139,-930,63.0,-0.000249138
multimetro,,,,14.178200500000457,2026-05-28T11:34:54.352,2026-05-28T11:50:24.352,-930,64.0,-0.000348999
balanza,25.0,15.93,,14.24531080000088,2026-05-28T11:34:54.420,2026-05-28T11:50:24.420,-930,,
balanza,26.0,,Error desde Arduino: HX711 not found.,14.268582500000775,2026-05-28T11:34:54.440,2026-05-28T11:50:24.440,-930,,
multimetro,,,,14.393272700001035,2026-05-28T11:34:54.565,2026-05-28T11:50:24.565,-930,65.0,-0.000419796
