sensor,indice_multimetro,voltaje_V,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s
multimetro,0,0.001535035,,0.521467899999152,2026-05-28T10:15:06.167,2026-05-28T10:30:36.167,-930
multimetro,1,0.001535359,,1.0464438999997583,2026-05-28T10:15:06.699,2026-05-28T10:30:36.699,-930
multimetro,2,0.001535778,,1.5704386999996132,2026-05-28T10:15:07.216,2026-05-28T10:30:37.216,-930
multimetro,3,0.001536008,,2.094558099999631,2026-05-28T10:15:07.749,2026-05-28T10:30:37.749,-930
multimetro,4,0.00153627,,2.618857299999945,2026-05-28T10:15:08.266,2026-05-28T10:30:38.266,-930
multimetro,5,0.001536354,,3.142903099999785,2026-05-28T10:15:08.795,2026-05-28T10:30:38.795,-930
multimetro,6,0.001536249,,3.666867899999488,2026-05-28T10:15:09.320,2026-05-28T10:30:39.320,-930
multimetro,7,0.001536427,,4.190983199999209,2026-05-28T10:15:09.842,2026-05-28T10:30:39.842,-930
multimetro,8,0.001536438,,4.715307599999505,2026-05-28T10:15:10.366,2026-05-28T10:30:40.366,-930
multimetro,9,0.001536427,,5.239476099999592,2026-05-28T10:15:10.892,2026-05-28T10:30:40.892,-930
