sensor,indice_multimetro,voltaje_V,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s
multimetro,0,0.00103146,,0.41535189999922295,2026-05-28T11:05:32.718,2026-05-28T11:21:02.718,-930
multimetro,1,0.001030863,,0.6319643999995606,2026-05-28T11:05:32.935,2026-05-28T11:21:02.935,-930
multimetro,2,0.001031041,,0.8469581999997899,2026-05-28T11:05:33.141,2026-05-28T11:21:03.141,-930
multimetro,3,0.001030968,,1.0621250999993208,2026-05-28T11:05:33.358,2026-05-28T11:21:03.358,-930
multimetro,4,0.001029942,,1.2811351000000286,2026-05-28T11:05:33.575,2026-05-28T11:21:03.575,-930
multimetro,5,0.001031324,,1.4963435999998183,2026-05-28T11:05:33.793,2026-05-28T11:21:03.793,-930
multimetro,6,0.001021168,,1.7112864999999147,2026-05-28T11:05:34.014,2026-05-28T11:21:04.014,-930
multimetro,7,0.001002281,,1.9262589999998454,2026-05-28T11:05:34.224,2026-05-28T11:21:04.224,-930
multimetro,8,0.000966935,,2.1412175000004936,2026-05-28T11:05:34.444,2026-05-28T11:21:04.444,-930
multimetro,9,0.000893982,,2.3563102999996772,2026-05-28T11:05:34.660,2026-05-28T11:21:04.660,-930
multimetro,10,0.000747855,,2.5712294000004476,2026-05-28T11:05:34.874,2026-05-28T11:21:04.874,-930
multimetro,11,0.000560855,,2.786216599999534,2026-05-28T11:05:35.087,2026-05-28T11:21:05.087,-930
multimetro,12,0.000408802,,3.001249099999768,2026-05-28T11:05:35.304,2026-05-28T11:21:05.304,-930
multimetro,13,0.000305853,,3.216501299999436,2026-05-28T11:05:35.510,2026-05-28T11:21:05.510,-930
multimetro,14,0.000193848,,3.4314111000003322,2026-05-28T11:05:35.734,2026-05-28T11:21:05.734,-930
multimetro,15,4.9072e-05,,3.646421999999802,2026-05-28T11:05:35.945,2026-05-28T11:21:05.945,-930
multimetro,16,-0.000102646,,3.8613050999992993,2026-05-28T11:05:36.157,2026-05-28T11:21:06.157,-930
multimetro,17,-0.000257232,,4.076448899999377,2026-05-28T11:05:36.378,2026-05-28T11:21:06.378,-930
multimetro,18,-0.00042436,,4.291448300000411,2026-05-28T11:05:36.592,2026-05-28T11:21:06.592,-930
multimetro,19,-0.000576633,,4.506350999999995,2026-05-28T11:05:36.800,2026-05-28T11:21:06.800,-930
multimetro,20,-0.000701181,,4.721395299999131,2026-05-28T11:05:37.024,2026-05-28T11:21:07.024,-930
multimetro,21,-0.00079433,,4.936552899998787,2026-05-28T11:05:37.238,2026-05-28T11:21:07.238,-930
multimetro,22,-0.00087144,,5.151447099999132,2026-05-28T11:05:37.455,2026-05-28T11:21:07.455,-930
multimetro,23,-0.000945242,,5.366297599999598,2026-05-28T11:05:37.665,2026-05-28T11:21:07.665,-930
multimetro,24,-0.001008722,,5.581433499999548,2026-05-28T11:05:37.885,2026-05-28T11:21:07.885,-930
multimetro,25,-0.001064557,,5.7967625000001135,2026-05-28T11:05:38.099,2026-05-28T11:21:08.099,-930
multimetro,26,-0.001120392,,6.011995900000329,2026-05-28T11:05:38.309,2026-05-28T11:21:08.309,-930
multimetro,27,-0.001155309,,6.227093800000148,2026-05-28T11:05:38.528,2026-05-28T11:21:08.528,-930
multimetro,28,-0.001193995,,6.442278000000442,2026-05-28T11:05:38.746,2026-05-28T11:21:08.746,-930
multimetro,29,-0.001246186,,6.657410199999504,2026-05-28T11:05:38.952,2026-05-28T11:21:08.952,-930
multimetro,30,-0.001287594,,6.872607400000561,2026-05-28T11:05:39.172,2026-05-28T11:21:09.172,-930
multimetro,31,-0.001324982,,7.087791199999629,2026-05-28T11:05:39.389,2026-05-28T11:21:09.389,-930
multimetro,32,-0.001347356,,7.303092399999514,2026-05-28T11:05:39.605,2026-05-28T11:21:09.605,-930
multimetro,33,-0.00137576,,7.518271699998877,2026-05-28T11:05:39.820,2026-05-28T11:21:09.820,-930
multimetro,34,-0.001386952,,7.733266999999614,2026-05-28T11:05:40.029,2026-05-28T11:21:10.029,-930
