sensor,indice_balanza,masa_g,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s
balanza,0,,Error desde Arduino: HX711 not found.,1.4199697000003653,2026-05-28T11:54:03.617,2026-05-28T12:09:33.617,-930
balanza,1,-7.1,,2.4122643999999127,2026-05-28T11:54:04.610,2026-05-28T12:09:34.610,-930
balanza,2,,Error desde Arduino: HX711 not found.,2.4354222000001755,2026-05-28T11:54:04.630,2026-05-28T12:09:34.630,-930
balanza,3,-18.57,,3.428743000000395,2026-05-28T11:54:05.629,2026-05-28T12:09:35.629,-930
balanza,4,,Error desde Arduino: HX711 not found.,3.451699200000803,2026-05-28T11:54:05.652,2026-05-28T12:09:35.652,-930
balanza,5,-25.51,,4.445399599999291,2026-05-28T11:54:06.641,2026-05-28T12:09:36.641,-930
balanza,6,-28.23,,4.458510700000261,2026-05-28T11:54:06.651,2026-05-28T12:09:36.651,-930
balanza,7,,Error desde Arduino: HX711 not found.,4.481635899999674,2026-05-28T11:54:06.681,2026-05-28T12:09:36.681,-930
balanza,8,-25.02,,5.475324400000318,2026-05-28T11:54:07.671,2026-05-28T12:09:37.671,-930
balanza,9,,Error desde Arduino: HX711 not found.,5.498369099999763,2026-05-28T11:54:07.691,2026-05-28T12:09:37.691,-930
balanza,10,-24.43,,6.492369499999768,2026-05-28T11:54:08.684,2026-05-28T12:09:38.684,-930
balanza,11,,Error desde Arduino: HX711 not found.,6.515659099999539,2026-05-28T11:54:08.715,2026-05-28T12:09:38.715,-930
balanza,12,-29.71,,7.509701299999506,2026-05-28T11:54:09.705,2026-05-28T12:09:39.705,-930
balanza,13,-29.88,,7.52384340000026,2026-05-28T11:54:09.719,2026-05-28T12:09:39.719,-930
balanza,14,,Error desde Arduino: HX711 not found.,7.545630999999048,2026-05-28T11:54:09.746,2026-05-28T12:09:39.746,-930
balanza,15,-30.66,,8.541644999999335,2026-05-28T11:54:10.739,2026-05-28T12:09:40.739,-930
balanza,16,,Error desde Arduino: HX711 not found.,8.564955199999531,2026-05-28T11:54:10.765,2026-05-28T12:09:40.765,-930
balanza,17,,could not convert string to float: '\x01-30.30',8.859953600000154,2026-05-28T11:54:11.055,2026-05-28T12:09:41.055,-930
balanza,18,-29.88,,9.01351810000051,2026-05-28T11:54:11.212,2026-05-28T12:09:41.212,-930
balanza,19,-30.34,,9.51342029999978,2026-05-28T11:54:11.714,2026-05-28T12:09:41.714,-930
balanza,20,-31.47,,10.013467500000843,2026-05-28T11:54:12.208,2026-05-28T12:09:42.208,-930
balanza,21,-31.95,,10.51340270000037,2026-05-28T11:54:12.705,2026-05-28T12:09:42.705,-930
balanza,22,-33.2,,11.013823299999785,2026-05-28T11:54:13.210,2026-05-28T12:09:43.210,-930
balanza,23,-33.18,,11.513385000000198,2026-05-28T11:54:13.709,2026-05-28T12:09:43.709,-930
balanza,24,-32.9,,12.013182500000767,2026-05-28T11:54:14.205,2026-05-28T12:09:44.205,-930
balanza,25,-33.81,,12.51367670000036,2026-05-28T11:54:14.710,2026-05-28T12:09:44.710,-930
balanza,26,-34.25,,13.013313600000401,2026-05-28T11:54:15.211,2026-05-28T12:09:45.211,-930
balanza,27,-34.98,,13.513209599999755,2026-05-28T11:54:15.710,2026-05-28T12:09:45.710,-930
balanza,28,-36.31,,14.013334600000235,2026-05-28T11:54:16.211,2026-05-28T12:09:46.211,-930
balanza,29,-36.94,,14.513729500000409,2026-05-28T11:54:16.710,2026-05-28T12:09:46.710,-930
balanza,30,-37.35,,15.013301099999808,2026-05-28T11:54:17.210,2026-05-28T12:09:47.210,-930
balanza,31,-37.73,,15.513320899999599,2026-05-28T11:54:17.711,2026-05-28T12:09:47.711,-930
balanza,32,-38.15,,16.013350600000194,2026-05-28T11:54:18.210,2026-05-28T12:09:48.210,-930
balanza,33,-38.23,,16.513280200000736,2026-05-28T11:54:18.704,2026-05-28T12:09:48.704,-930
balanza,34,-38.47,,17.013403999999355,2026-05-28T11:54:19.211,2026-05-28T12:09:49.211,-930
balanza,35,-38.27,,17.513202300000557,2026-05-28T11:54:19.710,2026-05-28T12:09:49.710,-930
balanza,36,-40.97,,18.013316900000063,2026-05-28T11:54:20.210,2026-05-28T12:09:50.210,-930
balanza,37,-40.09,,18.513242799999716,2026-05-28T11:54:20.713,2026-05-28T12:09:50.713,-930
balanza,38,-42.32,,19.013108499999362,2026-05-28T11:54:21.210,2026-05-28T12:09:51.210,-930
balanza,39,-41.26,,19.51328570000078,2026-05-28T11:54:21.710,2026-05-28T12:09:51.710,-930
balanza,40,-41.74,,20.013343000000532,2026-05-28T11:54:22.214,2026-05-28T12:09:52.214,-930
