sensor,indice_balanza,masa_g,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s,indice_multimetro,voltaje_V
multimetro,,,,0.415532400000302,2026-05-28T12:41:22.343,2026-05-28T12:56:52.343,-930,0.0,0.000585856
multimetro,,,,0.6315592999999353,2026-05-28T12:41:22.560,2026-05-28T12:56:52.560,-930,1.0,0.000585469
multimetro,,,,0.846296200001234,2026-05-28T12:41:22.776,2026-05-28T12:56:52.776,-930,2.0,0.000585553
multimetro,,,,1.0614399000005506,2026-05-28T12:41:22.993,2026-05-28T12:56:52.993,-930,3.0,0.000585218
multimetro,,,,1.2763757000011537,2026-05-28T12:41:23.203,2026-05-28T12:56:53.203,-930,4.0,0.000584569
balanza,0.0,,Error desde Arduino: HX711 not found.,1.4748704000012367,2026-05-28T12:41:23.403,2026-05-28T12:56:53.403,-930,,
multimetro,,,,1.4914974000002985,2026-05-28T12:41:23.420,2026-05-28T12:56:53.420,-930,5.0,0.000583982
multimetro,,,,1.7061830000002374,2026-05-28T12:41:23.636,2026-05-28T12:56:53.636,-930,6.0,0.000583647
multimetro,,,,1.921165600000677,2026-05-28T12:41:23.853,2026-05-28T12:56:53.853,-930,7.0,0.000583595
multimetro,,,,2.136131299999761,2026-05-28T12:41:24.060,2026-05-28T12:56:54.060,-930,8.0,0.000583312
multimetro,,,,2.3511937000002945,2026-05-28T12:41:24.276,2026-05-28T12:56:54.276,-930,9.0,0.000583124
balanza,1.0,-0.02,,2.467013000001316,2026-05-28T12:41:24.393,2026-05-28T12:56:54.393,-930,,
balanza,2.0,,Error desde Arduino: HX711 not found.,2.4901750999997603,2026-05-28T12:41:24.420,2026-05-28T12:56:54.420,-930,,
multimetro,,,,2.5662028000006103,2026-05-28T12:41:24.493,2026-05-28T12:56:54.493,-930,10.0,0.000583051
multimetro,,,,2.781211900000926,2026-05-28T12:41:24.710,2026-05-28T12:56:54.710,-930,11.0,0.000582946
multimetro,,,,2.9963126000002376,2026-05-28T12:41:24.926,2026-05-28T12:56:54.926,-930,12.0,0.000582799
multimetro,,,,3.211499700000786,2026-05-28T12:41:25.144,2026-05-28T12:56:55.144,-930,13.0,0.000582349
multimetro,,,,3.426574500001152,2026-05-28T12:41:25.353,2026-05-28T12:56:55.353,-930,14.0,0.000582025
balanza,3.0,-0.08,,3.482495199999903,2026-05-28T12:41:25.410,2026-05-28T12:56:55.410,-930,,
balanza,4.0,,Error desde Arduino: HX711 not found.,3.505560700001297,2026-05-28T12:41:25.436,2026-05-28T12:56:55.436,-930,,
multimetro,,,,3.6416040000003704,2026-05-28T12:41:25.569,2026-05-28T12:56:55.569,-930,15.0,0.000581794
multimetro,,,,3.8565241000014794,2026-05-28T12:41:25.786,2026-05-28T12:56:55.786,-930,16.0,0.000581658
multimetro,,,,4.071502400000099,2026-05-28T12:41:26.003,2026-05-28T12:56:56.003,-930,17.0,0.000581386
multimetro,,,,4.286746300000232,2026-05-28T12:41:26.212,2026-05-28T12:56:56.212,-930,18.0,0.000581197
balanza,5.0,-0.06,,4.498001400001158,2026-05-28T12:41:26.426,2026-05-28T12:56:56.426,-930,,
multimetro,,,,4.501659999999902,2026-05-28T12:41:26.426,2026-05-28T12:56:56.426,-930,19.0,0.000580841
balanza,6.0,-0.04,,4.511513400000695,2026-05-28T12:41:26.443,2026-05-28T12:56:56.443,-930,,
balanza,7.0,,Error desde Arduino: HX711 not found.,4.534785699999702,2026-05-28T12:41:26.460,2026-05-28T12:56:56.460,-930,,
multimetro,,,,4.716617699999915,2026-05-28T12:41:26.643,2026-05-28T12:56:56.643,-930,20.0,0.000580538
multimetro,,,,4.9317437000008795,2026-05-28T12:41:26.860,2026-05-28T12:56:56.860,-930,21.0,0.000580203
multimetro,,,,5.146801800001413,2026-05-28T12:41:27.076,2026-05-28T12:56:57.076,-930,22.0,0.000580014
multimetro,,,,5.361738499999774,2026-05-28T12:41:27.293,2026-05-28T12:56:57.293,-930,23.0,0.000580412
balanza,8.0,-0.08,,5.527097100000901,2026-05-28T12:41:27.459,2026-05-28T12:56:57.459,-930,,
balanza,9.0,,Error desde Arduino: HX711 not found.,5.550357600001007,2026-05-28T12:41:27.476,2026-05-28T12:56:57.476,-930,,
multimetro,,,,5.576884100000825,2026-05-28T12:41:27.503,2026-05-28T12:56:57.503,-930,24.0,0.000580978
