ind_hp,error_hp,voltaje_V,t_hp,fecha_hora_corregida_hp,fecha_hora_pc_hp,sensor_hp,tiempo_s,ind_bal,error_bal,t_bal,fecha_hora_corregida_bal,fecha_hora_pc_bal,masa_g,sensor_bal,delta_t_s
17,,1.0679e-05,4.464730900000177,2026-05-28T08:51:16.339,2026-05-28T09:06:46.339,multimetro,4.464730900000177,4.0,Error Arduino: HX711 not found.,4.004170000000158,2026-05-28T08:51:15.878,2026-05-28T09:06:45.878,,balanza,-0.4605609000000186
18,,1.3967e-05,4.715021699999852,2026-05-28T08:51:16.583,2026-05-28T09:06:46.583,multimetro,4.715021699999852,5.0,,4.996578599999793,2026-05-28T08:51:16.865,2026-05-28T09:06:46.865,-0.0,balanza,0.2815568999999414
19,,1.6071e-05,4.964678400000139,2026-05-28T08:51:16.839,2026-05-28T09:06:46.839,multimetro,4.964678400000139,5.0,,4.996578599999793,2026-05-28T08:51:16.865,2026-05-28T09:06:46.865,-0.0,balanza,0.03190019999965443
20,,1.6982e-05,5.215009500000178,2026-05-28T08:51:17.089,2026-05-28T09:06:47.089,multimetro,5.215009500000178,6.0,Error Arduino: HX711 not found.,5.019699099999798,2026-05-28T08:51:16.885,2026-05-28T09:06:46.885,,balanza,-0.19531040000038047
21,,-3.13e-06,5.465155999999752,2026-05-28T08:51:17.340,2026-05-28T09:06:47.340,multimetro,5.465155999999752,6.0,Error Arduino: HX711 not found.,5.019699099999798,2026-05-28T08:51:16.885,2026-05-28T09:06:46.885,,balanza,-0.44545689999995375
22,,1.2658e-05,5.715128100000129,2026-05-28T08:51:17.590,2026-05-28T09:06:47.590,multimetro,5.715128100000129,7.0,,6.011226699999952,2026-05-28T08:51:17.882,2026-05-28T09:06:47.882,0.0,balanza,0.2960985999998229
23,,7.894e-06,5.965020300000106,2026-05-28T08:51:17.839,2026-05-28T09:06:47.839,multimetro,5.965020300000106,7.0,,6.011226699999952,2026-05-28T08:51:17.882,2026-05-28T09:06:47.882,0.0,balanza,0.046206399999846326
24,,1.6375e-05,6.214685599999939,2026-05-28T08:51:18.089,2026-05-28T09:06:48.089,multimetro,6.214685599999939,8.0,Error Arduino: HX711 not found.,6.03450359999988,2026-05-28T08:51:17.905,2026-05-28T09:06:47.905,,balanza,-0.1801820000000589
25,,1.2114e-05,6.465005900000051,2026-05-28T08:51:18.339,2026-05-28T09:06:48.339,multimetro,6.465005900000051,8.0,Error Arduino: HX711 not found.,6.03450359999988,2026-05-28T08:51:17.905,2026-05-28T09:06:47.905,,balanza,-0.4305023000001711
26,,6.24e-06,6.714692799999739,2026-05-28T08:51:18.582,2026-05-28T09:06:48.582,multimetro,6.714692799999739,9.0,,7.0258592999998655,2026-05-28T08:51:18.892,2026-05-28T09:06:48.892,0.0,balanza,0.3111665000001267
27,,-1.1412e-05,6.965069599999879,2026-05-28T08:51:18.839,2026-05-28T09:06:48.839,multimetro,6.965069599999879,9.0,,7.0258592999998655,2026-05-28T08:51:18.892,2026-05-28T09:06:48.892,0.0,balanza,0.060789699999986624
28,,4.2214e-05,7.215361900000062,2026-05-28T08:51:19.090,2026-05-28T09:06:49.090,multimetro,7.215361900000062,10.0,Error Arduino: HX711 not found.,7.0490734999998494,2026-05-28T08:51:18.922,2026-05-28T09:06:48.922,,balanza,-0.16628840000021228
29,,1.47e-05,7.464948400000139,2026-05-28T08:51:19.339,2026-05-28T09:06:49.339,multimetro,7.464948400000139,10.0,Error Arduino: HX711 not found.,7.0490734999998494,2026-05-28T08:51:18.922,2026-05-28T09:06:48.922,,balanza,-0.4158749000002899
30,,1.4982e-05,7.715168100000028,2026-05-28T08:51:19.589,2026-05-28T09:06:49.589,multimetro,7.715168100000028,11.0,,8.041431000000102,2026-05-28T08:51:19.915,2026-05-28T09:06:49.915,-0.11,balanza,0.3262629000000743
31,,1.0198e-05,7.964763200000107,2026-05-28T08:51:19.839,2026-05-28T09:06:49.839,multimetro,7.964763200000107,11.0,,8.041431000000102,2026-05-28T08:51:19.915,2026-05-28T09:06:49.915,-0.11,balanza,0.07666779999999562
32,,1.1391e-05,8.214678800000002,2026-05-28T08:51:20.088,2026-05-28T09:06:50.088,multimetro,8.214678800000002,12.0,Error Arduino: HX711 not found.,8.064686400000028,2026-05-28T08:51:19.935,2026-05-28T09:06:49.935,,balanza,-0.1499923999999737
33,,-2.9263e-05,8.465214299999843,2026-05-28T08:51:20.340,2026-05-28T09:06:50.340,multimetro,8.465214299999843,12.0,Error Arduino: HX711 not found.,8.064686400000028,2026-05-28T08:51:19.935,2026-05-28T09:06:49.935,,balanza,-0.4005278999998154
34,,-5.005e-06,8.714594999999917,2026-05-28T08:51:20.589,2026-05-28T09:06:50.589,multimetro,8.714594999999917,13.0,,9.056987299999946,2026-05-28T08:51:20.922,2026-05-28T09:06:50.922,-0.01,balanza,0.3423923000000286
35,,3.5482e-05,8.965167400000155,2026-05-28T08:51:20.840,2026-05-28T09:06:50.840,multimetro,8.965167400000155,13.0,,9.056987299999946,2026-05-28T08:51:20.922,2026-05-28T09:06:50.922,-0.01,balanza,0.09181989999979123
36,,5.1019e-05,9.214994099999785,2026-05-28T08:51:21.089,2026-05-28T09:06:51.089,multimetro,9.214994099999785,14.0,Error Arduino: HX711 not found.,9.080196200000046,2026-05-28T08:51:20.948,2026-05-28T09:06:50.948,,balanza,-0.13479789999973946
37,,-3.3597e-05,9.464729599999828,2026-05-28T08:51:21.331,2026-05-28T09:06:51.331,multimetro,9.464729599999828,14.0,Error Arduino: HX711 not found.,9.080196200000046,2026-05-28T08:51:20.948,2026-05-28T09:06:50.948,,balanza,-0.384533399999782
38,,-8.6815e-05,9.715138000000024,2026-05-28T08:51:21.589,2026-05-28T09:06:51.589,multimetro,9.715138000000024,15.0,,10.071551900000031,2026-05-28T08:51:21.945,2026-05-28T09:06:51.945,0.09,balanza,0.35641390000000683
39,,-0.000106582,9.964878400000089,2026-05-28T08:51:21.830,2026-05-28T09:06:51.830,multimetro,9.964878400000089,15.0,,10.071551900000031,2026-05-28T08:51:21.945,2026-05-28T09:06:51.945,0.09,balanza,0.10667349999994258
40,,-8.6145e-05,10.21495670000013,2026-05-28T08:51:22.088,2026-05-28T09:06:52.088,multimetro,10.21495670000013,16.0,Error Arduino: HX711 not found.,10.09468169999991,2026-05-28T08:51:21.962,2026-05-28T09:06:51.962,,balanza,-0.12027500000021973
41,,-8.0732e-05,10.464940599999863,2026-05-28T08:51:22.339,2026-05-28T09:06:52.339,multimetro,10.464940599999863,16.0,Error Arduino: HX711 not found.,10.09468169999991,2026-05-28T08:51:21.962,2026-05-28T09:06:51.962,,balanza,-0.37025889999995343
42,,-2.7881e-05,10.715055699999994,2026-05-28T08:51:22.589,2026-05-28T09:06:52.589,multimetro,10.715055699999994,17.0,,11.086269899999934,2026-05-28T08:51:22.955,2026-05-28T09:06:52.955,0.04,balanza,0.3712141999999403
43,,-6.8975e-05,10.96504619999996,2026-05-28T08:51:22.830,2026-05-28T09:06:52.830,multimetro,10.96504619999996,17.0,,11.086269899999934,2026-05-28T08:51:22.955,2026-05-28T09:06:52.955,0.04,balanza,0.12122369999997318
44,,-6.1185e-05,11.215072399999826,2026-05-28T08:51:23.088,2026-05-28T09:06:53.088,multimetro,11.215072399999826,18.0,Error Arduino: HX711 not found.,11.109415399999762,2026-05-28T08:51:22.975,2026-05-28T09:06:52.975,,balanza,-0.10565700000006473
45,,-1.57e-07,11.465052099999866,2026-05-28T08:51:23.339,2026-05-28T09:06:53.339,multimetro,11.465052099999866,18.0,Error Arduino: HX711 not found.,11.109415399999762,2026-05-28T08:51:22.975,2026-05-28T09:06:52.975,,balanza,-0.3556367000001046
46,,-1.9537e-05,11.715079199999764,2026-05-28T08:51:23.589,2026-05-28T09:06:53.589,multimetro,11.715079199999764,19.0,,12.100759099999777,2026-05-28T08:51:23.975,2026-05-28T09:06:53.975,0.17,balanza,0.38567990000001373
47,,1.6218e-05,11.965104500000052,2026-05-28T08:51:23.840,2026-05-28T09:06:53.840,multimetro,11.965104500000052,19.0,,12.100759099999777,2026-05-28T08:51:23.975,2026-05-28T09:06:53.975,0.17,balanza,0.13565459999972518
48,,3.3775e-05,12.214883799999825,2026-05-28T08:51:24.089,2026-05-28T09:06:54.089,multimetro,12.214883799999825,20.0,Error Arduino: HX711 not found.,12.123869200000172,2026-05-28T08:51:23.995,2026-05-28T09:06:53.995,,balanza,-0.091014599999653
49,,2.837e-06,12.464971999999761,2026-05-28T08:51:24.339,2026-05-28T09:06:54.339,multimetro,12.464971999999761,20.0,Error Arduino: HX711 not found.,12.123869200000172,2026-05-28T08:51:23.995,2026-05-28T09:06:53.995,,balanza,-0.3411027999995895
50,,1.3328e-05,12.715210500000012,2026-05-28T08:51:24.590,2026-05-28T09:06:54.590,multimetro,12.715210500000012,21.0,,13.11538100000007,2026-05-28T08:51:24.989,2026-05-28T09:06:54.989,0.54,balanza,0.4001705000000584
51,,3.591e-06,12.96473079999987,2026-05-28T08:51:24.839,2026-05-28T09:06:54.839,multimetro,12.96473079999987,21.0,,13.11538100000007,2026-05-28T08:51:24.989,2026-05-28T09:06:54.989,0.54,balanza,0.15065020000020013
52,,5.423e-06,13.214728500000092,2026-05-28T08:51:25.089,2026-05-28T09:06:55.089,multimetro,13.214728500000092,23.0,Error Arduino: HX711 not found.,13.149827100000039,2026-05-28T08:51:25.022,2026-05-28T09:06:55.022,,balanza,-0.0649014000000534
53,,-1.1255e-05,13.46527819999983,2026-05-28T08:51:25.340,2026-05-28T09:06:55.340,multimetro,13.46527819999983,23.0,Error Arduino: HX711 not found.,13.149827100000039,2026-05-28T08:51:25.022,2026-05-28T09:06:55.022,,balanza,-0.31545109999979104
54,,2.0343e-05,13.714771999999812,2026-05-28T08:51:25.589,2026-05-28T09:06:55.589,multimetro,13.714771999999812,24.0,,14.14216179999994,2026-05-28T08:51:26.012,2026-05-28T09:06:56.012,-0.28,balanza,0.42738980000012816
55,,5.482e-05,13.964665699999841,2026-05-28T08:51:25.839,2026-05-28T09:06:55.839,multimetro,13.964665699999841,24.0,,14.14216179999994,2026-05-28T08:51:26.012,2026-05-28T09:06:56.012,-0.28,balanza,0.17749610000009852
56,,0.000122768,14.214725799999997,2026-05-28T08:51:26.089,2026-05-28T09:06:56.089,multimetro,14.214725799999997,25.0,Error Arduino: HX711 not found.,14.165253199999825,2026-05-28T08:51:26.038,2026-05-28T09:06:56.038,,balanza,-0.04947260000017195
57,,-6.5499e-05,14.465031599999747,2026-05-28T08:51:26.339,2026-05-28T09:06:56.339,multimetro,14.465031599999747,25.0,Error Arduino: HX711 not found.,14.165253199999825,2026-05-28T08:51:26.038,2026-05-28T09:06:56.038,,balanza,-0.29977839999992284
58,,-7.0786e-05,14.714789399999972,2026-05-28T08:51:26.588,2026-05-28T09:06:56.588,multimetro,14.714789399999972,26.0,,15.157690900000034,2026-05-28T08:51:27.029,2026-05-28T09:06:57.029,-0.22,balanza,0.4429015000000618
59,,-2.2489e-05,14.96482909999986,2026-05-28T08:51:26.839,2026-05-28T09:06:56.839,multimetro,14.96482909999986,26.0,,15.157690900000034,2026-05-28T08:51:27.029,2026-05-28T09:06:57.029,-0.22,balanza,0.1928618000001734
60,,8.187e-06,15.214601900000162,2026-05-28T08:51:27.089,2026-05-28T09:06:57.089,multimetro,15.214601900000162,27.0,Error Arduino: HX711 not found.,15.180804799999805,2026-05-28T08:51:27.048,2026-05-28T09:06:57.048,,balanza,-0.033797100000356295
61,,-7.831e-06,15.464579999999842,2026-05-28T08:51:27.332,2026-05-28T09:06:57.332,multimetro,15.464579999999842,27.0,Error Arduino: HX711 not found.,15.180804799999805,2026-05-28T08:51:27.048,2026-05-28T09:06:57.048,,balanza,-0.2837752000000364
62,,5.141e-06,15.714529400000174,2026-05-28T08:51:27.588,2026-05-28T09:06:57.588,multimetro,15.714529400000174,28.0,,16.173458799999935,2026-05-28T08:51:28.045,2026-05-28T09:06:58.045,-0.22,balanza,0.4589293999997608
63,,-1.6417e-05,15.964633000000049,2026-05-28T08:51:27.839,2026-05-28T09:06:57.839,multimetro,15.964633000000049,28.0,,16.173458799999935,2026-05-28T08:51:28.045,2026-05-28T09:06:58.045,-0.22,balanza,0.20882579999988593
64,,7.737e-06,16.21511469999996,2026-05-28T08:51:28.090,2026-05-28T09:06:58.090,multimetro,16.21511469999996,29.0,Error Arduino: HX711 not found.,16.196663599999738,2026-05-28T08:51:28.062,2026-05-28T09:06:58.062,,balanza,-0.018451100000220322
65,,-7.33e-07,16.46504939999977,2026-05-28T08:51:28.338,2026-05-28T09:06:58.338,multimetro,16.46504939999977,29.0,Error Arduino: HX711 not found.,16.196663599999738,2026-05-28T08:51:28.062,2026-05-28T09:06:58.062,,balanza,-0.26838580000003276
66,,-1.8176e-05,16.714532500000132,2026-05-28T08:51:28.588,2026-05-28T09:06:58.588,multimetro,16.714532500000132,30.0,,17.189079599999786,2026-05-28T08:51:29.063,2026-05-28T09:06:59.063,-0.04,balanza,0.47454709999965417
67,,0.000189011,16.96506129999989,2026-05-28T08:51:28.839,2026-05-28T09:06:58.839,multimetro,16.96506129999989,30.0,,17.189079599999786,2026-05-28T08:51:29.063,2026-05-28T09:06:59.063,-0.04,balanza,0.22401829999989786
68,,9.8353e-05,17.214735999999903,2026-05-28T08:51:29.089,2026-05-28T09:06:59.089,multimetro,17.214735999999903,31.0,Error Arduino: HX711 not found.,17.21240540000008,2026-05-28T08:51:29.079,2026-05-28T09:06:59.079,,balanza,-0.00233059999982288
69,,8.4187e-05,17.46479240000008,2026-05-28T08:51:29.339,2026-05-28T09:06:59.339,multimetro,17.46479240000008,31.0,Error Arduino: HX711 not found.,17.21240540000008,2026-05-28T08:51:29.079,2026-05-28T09:06:59.079,,balanza,-0.2523869999999988
70,,7.3581e-05,17.714840300000105,2026-05-28T08:51:29.588,2026-05-28T09:06:59.588,multimetro,17.714840300000105,32.0,,18.20472380000001,2026-05-28T08:51:30.079,2026-05-28T09:07:00.079,-0.08,balanza,0.4898834999999053
71,,6.2075e-05,17.96508219999987,2026-05-28T08:51:29.839,2026-05-28T09:06:59.839,multimetro,17.96508219999987,32.0,,18.20472380000001,2026-05-28T08:51:30.079,2026-05-28T09:07:00.079,-0.08,balanza,0.2396416000001409
72,,5.2003e-05,18.21480079999992,2026-05-28T08:51:30.089,2026-05-28T09:07:00.089,multimetro,18.21480079999992,32.0,,18.20472380000001,2026-05-28T08:51:30.079,2026-05-28T09:07:00.079,-0.08,balanza,-0.010076999999910186
73,,4.3052e-05,18.464696999999887,2026-05-28T08:51:30.338,2026-05-28T09:07:00.338,multimetro,18.464696999999887,33.0,Error Arduino: HX711 not found.,18.227957499999775,2026-05-28T08:51:30.099,2026-05-28T09:07:00.099,,balanza,-0.23673950000011246
74,,3.878e-05,18.714826699999776,2026-05-28T08:51:30.589,2026-05-28T09:07:00.589,multimetro,18.714826699999776,33.0,Error Arduino: HX711 not found.,18.227957499999775,2026-05-28T08:51:30.099,2026-05-28T09:07:00.099,,balanza,-0.486869200000001
75,,3.4173e-05,18.964644700000008,2026-05-28T08:51:30.839,2026-05-28T09:07:00.839,multimetro,18.964644700000008,34.0,,19.220519500000137,2026-05-28T08:51:31.095,2026-05-28T09:07:01.095,-0.07,balanza,0.25587480000012874
76,,3.2613e-05,19.214668999999958,2026-05-28T08:51:31.080,2026-05-28T09:07:01.080,multimetro,19.214668999999958,34.0,,19.220519500000137,2026-05-28T08:51:31.095,2026-05-28T09:07:01.095,-0.07,balanza,0.005850500000178727
77,,2.6352e-05,19.464615800000047,2026-05-28T08:51:31.338,2026-05-28T09:07:01.338,multimetro,19.464615800000047,35.0,Error Arduino: HX711 not found.,19.24383089999992,2026-05-28T08:51:31.112,2026-05-28T09:07:01.112,,balanza,-0.22078490000012607
78,,2.6782e-05,19.71703179999986,2026-05-28T08:51:31.591,2026-05-28T09:07:01.591,multimetro,19.71703179999986,35.0,Error Arduino: HX711 not found.,19.24383089999992,2026-05-28T08:51:31.112,2026-05-28T09:07:01.112,,balanza,-0.473200899999938
79,,-6.7e-07,19.96477640000012,2026-05-28T08:51:31.839,2026-05-28T09:07:01.839,multimetro,19.96477640000012,36.0,,20.23614970000017,2026-05-28T08:51:32.110,2026-05-28T09:07:02.110,-0.02,balanza,0.2713733000000502
80,,-1.1077e-05,20.2148102000001,2026-05-28T08:51:32.089,2026-05-28T09:07:02.089,multimetro,20.2148102000001,36.0,,20.23614970000017,2026-05-28T08:51:32.110,2026-05-28T09:07:02.110,-0.02,balanza,0.021339500000067346
81,,-4.3094e-05,20.464836900000137,2026-05-28T08:51:32.339,2026-05-28T09:07:02.339,multimetro,20.464836900000137,37.0,Error Arduino: HX711 not found.,20.25944759999993,2026-05-28T08:51:32.130,2026-05-28T09:07:02.130,,balanza,-0.20538930000020628
82,,-1.3684e-05,20.714729199999965,2026-05-28T08:51:32.589,2026-05-28T09:07:02.589,multimetro,20.714729199999965,37.0,Error Arduino: HX711 not found.,20.25944759999993,2026-05-28T08:51:32.130,2026-05-28T09:07:02.130,,balanza,-0.4552816000000348
83,,-4.7868e-05,20.964792299999772,2026-05-28T08:51:32.839,2026-05-28T09:07:02.839,multimetro,20.964792299999772,38.0,,21.251674900000125,2026-05-28T08:51:33.125,2026-05-28T09:07:03.125,-0.19,balanza,0.2868826000003537
84,,-4.2047e-05,21.215184600000157,2026-05-28T08:51:33.090,2026-05-28T09:07:03.090,multimetro,21.215184600000157,38.0,,21.251674900000125,2026-05-28T08:51:33.125,2026-05-28T09:07:03.125,-0.19,balanza,0.036490299999968556
85,,-3.3618e-05,21.464673200000107,2026-05-28T08:51:33.338,2026-05-28T09:07:03.338,multimetro,21.464673200000107,39.0,Error Arduino: HX711 not found.,21.274811899999804,2026-05-28T08:51:33.147,2026-05-28T09:07:03.147,,balanza,-0.18986130000030244
86,,-2.8488e-05,21.71488790000012,2026-05-28T08:51:33.588,2026-05-28T09:07:03.588,multimetro,21.71488790000012,39.0,Error Arduino: HX711 not found.,21.274811899999804,2026-05-28T08:51:33.147,2026-05-28T09:07:03.147,,balanza,-0.44007600000031744
87,,-3.032e-05,21.965076299999964,2026-05-28T08:51:33.838,2026-05-28T09:07:03.838,multimetro,21.965076299999964,40.0,,22.267293599999903,2026-05-28T08:51:34.138,2026-05-28T09:07:04.138,-0.02,balanza,0.3022172999999384
88,,-5.5123e-05,22.214744999999766,2026-05-28T08:51:34.089,2026-05-28T09:07:04.089,multimetro,22.214744999999766,40.0,,22.267293599999903,2026-05-28T08:51:34.138,2026-05-28T09:07:04.138,-0.02,balanza,0.0525486000001365
89,,-8.5182e-05,22.464806399999816,2026-05-28T08:51:34.339,2026-05-28T09:07:04.339,multimetro,22.464806399999816,41.0,Error Arduino: HX711 not found.,22.290619500000048,2026-05-28T08:51:34.162,2026-05-28T09:07:04.162,,balanza,-0.17418689999976777
90,,-3.2917e-05,22.714802699999836,2026-05-28T08:51:34.588,2026-05-28T09:07:04.588,multimetro,22.714802699999836,41.0,Error Arduino: HX711 not found.,22.290619500000048,2026-05-28T08:51:34.162,2026-05-28T09:07:04.162,,balanza,-0.4241831999997885
91,,1.3726e-05,22.964577899999767,2026-05-28T08:51:34.838,2026-05-28T09:07:04.838,multimetro,22.964577899999767,42.0,,23.28290650000008,2026-05-28T08:51:35.157,2026-05-28T09:07:05.157,-0.01,balanza,0.3183286000003136
92,,-5.8892e-05,23.21470619999991,2026-05-28T08:51:35.088,2026-05-28T09:07:05.088,multimetro,23.21470619999991,42.0,,23.28290650000008,2026-05-28T08:51:35.157,2026-05-28T09:07:05.157,-0.01,balanza,0.06820030000017141
93,,-7.0493e-05,23.464905299999828,2026-05-28T08:51:35.338,2026-05-28T09:07:05.338,multimetro,23.464905299999828,43.0,Error Arduino: HX711 not found.,23.306120299999748,2026-05-28T08:51:35.179,2026-05-28T09:07:05.179,,balanza,-0.1587850000000799
94,,-6.4651e-05,23.71465420000004,2026-05-28T08:51:35.589,2026-05-28T09:07:05.589,multimetro,23.71465420000004,43.0,Error Arduino: HX711 not found.,23.306120299999748,2026-05-28T08:51:35.179,2026-05-28T09:07:05.179,,balanza,-0.4085339000002932
95,,-6.5624e-05,23.964660300000105,2026-05-28T08:51:35.839,2026-05-28T09:07:05.839,multimetro,23.964660300000105,44.0,,24.298375999999735,2026-05-28T08:51:36.165,2026-05-28T09:07:06.165,-0.09,balanza,0.3337156999996296
96,,5.015e-06,24.214679799999885,2026-05-28T08:51:36.079,2026-05-28T09:07:06.079,multimetro,24.214679799999885,44.0,,24.298375999999735,2026-05-28T08:51:36.165,2026-05-28T09:07:06.165,-0.09,balanza,0.08369619999984934
97,,-4.3135e-05,24.46473049999986,2026-05-28T08:51:36.339,2026-05-28T09:07:06.339,multimetro,24.46473049999986,45.0,Error Arduino: HX711 not found.,24.321570000000065,2026-05-28T08:51:36.196,2026-05-28T09:07:06.196,,balanza,-0.1431604999997944
98,,-8.6847e-05,24.714792599999782,2026-05-28T08:51:36.589,2026-05-28T09:07:06.589,multimetro,24.714792599999782,45.0,Error Arduino: HX711 not found.,24.321570000000065,2026-05-28T08:51:36.196,2026-05-28T09:07:06.196,,balanza,-0.3932225999997172
99,,-8.7423e-05,24.964625799999794,2026-05-28T08:51:36.839,2026-05-28T09:07:06.839,multimetro,24.964625799999794,46.0,,25.313085199999932,2026-05-28T08:51:37.179,2026-05-28T09:07:07.179,0.12,balanza,0.348459400000138
100,,-4.6999e-05,25.215199799999937,2026-05-28T08:51:37.090,2026-05-28T09:07:07.090,multimetro,25.215199799999937,46.0,,25.313085199999932,2026-05-28T08:51:37.179,2026-05-28T09:07:07.179,0.12,balanza,0.09788539999999557
101,,-1.5788e-05,25.46521870000015,2026-05-28T08:51:37.339,2026-05-28T09:07:07.339,multimetro,25.46521870000015,47.0,Error Arduino: HX711 not found.,25.336267700000008,2026-05-28T08:51:37.210,2026-05-28T09:07:07.210,,balanza,-0.1289510000001428
102,,-1.5747e-05,25.714825499999733,2026-05-28T08:51:37.589,2026-05-28T09:07:07.589,multimetro,25.714825499999733,47.0,Error Arduino: HX711 not found.,25.336267700000008,2026-05-28T08:51:37.210,2026-05-28T09:07:07.210,,balanza,-0.37855779999972583
103,,-1.6888e-05,25.965302600000086,2026-05-28T08:51:37.840,2026-05-28T09:07:07.840,multimetro,25.965302600000086,48.0,,26.328569700000116,2026-05-28T08:51:38.198,2026-05-28T09:07:08.198,-0.09,balanza,0.36326710000003004
104,,-1.7202e-05,26.214745700000094,2026-05-28T08:51:38.089,2026-05-28T09:07:08.089,multimetro,26.214745700000094,48.0,,26.328569700000116,2026-05-28T08:51:38.198,2026-05-28T09:07:08.198,-0.09,balanza,0.11382400000002235
105,,1.728e-06,26.46456649999982,2026-05-28T08:51:38.339,2026-05-28T09:07:08.339,multimetro,26.46456649999982,49.0,Error Arduino: HX711 not found.,26.351779499999793,2026-05-28T08:51:38.222,2026-05-28T09:07:08.222,,balanza,-0.11278700000002573
106,,2.0479e-05,26.714790800000173,2026-05-28T08:51:38.589,2026-05-28T09:07:08.589,multimetro,26.714790800000173,49.0,Error Arduino: HX711 not found.,26.351779499999793,2026-05-28T08:51:38.222,2026-05-28T09:07:08.222,,balanza,-0.3630113000003803
