indice,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc,masa_g,sensor,voltaje_V
0,,0.41513910000003307,2026-05-28T08:51:12.288,2026-05-28T09:06:42.288,,multimetro,4.617e-06
1,,0.6311611000000994,2026-05-28T08:51:12.505,2026-05-28T09:06:42.505,,multimetro,2.162e-05
2,,0.8460988000001635,2026-05-28T08:51:12.720,2026-05-28T09:06:42.720,,multimetro,5.141e-06
3,,1.0612403999998605,2026-05-28T08:51:12.932,2026-05-28T09:06:42.932,,multimetro,7.297e-06
4,,1.2762801999997464,2026-05-28T08:51:13.148,2026-05-28T09:06:43.148,,multimetro,1.7621e-05
5,,1.4913112999997793,2026-05-28T08:51:13.362,2026-05-28T09:06:43.362,,multimetro,1.6458e-05
6,,1.7151153999998314,2026-05-28T08:51:13.589,2026-05-28T09:06:43.589,,multimetro,1.917e-05
7,,1.9648873000001004,2026-05-28T08:51:13.839,2026-05-28T09:06:43.839,,multimetro,4.994e-06
0,Error Arduino: HX711 not found.,1.9739780999998402,2026-05-28T08:51:13.848,2026-05-28T09:06:43.848,,balanza,
8,,2.2146867999999813,2026-05-28T08:51:14.089,2026-05-28T09:06:44.089,,multimetro,1.8511e-05
9,,2.4667380000000776,2026-05-28T08:51:14.336,2026-05-28T09:06:44.336,,multimetro,8.522e-06
10,,2.7147737999998753,2026-05-28T08:51:14.586,2026-05-28T09:06:44.586,,multimetro,1.6019e-05
11,,2.964744399999745,2026-05-28T08:51:14.836,2026-05-28T09:06:44.836,,multimetro,5.769e-06
1,,2.966458099999727,2026-05-28T08:51:14.836,2026-05-28T09:06:44.836,-0.01,balanza,
2,Error Arduino: HX711 not found.,2.989473999999973,2026-05-28T08:51:14.864,2026-05-28T09:06:44.864,,balanza,
12,,3.2147438000001785,2026-05-28T08:51:15.085,2026-05-28T09:06:45.085,,multimetro,1.5663e-05
13,,3.4646277000001646,2026-05-28T08:51:15.336,2026-05-28T09:06:45.336,,multimetro,7.172e-06
14,,3.714706599999772,2026-05-28T08:51:15.585,2026-05-28T09:06:45.585,,multimetro,1.404e-05
15,,3.9648082999997314,2026-05-28T08:51:15.837,2026-05-28T09:06:45.837,,multimetro,1.2312e-05
3,,3.981058999999732,2026-05-28T08:51:15.855,2026-05-28T09:06:45.855,0.0,balanza,
4,Error Arduino: HX711 not found.,4.004170000000158,2026-05-28T08:51:15.878,2026-05-28T09:06:45.878,,balanza,
16,,4.214625399999932,2026-05-28T08:51:16.085,2026-05-28T09:06:46.085,,multimetro,2.0154e-05
17,,4.464730900000177,2026-05-28T08:51:16.339,2026-05-28T09:06:46.339,,multimetro,1.0679e-05
18,,4.715021699999852,2026-05-28T08:51:16.583,2026-05-28T09:06:46.583,,multimetro,1.3967e-05
19,,4.964678400000139,2026-05-28T08:51:16.839,2026-05-28T09:06:46.839,,multimetro,1.6071e-05
5,,4.996578599999793,2026-05-28T08:51:16.865,2026-05-28T09:06:46.865,-0.0,balanza,
6,Error Arduino: HX711 not found.,5.019699099999798,2026-05-28T08:51:16.885,2026-05-28T09:06:46.885,,balanza,
20,,5.215009500000178,2026-05-28T08:51:17.089,2026-05-28T09:06:47.089,,multimetro,1.6982e-05
21,,5.465155999999752,2026-05-28T08:51:17.340,2026-05-28T09:06:47.340,,multimetro,-3.13e-06
22,,5.715128100000129,2026-05-28T08:51:17.590,2026-05-28T09:06:47.590,,multimetro,1.2658e-05
23,,5.965020300000106,2026-05-28T08:51:17.839,2026-05-28T09:06:47.839,,multimetro,7.894e-06
7,,6.011226699999952,2026-05-28T08:51:17.882,2026-05-28T09:06:47.882,0.0,balanza,
8,Error Arduino: HX711 not found.,6.03450359999988,2026-05-28T08:51:17.905,2026-05-28T09:06:47.905,,balanza,
24,,6.214685599999939,2026-05-28T08:51:18.089,2026-05-28T09:06:48.089,,multimetro,1.6375e-05
25,,6.465005900000051,2026-05-28T08:51:18.339,2026-05-28T09:06:48.339,,multimetro,1.2114e-05
26,,6.714692799999739,2026-05-28T08:51:18.582,2026-05-28T09:06:48.582,,multimetro,6.24e-06
27,,6.965069599999879,2026-05-28T08:51:18.839,2026-05-28T09:06:48.839,,multimetro,-1.1412e-05
9,,7.0258592999998655,2026-05-28T08:51:18.892,2026-05-28T09:06:48.892,0.0,balanza,
10,Error Arduino: HX711 not found.,7.0490734999998494,2026-05-28T08:51:18.922,2026-05-28T09:06:48.922,,balanza,
28,,7.215361900000062,2026-05-28T08:51:19.090,2026-05-28T09:06:49.090,,multimetro,4.2214e-05
29,,7.464948400000139,2026-05-28T08:51:19.339,2026-05-28T09:06:49.339,,multimetro,1.47e-05
30,,7.715168100000028,2026-05-28T08:51:19.589,2026-05-28T09:06:49.589,,multimetro,1.4982e-05
31,,7.964763200000107,2026-05-28T08:51:19.839,2026-05-28T09:06:49.839,,multimetro,1.0198e-05
11,,8.041431000000102,2026-05-28T08:51:19.915,2026-05-28T09:06:49.915,-0.11,balanza,
12,Error Arduino: HX711 not found.,8.064686400000028,2026-05-28T08:51:19.935,2026-05-28T09:06:49.935,,balanza,
32,,8.214678800000002,2026-05-28T08:51:20.088,2026-05-28T09:06:50.088,,multimetro,1.1391e-05
33,,8.465214299999843,2026-05-28T08:51:20.340,2026-05-28T09:06:50.340,,multimetro,-2.9263e-05
34,,8.714594999999917,2026-05-28T08:51:20.589,2026-05-28T09:06:50.589,,multimetro,-5.005e-06
35,,8.965167400000155,2026-05-28T08:51:20.840,2026-05-28T09:06:50.840,,multimetro,3.5482e-05
13,,9.056987299999946,2026-05-28T08:51:20.922,2026-05-28T09:06:50.922,-0.01,balanza,
14,Error Arduino: HX711 not found.,9.080196200000046,2026-05-28T08:51:20.948,2026-05-28T09:06:50.948,,balanza,
36,,9.214994099999785,2026-05-28T08:51:21.089,2026-05-28T09:06:51.089,,multimetro,5.1019e-05
37,,9.464729599999828,2026-05-28T08:51:21.331,2026-05-28T09:06:51.331,,multimetro,-3.3597e-05
38,,9.715138000000024,2026-05-28T08:51:21.589,2026-05-28T09:06:51.589,,multimetro,-8.6815e-05
39,,9.964878400000089,2026-05-28T08:51:21.830,2026-05-28T09:06:51.830,,multimetro,-0.000106582
15,,10.071551900000031,2026-05-28T08:51:21.945,2026-05-28T09:06:51.945,0.09,balanza,
16,Error Arduino: HX711 not found.,10.09468169999991,2026-05-28T08:51:21.962,2026-05-28T09:06:51.962,,balanza,
40,,10.21495670000013,2026-05-28T08:51:22.088,2026-05-28T09:06:52.088,,multimetro,-8.6145e-05
41,,10.464940599999863,2026-05-28T08:51:22.339,2026-05-28T09:06:52.339,,multimetro,-8.0732e-05
42,,10.715055699999994,2026-05-28T08:51:22.589,2026-05-28T09:06:52.589,,multimetro,-2.7881e-05
43,,10.96504619999996,2026-05-28T08:51:22.830,2026-05-28T09:06:52.830,,multimetro,-6.8975e-05
17,,11.086269899999934,2026-05-28T08:51:22.955,2026-05-28T09:06:52.955,0.04,balanza,
18,Error Arduino: HX711 not found.,11.109415399999762,2026-05-28T08:51:22.975,2026-05-28T09:06:52.975,,balanza,
44,,11.215072399999826,2026-05-28T08:51:23.088,2026-05-28T09:06:53.088,,multimetro,-6.1185e-05
45,,11.465052099999866,2026-05-28T08:51:23.339,2026-05-28T09:06:53.339,,multimetro,-1.57e-07
46,,11.715079199999764,2026-05-28T08:51:23.589,2026-05-28T09:06:53.589,,multimetro,-1.9537e-05
47,,11.965104500000052,2026-05-28T08:51:23.840,2026-05-28T09:06:53.840,,multimetro,1.6218e-05
19,,12.100759099999777,2026-05-28T08:51:23.975,2026-05-28T09:06:53.975,0.17,balanza,
20,Error Arduino: HX711 not found.,12.123869200000172,2026-05-28T08:51:23.995,2026-05-28T09:06:53.995,,balanza,
48,,12.214883799999825,2026-05-28T08:51:24.089,2026-05-28T09:06:54.089,,multimetro,3.3775e-05
49,,12.464971999999761,2026-05-28T08:51:24.339,2026-05-28T09:06:54.339,,multimetro,2.837e-06
50,,12.715210500000012,2026-05-28T08:51:24.590,2026-05-28T09:06:54.590,,multimetro,1.3328e-05
51,,12.96473079999987,2026-05-28T08:51:24.839,2026-05-28T09:06:54.839,,multimetro,3.591e-06
21,,13.11538100000007,2026-05-28T08:51:24.989,2026-05-28T09:06:54.989,0.54,balanza,
22,,13.126580399999966,2026-05-28T08:51:24.998,2026-05-28T09:06:54.998,0.53,balanza,
23,Error Arduino: HX711 not found.,13.149827100000039,2026-05-28T08:51:25.022,2026-05-28T09:06:55.022,,balanza,
52,,13.214728500000092,2026-05-28T08:51:25.089,2026-05-28T09:06:55.089,,multimetro,5.423e-06
53,,13.46527819999983,2026-05-28T08:51:25.340,2026-05-28T09:06:55.340,,multimetro,-1.1255e-05
54,,13.714771999999812,2026-05-28T08:51:25.589,2026-05-28T09:06:55.589,,multimetro,2.0343e-05
55,,13.964665699999841,2026-05-28T08:51:25.839,2026-05-28T09:06:55.839,,multimetro,5.482e-05
24,,14.14216179999994,2026-05-28T08:51:26.012,2026-05-28T09:06:56.012,-0.28,balanza,
25,Error Arduino: HX711 not found.,14.165253199999825,2026-05-28T08:51:26.038,2026-05-28T09:06:56.038,,balanza,
56,,14.214725799999997,2026-05-28T08:51:26.089,2026-05-28T09:06:56.089,,multimetro,0.000122768
57,,14.465031599999747,2026-05-28T08:51:26.339,2026-05-28T09:06:56.339,,multimetro,-6.5499e-05
58,,14.714789399999972,2026-05-28T08:51:26.588,2026-05-28T09:06:56.588,,multimetro,-7.0786e-05
59,,14.96482909999986,2026-05-28T08:51:26.839,2026-05-28T09:06:56.839,,multimetro,-2.2489e-05
26,,15.157690900000034,2026-05-28T08:51:27.029,2026-05-28T09:06:57.029,-0.22,balanza,
27,Error Arduino: HX711 not found.,15.180804799999805,2026-05-28T08:51:27.048,2026-05-28T09:06:57.048,,balanza,
60,,15.214601900000162,2026-05-28T08:51:27.089,2026-05-28T09:06:57.089,,multimetro,8.187e-06
61,,15.464579999999842,2026-05-28T08:51:27.332,2026-05-28T09:06:57.332,,multimetro,-7.831e-06
62,,15.714529400000174,2026-05-28T08:51:27.588,2026-05-28T09:06:57.588,,multimetro,5.141e-06
63,,15.964633000000049,2026-05-28T08:51:27.839,2026-05-28T09:06:57.839,,multimetro,-1.6417e-05
28,,16.173458799999935,2026-05-28T08:51:28.045,2026-05-28T09:06:58.045,-0.22,balanza,
29,Error Arduino: HX711 not found.,16.196663599999738,2026-05-28T08:51:28.062,2026-05-28T09:06:58.062,,balanza,
64,,16.21511469999996,2026-05-28T08:51:28.090,2026-05-28T09:06:58.090,,multimetro,7.737e-06
65,,16.46504939999977,2026-05-28T08:51:28.338,2026-05-28T09:06:58.338,,multimetro,-7.33e-07
66,,16.714532500000132,2026-05-28T08:51:28.588,2026-05-28T09:06:58.588,,multimetro,-1.8176e-05
67,,16.96506129999989,2026-05-28T08:51:28.839,2026-05-28T09:06:58.839,,multimetro,0.000189011
30,,17.189079599999786,2026-05-28T08:51:29.063,2026-05-28T09:06:59.063,-0.04,balanza,
31,Error Arduino: HX711 not found.,17.21240540000008,2026-05-28T08:51:29.079,2026-05-28T09:06:59.079,,balanza,
68,,17.214735999999903,2026-05-28T08:51:29.089,2026-05-28T09:06:59.089,,multimetro,9.8353e-05
69,,17.46479240000008,2026-05-28T08:51:29.339,2026-05-28T09:06:59.339,,multimetro,8.4187e-05
70,,17.714840300000105,2026-05-28T08:51:29.588,2026-05-28T09:06:59.588,,multimetro,7.3581e-05
71,,17.96508219999987,2026-05-28T08:51:29.839,2026-05-28T09:06:59.839,,multimetro,6.2075e-05
32,,18.20472380000001,2026-05-28T08:51:30.079,2026-05-28T09:07:00.079,-0.08,balanza,
72,,18.21480079999992,2026-05-28T08:51:30.089,2026-05-28T09:07:00.089,,multimetro,5.2003e-05
33,Error Arduino: HX711 not found.,18.227957499999775,2026-05-28T08:51:30.099,2026-05-28T09:07:00.099,,balanza,
73,,18.464696999999887,2026-05-28T08:51:30.338,2026-05-28T09:07:00.338,,multimetro,4.3052e-05
74,,18.714826699999776,2026-05-28T08:51:30.589,2026-05-28T09:07:00.589,,multimetro,3.878e-05
75,,18.964644700000008,2026-05-28T08:51:30.839,2026-05-28T09:07:00.839,,multimetro,3.4173e-05
76,,19.214668999999958,2026-05-28T08:51:31.080,2026-05-28T09:07:01.080,,multimetro,3.2613e-05
34,,19.220519500000137,2026-05-28T08:51:31.095,2026-05-28T09:07:01.095,-0.07,balanza,
35,Error Arduino: HX711 not found.,19.24383089999992,2026-05-28T08:51:31.112,2026-05-28T09:07:01.112,,balanza,
77,,19.464615800000047,2026-05-28T08:51:31.338,2026-05-28T09:07:01.338,,multimetro,2.6352e-05
78,,19.71703179999986,2026-05-28T08:51:31.591,2026-05-28T09:07:01.591,,multimetro,2.6782e-05
79,,19.96477640000012,2026-05-28T08:51:31.839,2026-05-28T09:07:01.839,,multimetro,-6.7e-07
80,,20.2148102000001,2026-05-28T08:51:32.089,2026-05-28T09:07:02.089,,multimetro,-1.1077e-05
36,,20.23614970000017,2026-05-28T08:51:32.110,2026-05-28T09:07:02.110,-0.02,balanza,
37,Error Arduino: HX711 not found.,20.25944759999993,2026-05-28T08:51:32.130,2026-05-28T09:07:02.130,,balanza,
81,,20.464836900000137,2026-05-28T08:51:32.339,2026-05-28T09:07:02.339,,multimetro,-4.3094e-05
82,,20.714729199999965,2026-05-28T08:51:32.589,2026-05-28T09:07:02.589,,multimetro,-1.3684e-05
83,,20.964792299999772,2026-05-28T08:51:32.839,2026-05-28T09:07:02.839,,multimetro,-4.7868e-05
84,,21.215184600000157,2026-05-28T08:51:33.090,2026-05-28T09:07:03.090,,multimetro,-4.2047e-05
38,,21.251674900000125,2026-05-28T08:51:33.125,2026-05-28T09:07:03.125,-0.19,balanza,
39,Error Arduino: HX711 not found.,21.274811899999804,2026-05-28T08:51:33.147,2026-05-28T09:07:03.147,,balanza,
85,,21.464673200000107,2026-05-28T08:51:33.338,2026-05-28T09:07:03.338,,multimetro,-3.3618e-05
86,,21.71488790000012,2026-05-28T08:51:33.588,2026-05-28T09:07:03.588,,multimetro,-2.8488e-05
87,,21.965076299999964,2026-05-28T08:51:33.838,2026-05-28T09:07:03.838,,multimetro,-3.032e-05
88,,22.214744999999766,2026-05-28T08:51:34.089,2026-05-28T09:07:04.089,,multimetro,-5.5123e-05
40,,22.267293599999903,2026-05-28T08:51:34.138,2026-05-28T09:07:04.138,-0.02,balanza,
41,Error Arduino: HX711 not found.,22.290619500000048,2026-05-28T08:51:34.162,2026-05-28T09:07:04.162,,balanza,
89,,22.464806399999816,2026-05-28T08:51:34.339,2026-05-28T09:07:04.339,,multimetro,-8.5182e-05
90,,22.714802699999836,2026-05-28T08:51:34.588,2026-05-28T09:07:04.588,,multimetro,-3.2917e-05
91,,22.964577899999767,2026-05-28T08:51:34.838,2026-05-28T09:07:04.838,,multimetro,1.3726e-05
92,,23.21470619999991,2026-05-28T08:51:35.088,2026-05-28T09:07:05.088,,multimetro,-5.8892e-05
42,,23.28290650000008,2026-05-28T08:51:35.157,2026-05-28T09:07:05.157,-0.01,balanza,
43,Error Arduino: HX711 not found.,23.306120299999748,2026-05-28T08:51:35.179,2026-05-28T09:07:05.179,,balanza,
93,,23.464905299999828,2026-05-28T08:51:35.338,2026-05-28T09:07:05.338,,multimetro,-7.0493e-05
94,,23.71465420000004,2026-05-28T08:51:35.589,2026-05-28T09:07:05.589,,multimetro,-6.4651e-05
95,,23.964660300000105,2026-05-28T08:51:35.839,2026-05-28T09:07:05.839,,multimetro,-6.5624e-05
96,,24.214679799999885,2026-05-28T08:51:36.079,2026-05-28T09:07:06.079,,multimetro,5.015e-06
44,,24.298375999999735,2026-05-28T08:51:36.165,2026-05-28T09:07:06.165,-0.09,balanza,
45,Error Arduino: HX711 not found.,24.321570000000065,2026-05-28T08:51:36.196,2026-05-28T09:07:06.196,,balanza,
97,,24.46473049999986,2026-05-28T08:51:36.339,2026-05-28T09:07:06.339,,multimetro,-4.3135e-05
98,,24.714792599999782,2026-05-28T08:51:36.589,2026-05-28T09:07:06.589,,multimetro,-8.6847e-05
