indice,error,voltaje_V,tiempo_s,fecha_hora_corregida,fecha_hora_pc
30,,1.4982e-05,7.715168100000028,2026-05-28T08:51:19.589,2026-05-28T09:06:49.589
31,,1.0198e-05,7.964763200000107,2026-05-28T08:51:19.839,2026-05-28T09:06:49.839
32,,1.1391e-05,8.214678800000002,2026-05-28T08:51:20.088,2026-05-28T09:06:50.088
33,,-2.9263e-05,8.465214299999843,2026-05-28T08:51:20.340,2026-05-28T09:06:50.340
34,,-5.005e-06,8.714594999999917,2026-05-28T08:51:20.589,2026-05-28T09:06:50.589
35,,3.5482e-05,8.965167400000155,2026-05-28T08:51:20.840,2026-05-28T09:06:50.840
36,,5.1019e-05,9.214994099999785,2026-05-28T08:51:21.089,2026-05-28T09:06:51.089
37,,-3.3597e-05,9.464729599999828,2026-05-28T08:51:21.331,2026-05-28T09:06:51.331
38,,-8.6815e-05,9.715138000000024,2026-05-28T08:51:21.589,2026-05-28T09:06:51.589
39,,-0.000106582,9.964878400000089,2026-05-28T08:51:21.830,2026-05-28T09:06:51.830
40,,-8.6145e-05,10.21495670000013,2026-05-28T08:51:22.088,2026-05-28T09:06:52.088
41,,-8.0732e-05,10.464940599999863,2026-05-28T08:51:22.339,2026-05-28T09:06:52.339
42,,-2.7881e-05,10.715055699999994,2026-05-28T08:51:22.589,2026-05-28T09:06:52.589
43,,-6.8975e-05,10.96504619999996,2026-05-28T08:51:22.830,2026-05-28T09:06:52.830
44,,-6.1185e-05,11.215072399999826,2026-05-28T08:51:23.088,2026-05-28T09:06:53.088
45,,-1.57e-07,11.465052099999866,2026-05-28T08:51:23.339,2026-05-28T09:06:53.339
46,,-1.9537e-05,11.715079199999764,2026-05-28T08:51:23.589,2026-05-28T09:06:53.589
47,,1.6218e-05,11.965104500000052,2026-05-28T08:51:23.840,2026-05-28T09:06:53.840
48,,3.3775e-05,12.214883799999825,2026-05-28T08:51:24.089,2026-05-28T09:06:54.089
49,,2.837e-06,12.464971999999761,2026-05-28T08:51:24.339,2026-05-28T09:06:54.339
50,,1.3328e-05,12.715210500000012,2026-05-28T08:51:24.590,2026-05-28T09:06:54.590
51,,3.591e-06,12.96473079999987,2026-05-28T08:51:24.839,2026-05-28T09:06:54.839
52,,5.423e-06,13.214728500000092,2026-05-28T08:51:25.089,2026-05-28T09:06:55.089
53,,-1.1255e-05,13.46527819999983,2026-05-28T08:51:25.340,2026-05-28T09:06:55.340
54,,2.0343e-05,13.714771999999812,2026-05-28T08:51:25.589,2026-05-28T09:06:55.589
55,,5.482e-05,13.964665699999841,2026-05-28T08:51:25.839,2026-05-28T09:06:55.839
56,,0.000122768,14.214725799999997,2026-05-28T08:51:26.089,2026-05-28T09:06:56.089
57,,-6.5499e-05,14.465031599999747,2026-05-28T08:51:26.339,2026-05-28T09:06:56.339
58,,-7.0786e-05,14.714789399999972,2026-05-28T08:51:26.588,2026-05-28T09:06:56.588
59,,-2.2489e-05,14.96482909999986,2026-05-28T08:51:26.839,2026-05-28T09:06:56.839
60,,8.187e-06,15.214601900000162,2026-05-28T08:51:27.089,2026-05-28T09:06:57.089
61,,-7.831e-06,15.464579999999842,2026-05-28T08:51:27.332,2026-05-28T09:06:57.332
62,,5.141e-06,15.714529400000174,2026-05-28T08:51:27.588,2026-05-28T09:06:57.588
63,,-1.6417e-05,15.964633000000049,2026-05-28T08:51:27.839,2026-05-28T09:06:57.839
64,,7.737e-06,16.21511469999996,2026-05-28T08:51:28.090,2026-05-28T09:06:58.090
65,,-7.33e-07,16.46504939999977,2026-05-28T08:51:28.338,2026-05-28T09:06:58.338
66,,-1.8176e-05,16.714532500000132,2026-05-28T08:51:28.588,2026-05-28T09:06:58.588
67,,0.000189011,16.96506129999989,2026-05-28T08:51:28.839,2026-05-28T09:06:58.839
68,,9.8353e-05,17.214735999999903,2026-05-28T08:51:29.089,2026-05-28T09:06:59.089
69,,8.4187e-05,17.46479240000008,2026-05-28T08:51:29.339,2026-05-28T09:06:59.339
70,,7.3581e-05,17.714840300000105,2026-05-28T08:51:29.588,2026-05-28T09:06:59.588
71,,6.2075e-05,17.96508219999987,2026-05-28T08:51:29.839,2026-05-28T09:06:59.839
72,,5.2003e-05,18.21480079999992,2026-05-28T08:51:30.089,2026-05-28T09:07:00.089
73,,4.3052e-05,18.464696999999887,2026-05-28T08:51:30.338,2026-05-28T09:07:00.338
74,,3.878e-05,18.714826699999776,2026-05-28T08:51:30.589,2026-05-28T09:07:00.589
75,,3.4173e-05,18.964644700000008,2026-05-28T08:51:30.839,2026-05-28T09:07:00.839
76,,3.2613e-05,19.214668999999958,2026-05-28T08:51:31.080,2026-05-28T09:07:01.080
77,,2.6352e-05,19.464615800000047,2026-05-28T08:51:31.338,2026-05-28T09:07:01.338
78,,2.6782e-05,19.71703179999986,2026-05-28T08:51:31.591,2026-05-28T09:07:01.591
79,,-6.7e-07,19.96477640000012,2026-05-28T08:51:31.839,2026-05-28T09:07:01.839
80,,-1.1077e-05,20.2148102000001,2026-05-28T08:51:32.089,2026-05-28T09:07:02.089
81,,-4.3094e-05,20.464836900000137,2026-05-28T08:51:32.339,2026-05-28T09:07:02.339
82,,-1.3684e-05,20.714729199999965,2026-05-28T08:51:32.589,2026-05-28T09:07:02.589
83,,-4.7868e-05,20.964792299999772,2026-05-28T08:51:32.839,2026-05-28T09:07:02.839
84,,-4.2047e-05,21.215184600000157,2026-05-28T08:51:33.090,2026-05-28T09:07:03.090
85,,-3.3618e-05,21.464673200000107,2026-05-28T08:51:33.338,2026-05-28T09:07:03.338
86,,-2.8488e-05,21.71488790000012,2026-05-28T08:51:33.588,2026-05-28T09:07:03.588
87,,-3.032e-05,21.965076299999964,2026-05-28T08:51:33.838,2026-05-28T09:07:03.838
88,,-5.5123e-05,22.214744999999766,2026-05-28T08:51:34.089,2026-05-28T09:07:04.089
89,,-8.5182e-05,22.464806399999816,2026-05-28T08:51:34.339,2026-05-28T09:07:04.339
90,,-3.2917e-05,22.714802699999836,2026-05-28T08:51:34.588,2026-05-28T09:07:04.588
91,,1.3726e-05,22.964577899999767,2026-05-28T08:51:34.838,2026-05-28T09:07:04.838
92,,-5.8892e-05,23.21470619999991,2026-05-28T08:51:35.088,2026-05-28T09:07:05.088
93,,-7.0493e-05,23.464905299999828,2026-05-28T08:51:35.338,2026-05-28T09:07:05.338
94,,-6.4651e-05,23.71465420000004,2026-05-28T08:51:35.589,2026-05-28T09:07:05.589
95,,-6.5624e-05,23.964660300000105,2026-05-28T08:51:35.839,2026-05-28T09:07:05.839
96,,5.015e-06,24.214679799999885,2026-05-28T08:51:36.079,2026-05-28T09:07:06.079
97,,-4.3135e-05,24.46473049999986,2026-05-28T08:51:36.339,2026-05-28T09:07:06.339
98,,-8.6847e-05,24.714792599999782,2026-05-28T08:51:36.589,2026-05-28T09:07:06.589
99,,-8.7423e-05,24.964625799999794,2026-05-28T08:51:36.839,2026-05-28T09:07:06.839
100,,-4.6999e-05,25.215199799999937,2026-05-28T08:51:37.090,2026-05-28T09:07:07.090
101,,-1.5788e-05,25.46521870000015,2026-05-28T08:51:37.339,2026-05-28T09:07:07.339
102,,-1.5747e-05,25.714825499999733,2026-05-28T08:51:37.589,2026-05-28T09:07:07.589
103,,-1.6888e-05,25.965302600000086,2026-05-28T08:51:37.840,2026-05-28T09:07:07.840
104,,-1.7202e-05,26.214745700000094,2026-05-28T08:51:38.089,2026-05-28T09:07:08.089
105,,1.728e-06,26.46456649999982,2026-05-28T08:51:38.339,2026-05-28T09:07:08.339
106,,2.0479e-05,26.714790800000173,2026-05-28T08:51:38.589,2026-05-28T09:07:08.589
107,,1.2951e-05,26.965154600000005,2026-05-28T08:51:38.840,2026-05-28T09:07:08.840
108,,5.8201e-05,27.21472679999988,2026-05-28T08:51:39.089,2026-05-28T09:07:09.089
109,,3.2236e-05,27.464700500000163,2026-05-28T08:51:39.339,2026-05-28T09:07:09.339
110,,2.8907e-05,27.714928999999756,2026-05-28T08:51:39.589,2026-05-28T09:07:09.589
111,,7.4932e-05,27.964617199999793,2026-05-28T08:51:39.839,2026-05-28T09:07:09.839
112,,0.000198308,28.214545599999838,2026-05-28T08:51:40.089,2026-05-28T09:07:10.089
113,,0.000155633,28.465059699999983,2026-05-28T08:51:40.331,2026-05-28T09:07:10.331
114,,0.000125061,28.71485900000016,2026-05-28T08:51:40.589,2026-05-28T09:07:10.589
115,,9.8322e-05,28.964433699999972,2026-05-28T08:51:40.839,2026-05-28T09:07:10.839
116,,8.2774e-05,29.215130600000066,2026-05-28T08:51:41.089,2026-05-28T09:07:11.089
117,,6.7362e-05,29.464985799999795,2026-05-28T08:51:41.339,2026-05-28T09:07:11.339
118,,5.4296e-05,29.715087999999923,2026-05-28T08:51:41.589,2026-05-28T09:07:11.589
119,,5.7531e-05,29.965099200000168,2026-05-28T08:51:41.839,2026-05-28T09:07:11.839
120,,4.9344e-05,30.214704299999994,2026-05-28T08:51:42.080,2026-05-28T09:07:12.080
121,,4.8601e-05,30.464627700000165,2026-05-28T08:51:42.338,2026-05-28T09:07:12.338
122,,4.8643e-05,30.715106099999957,2026-05-28T08:51:42.582,2026-05-28T09:07:12.582
123,,4.1209e-05,30.96458840000014,2026-05-28T08:51:42.839,2026-05-28T09:07:12.839
124,,4.2821e-05,31.214883699999973,2026-05-28T08:51:43.089,2026-05-28T09:07:13.089
125,,4.0434e-05,31.464699399999972,2026-05-28T08:51:43.339,2026-05-28T09:07:13.339
126,,3.8707e-05,31.714594900000066,2026-05-28T08:51:43.588,2026-05-28T09:07:13.588
127,,3.3671e-05,31.964622800000143,2026-05-28T08:51:43.831,2026-05-28T09:07:13.831
128,,2.9598e-05,32.21469810000008,2026-05-28T08:51:44.088,2026-05-28T09:07:14.088
129,,2.7546e-05,32.46481499999982,2026-05-28T08:51:44.339,2026-05-28T09:07:14.339
130,,2.5253e-05,32.71478679999973,2026-05-28T08:51:44.588,2026-05-28T09:07:14.588
131,,2.407e-05,32.96461769999996,2026-05-28T08:51:44.838,2026-05-28T09:07:14.838
132,,2.4541e-05,33.215096599999924,2026-05-28T08:51:45.089,2026-05-28T09:07:15.089
133,,2.3567e-05,33.46512819999998,2026-05-28T08:51:45.340,2026-05-28T09:07:15.340
134,,2.1233e-05,33.714692000000014,2026-05-28T08:51:45.589,2026-05-28T09:07:15.589
135,,2.0458e-05,33.964563,2026-05-28T08:51:45.838,2026-05-28T09:07:15.838
136,,1.9024e-05,34.21506450000015,2026-05-28T08:51:46.089,2026-05-28T09:07:16.089
137,,1.9306e-05,34.46464990000004,2026-05-28T08:51:46.339,2026-05-28T09:07:16.339
138,,1.9893e-05,34.714756699999725,2026-05-28T08:51:46.589,2026-05-28T09:07:16.589
139,,2.1913e-05,34.96481099999983,2026-05-28T08:51:46.839,2026-05-28T09:07:16.839
140,,1.8929e-05,35.21454249999988,2026-05-28T08:51:47.089,2026-05-28T09:07:17.089
141,,2.0793e-05,35.46468730000015,2026-05-28T08:51:47.339,2026-05-28T09:07:17.339
142,,1.8333e-05,35.714758099999926,2026-05-28T08:51:47.589,2026-05-28T09:07:17.589
143,,1.7872e-05,35.96498459999975,2026-05-28T08:51:47.839,2026-05-28T09:07:17.839
144,,1.6951e-05,36.214949700000034,2026-05-28T08:51:48.080,2026-05-28T09:07:18.080
145,,1.7725e-05,36.464660300000105,2026-05-28T08:51:48.338,2026-05-28T09:07:18.338
146,,1.7191e-05,36.71478709999974,2026-05-28T08:51:48.589,2026-05-28T09:07:18.589
147,,1.782e-05,36.96463730000005,2026-05-28T08:51:48.839,2026-05-28T09:07:18.839
148,,1.6417e-05,37.21500819999983,2026-05-28T08:51:49.089,2026-05-28T09:07:19.089
149,,1.693e-05,37.46468129999994,2026-05-28T08:51:49.339,2026-05-28T09:07:19.339
150,,1.7254e-05,37.71487309999975,2026-05-28T08:51:49.589,2026-05-28T09:07:19.589
151,,1.5904e-05,37.96455019999985,2026-05-28T08:51:49.839,2026-05-28T09:07:19.839
152,,1.626e-05,38.214662699999735,2026-05-28T08:51:50.089,2026-05-28T09:07:20.089
153,,1.5998e-05,38.46491389999983,2026-05-28T08:51:50.338,2026-05-28T09:07:20.338
154,,1.6061e-05,38.7147673999998,2026-05-28T08:51:50.589,2026-05-28T09:07:20.589
155,,1.6626e-05,38.96504589999995,2026-05-28T08:51:50.839,2026-05-28T09:07:20.839
156,,1.5652e-05,39.214709500000026,2026-05-28T08:51:51.089,2026-05-28T09:07:21.089
157,,1.7516e-05,39.46462459999975,2026-05-28T08:51:51.339,2026-05-28T09:07:21.339
158,,1.5684e-05,39.71496410000009,2026-05-28T08:51:51.589,2026-05-28T09:07:21.589
159,,1.5401e-05,39.96467320000011,2026-05-28T08:51:51.839,2026-05-28T09:07:21.839
160,,1.472e-05,40.21462569999994,2026-05-28T08:51:52.089,2026-05-28T09:07:22.089
161,,1.561e-05,40.46476900000016,2026-05-28T08:51:52.339,2026-05-28T09:07:22.339
162,,1.4574e-05,40.71461820000013,2026-05-28T08:51:52.589,2026-05-28T09:07:22.589
163,,1.694e-05,40.96463559999984,2026-05-28T08:51:52.838,2026-05-28T09:07:22.838
164,,1.5035e-05,41.21469019999995,2026-05-28T08:51:53.080,2026-05-28T09:07:23.080
165,,1.6605e-05,41.464832300000126,2026-05-28T08:51:53.338,2026-05-28T09:07:23.338
166,,1.4857e-05,41.714570000000094,2026-05-28T08:51:53.589,2026-05-28T09:07:23.589
167,,1.5799e-05,41.96464090000018,2026-05-28T08:51:53.839,2026-05-28T09:07:23.839
168,,1.4249e-05,42.214736999999786,2026-05-28T08:51:54.089,2026-05-28T09:07:24.089
169,,1.626e-05,42.4651601999999,2026-05-28T08:51:54.339,2026-05-28T09:07:24.339
170,,1.5181e-05,42.71468469999991,2026-05-28T08:51:54.580,2026-05-28T09:07:24.580
171,,1.6113e-05,42.96499959999983,2026-05-28T08:51:54.838,2026-05-28T09:07:24.838
172,,1.449e-05,43.21512589999975,2026-05-28T08:51:55.089,2026-05-28T09:07:25.089
173,,1.338e-05,43.46505789999992,2026-05-28T08:51:55.339,2026-05-28T09:07:25.339
174,,1.3768e-05,43.71469019999995,2026-05-28T08:51:55.589,2026-05-28T09:07:25.589
175,,1.4553e-05,43.964826399999765,2026-05-28T08:51:55.839,2026-05-28T09:07:25.839
176,,1.4228e-05,44.214610300000004,2026-05-28T08:51:56.089,2026-05-28T09:07:26.089
177,,1.7045e-05,44.48940880000009,2026-05-28T08:51:56.364,2026-05-28T09:07:26.364
178,,1.2407e-05,44.71835749999991,2026-05-28T08:51:56.592,2026-05-28T09:07:26.592
179,,1.6469e-05,44.965134000000035,2026-05-28T08:51:56.840,2026-05-28T09:07:26.840
180,,1.3632e-05,45.21471500000007,2026-05-28T08:51:57.089,2026-05-28T09:07:27.089
181,,1.65e-05,45.465186899999935,2026-05-28T08:51:57.340,2026-05-28T09:07:27.340
182,,1.2302e-05,45.71514339999976,2026-05-28T08:51:57.589,2026-05-28T09:07:27.589
183,,1.6417e-05,45.96453100000008,2026-05-28T08:51:57.838,2026-05-28T09:07:27.838
184,,1.2857e-05,46.21502310000005,2026-05-28T08:51:58.089,2026-05-28T09:07:28.089
185,,1.6825e-05,46.465026699999726,2026-05-28T08:51:58.338,2026-05-28T09:07:28.338
186,,1.3129e-05,46.71477370000002,2026-05-28T08:51:58.589,2026-05-28T09:07:28.589
187,,1.4773e-05,46.964855499999885,2026-05-28T08:51:58.832,2026-05-28T09:07:28.832
188,,1.4658e-05,47.214656300000115,2026-05-28T08:51:59.089,2026-05-28T09:07:29.089
189,,1.5045e-05,47.4646859999998,2026-05-28T08:51:59.339,2026-05-28T09:07:29.339
190,,1.2103e-05,47.715165499999785,2026-05-28T08:51:59.589,2026-05-28T09:07:29.589
191,,1.5537e-05,47.9650416999998,2026-05-28T08:51:59.838,2026-05-28T09:07:29.838
192,,1.2428e-05,48.21507960000008,2026-05-28T08:52:00.088,2026-05-28T09:07:30.088
193,,1.6469e-05,48.46465399999988,2026-05-28T08:52:00.339,2026-05-28T09:07:30.339
194,,1.5213e-05,48.714523499999814,2026-05-28T08:52:00.588,2026-05-28T09:07:30.588
195,,1.6207e-05,48.96465760000001,2026-05-28T08:52:00.832,2026-05-28T09:07:30.832
196,,1.316e-05,49.21502920000012,2026-05-28T08:52:01.089,2026-05-28T09:07:31.089
197,,1.5066e-05,49.46501720000015,2026-05-28T08:52:01.339,2026-05-28T09:07:31.339
198,,1.3674e-05,49.71462699999984,2026-05-28T08:52:01.589,2026-05-28T09:07:31.589
199,,1.4595e-05,49.96458419999999,2026-05-28T08:52:01.839,2026-05-28T09:07:31.839
