sensor,indice_balanza,masa_g,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s
balanza,0,,Error desde Arduino: HX711 not found.,1.4117386000007173,2026-05-28T09:48:54.252,2026-05-28T10:04:24.252,-930
balanza,1,0.07,,2.4029829999999492,2026-05-28T09:48:55.236,2026-05-28T10:04:25.236,-930
balanza,2,,Error desde Arduino: HX711 not found.,2.426029700000072,2026-05-28T09:48:55.266,2026-05-28T10:04:25.266,-930
balanza,3,-0.02,,3.418533500000194,2026-05-28T09:48:56.256,2026-05-28T10:04:26.256,-930
balanza,4,,Error desde Arduino: HX711 not found.,3.441605100000743,2026-05-28T09:48:56.277,2026-05-28T10:04:26.277,-930
balanza,5,0.05,,4.43294270000024,2026-05-28T09:48:57.273,2026-05-28T10:04:27.273,-930
balanza,6,0.02,,4.444021900000735,2026-05-28T09:48:57.284,2026-05-28T10:04:27.284,-930
balanza,7,,Error desde Arduino: HX711 not found.,4.467175700000553,2026-05-28T09:48:57.306,2026-05-28T10:04:27.306,-930
balanza,8,0.04,,5.458313000000089,2026-05-28T09:48:58.290,2026-05-28T10:04:28.290,-930
balanza,9,,Error desde Arduino: HX711 not found.,5.481312200000502,2026-05-28T09:48:58.322,2026-05-28T10:04:28.322,-930
balanza,10,0.08,,6.472708199999943,2026-05-28T09:48:59.305,2026-05-28T10:04:29.305,-930
balanza,11,,Error desde Arduino: HX711 not found.,6.495738200000233,2026-05-28T09:48:59.336,2026-05-28T10:04:29.336,-930
balanza,12,0.02,,7.487180400000398,2026-05-28T09:49:00.324,2026-05-28T10:04:30.324,-930
balanza,13,,Error desde Arduino: HX711 not found.,7.510321700000532,2026-05-28T09:49:00.344,2026-05-28T10:04:30.344,-930
balanza,14,0.03,,8.501498000000538,2026-05-28T09:49:01.337,2026-05-28T10:04:31.337,-930
balanza,15,,Error desde Arduino: HX711 not found.,8.524639600000228,2026-05-28T09:49:01.357,2026-05-28T10:04:31.357,-930
balanza,16,0.02,,9.5158093,2026-05-28T09:49:02.356,2026-05-28T10:04:32.356,-930
balanza,17,,Error desde Arduino: HX711 not found.,9.539014100000713,2026-05-28T09:49:02.377,2026-05-28T10:04:32.377,-930
balanza,18,0.03,,10.53009480000037,2026-05-28T09:49:03.370,2026-05-28T10:04:33.370,-930
balanza,19,,Error desde Arduino: HX711 not found.,10.553356300000814,2026-05-28T09:49:03.386,2026-05-28T10:04:33.386,-930
balanza,20,0.04,,11.544549300000654,2026-05-28T09:49:04.380,2026-05-28T10:04:34.380,-930
balanza,21,,Error desde Arduino: HX711 not found.,11.567713299999923,2026-05-28T09:49:04.403,2026-05-28T10:04:34.403,-930
balanza,22,-0.02,,12.55992200000037,2026-05-28T09:49:05.396,2026-05-28T10:04:35.396,-930
balanza,23,,Error desde Arduino: HX711 not found.,12.583087500000147,2026-05-28T09:49:05.420,2026-05-28T10:04:35.420,-930
balanza,24,0.08,,13.574390499999936,2026-05-28T09:49:06.413,2026-05-28T10:04:36.413,-930
balanza,25,,Error desde Arduino: HX711 not found.,13.597520700000132,2026-05-28T09:49:06.436,2026-05-28T10:04:36.436,-930
balanza,26,0.04,,14.588821700000153,2026-05-28T09:49:07.420,2026-05-28T10:04:37.420,-930
balanza,27,0.05,,14.599878400000307,2026-05-28T09:49:07.440,2026-05-28T10:04:37.440,-930
balanza,28,,Error desde Arduino: HX711 not found.,14.62305379999998,2026-05-28T09:49:07.463,2026-05-28T10:04:37.463,-930
balanza,29,0.11,,15.614282200000162,2026-05-28T09:49:08.453,2026-05-28T10:04:38.453,-930
balanza,30,,Error desde Arduino: HX711 not found.,15.637472200000047,2026-05-28T09:49:08.470,2026-05-28T10:04:38.470,-930
balanza,31,0.02,,16.62882880000052,2026-05-28T09:49:09.469,2026-05-28T10:04:39.469,-930
balanza,32,,Error desde Arduino: HX711 not found.,16.652146500000526,2026-05-28T09:49:09.486,2026-05-28T10:04:39.486,-930
balanza,33,0.09,,17.643289800000275,2026-05-28T09:49:10.479,2026-05-28T10:04:40.479,-930
balanza,34,,Error desde Arduino: HX711 not found.,17.66633400000046,2026-05-28T09:49:10.503,2026-05-28T10:04:40.503,-930
balanza,35,0.03,,18.6577769000005,2026-05-28T09:49:11.496,2026-05-28T10:04:41.496,-930
balanza,36,,Error desde Arduino: HX711 not found.,18.68106160000025,2026-05-28T09:49:11.520,2026-05-28T10:04:41.520,-930
balanza,37,0.05,,19.67231130000073,2026-05-28T09:49:12.503,2026-05-28T10:04:42.503,-930
balanza,38,,Error desde Arduino: HX711 not found.,19.695321400000466,2026-05-28T09:49:12.530,2026-05-28T10:04:42.530,-930
balanza,39,0.09,,20.686770199999955,2026-05-28T09:49:13.520,2026-05-28T10:04:43.520,-930
balanza,40,,Error desde Arduino: HX711 not found.,20.709875600000487,2026-05-28T09:49:13.550,2026-05-28T10:04:43.550,-930
balanza,41,0.12,,21.701112800000374,2026-05-28T09:49:14.541,2026-05-28T10:04:44.541,-930
balanza,42,,Error desde Arduino: HX711 not found.,21.7243866000008,2026-05-28T09:49:14.564,2026-05-28T10:04:44.564,-930
balanza,43,0.07,,22.715560300000107,2026-05-28T09:49:15.555,2026-05-28T10:04:45.555,-930
balanza,44,,Error desde Arduino: HX711 not found.,22.738877000000684,2026-05-28T09:49:15.570,2026-05-28T10:04:45.570,-930
balanza,45,0.05,,23.729927400000633,2026-05-28T09:49:16.570,2026-05-28T10:04:46.570,-930
balanza,46,,Error desde Arduino: HX711 not found.,23.753136500000437,2026-05-28T09:49:16.586,2026-05-28T10:04:46.586,-930
balanza,47,0.06,,24.744289300000673,2026-05-28T09:49:17.580,2026-05-28T10:04:47.580,-930
balanza,48,0.08,,24.75537450000047,2026-05-28T09:49:17.586,2026-05-28T10:04:47.586,-930
balanza,49,,Error desde Arduino: HX711 not found.,24.778494500000306,2026-05-28T09:49:17.613,2026-05-28T10:04:47.613,-930
balanza,50,0.07,,25.769831100000374,2026-05-28T09:49:18.606,2026-05-28T10:04:48.606,-930
