sensor,indice_balanza,masa_g,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s,indice_multimetro,voltaje_V
multimetro,,,,0.5219378000001598,2026-05-28T09:45:05.030,2026-05-28T10:00:35.030,-930,0.0,3.1242e-05
multimetro,,,,1.0472164000002522,2026-05-28T09:45:05.554,2026-05-28T10:00:35.554,-930,1.0,8.5255e-05
balanza,0.0,,Error desde Arduino: HX711 not found.,1.4131016999999702,2026-05-28T09:45:05.920,2026-05-28T10:00:35.920,-930,,
multimetro,,,,1.57160070000009,2026-05-28T09:45:06.081,2026-05-28T10:00:36.081,-930,2.0,8.931e-06
multimetro,,,,2.0959215000002587,2026-05-28T09:45:06.604,2026-05-28T10:00:36.604,-930,3.0,2.4321e-05
balanza,1.0,11.08,,2.40543979999984,2026-05-28T09:45:06.913,2026-05-28T10:00:36.913,-930,,
balanza,2.0,,Error desde Arduino: HX711 not found.,2.4286401999997906,2026-05-28T09:45:06.937,2026-05-28T10:00:36.937,-930,,
multimetro,,,,2.6204163000002154,2026-05-28T09:45:07.124,2026-05-28T10:00:37.124,-930,4.0,1.537e-05
multimetro,,,,3.1447165999998106,2026-05-28T09:45:07.654,2026-05-28T10:00:37.654,-930,5.0,2.652e-05
balanza,3.0,17.77,,3.4211255000000165,2026-05-28T09:45:07.930,2026-05-28T10:00:37.930,-930,,
balanza,4.0,,Error desde Arduino: HX711 not found.,3.444510799999989,2026-05-28T09:45:07.954,2026-05-28T10:00:37.954,-930,,
multimetro,,,,3.668985700000121,2026-05-28T09:45:08.180,2026-05-28T10:00:38.180,-930,6.0,2.0123e-05
multimetro,,,,4.1934267000006,2026-05-28T09:45:08.704,2026-05-28T10:00:38.704,-930,7.0,1.4323e-05
balanza,5.0,17.67,,4.436893000000055,2026-05-28T09:45:08.947,2026-05-28T10:00:38.947,-930,,
balanza,6.0,,Error desde Arduino: HX711 not found.,4.460192300000017,2026-05-28T09:45:08.970,2026-05-28T10:00:38.970,-930,,
multimetro,,,,4.717735199999879,2026-05-28T09:45:09.220,2026-05-28T10:00:39.220,-930,8.0,1.3014e-05
multimetro,,,,5.242143500000566,2026-05-28T09:45:09.754,2026-05-28T10:00:39.754,-930,9.0,1.5736e-05
balanza,7.0,14.35,,5.452663200000643,2026-05-28T09:45:09.964,2026-05-28T10:00:39.964,-930,,
balanza,8.0,,Error desde Arduino: HX711 not found.,5.475869900000362,2026-05-28T09:45:09.987,2026-05-28T10:00:39.987,-930,,
multimetro,,,,5.766636700000163,2026-05-28T09:45:10.270,2026-05-28T10:00:40.270,-930,10.0,2.385e-05
multimetro,,,,6.290719700000409,2026-05-28T09:45:10.801,2026-05-28T10:00:40.801,-930,11.0,2.3201e-05
balanza,9.0,13.97,,6.4683757000002515,2026-05-28T09:45:10.980,2026-05-28T10:00:40.980,-930,,
balanza,10.0,,Error desde Arduino: HX711 not found.,6.491435400000228,2026-05-28T09:45:11.004,2026-05-28T10:00:41.004,-930,,
multimetro,,,,6.815270099999907,2026-05-28T09:45:11.320,2026-05-28T10:00:41.320,-930,12.0,1.2972e-05
multimetro,,,,7.339498899999853,2026-05-28T09:45:11.847,2026-05-28T10:00:41.847,-930,13.0,1.0292e-05
balanza,11.0,10.39,,7.484109800000624,2026-05-28T09:45:11.987,2026-05-28T10:00:41.987,-930,,
balanza,12.0,,Error desde Arduino: HX711 not found.,7.507317200000216,2026-05-28T09:45:12.020,2026-05-28T10:00:42.020,-930,,
multimetro,,,,7.863799100000506,2026-05-28T09:45:12.376,2026-05-28T10:00:42.376,-930,14.0,2.094e-05
multimetro,,,,8.387893900000563,2026-05-28T09:45:12.897,2026-05-28T10:00:42.897,-930,15.0,2.7326e-05
balanza,13.0,,Error desde Arduino: HX711 not found.,8.51077239999995,2026-05-28T09:45:13.020,2026-05-28T10:00:43.020,-930,,
multimetro,,,,8.912057000000459,2026-05-28T09:45:13.420,2026-05-28T10:00:43.420,-930,16.0,1.7024e-05
multimetro,,,,9.43626200000017,2026-05-28T09:45:13.947,2026-05-28T10:00:43.947,-930,17.0,8.062e-06
balanza,14.0,6.18,,9.502157599999919,2026-05-28T09:45:14.014,2026-05-28T10:00:44.014,-930,,
balanza,15.0,,Error desde Arduino: HX711 not found.,9.525389700000233,2026-05-28T09:45:14.037,2026-05-28T10:00:44.037,-930,,
multimetro,,,,9.960715400000481,2026-05-28T09:45:14.473,2026-05-28T10:00:44.473,-930,18.0,-3.465e-06
multimetro,,,,10.484941400000025,2026-05-28T09:45:14.997,2026-05-28T10:00:44.997,-930,19.0,-1.8333e-05
balanza,16.0,4.54,,10.516633799999909,2026-05-28T09:45:15.021,2026-05-28T10:00:45.021,-930,,
balanza,17.0,,Error desde Arduino: HX711 not found.,10.53983049999988,2026-05-28T09:45:15.047,2026-05-28T10:00:45.047,-930,,
multimetro,,,,11.009328300000561,2026-05-28T09:45:15.520,2026-05-28T10:00:45.520,-930,20.0,1.1789e-05
balanza,18.0,1.63,,11.531199699999888,2026-05-28T09:45:16.037,2026-05-28T10:00:46.037,-930,,
multimetro,,,,11.533507400000417,2026-05-28T09:45:16.037,2026-05-28T10:00:46.037,-930,21.0,1.6385e-05
balanza,19.0,,Error desde Arduino: HX711 not found.,11.554315400000633,2026-05-28T09:45:16.064,2026-05-28T10:00:46.064,-930,,
multimetro,,,,12.057803700000477,2026-05-28T09:45:16.570,2026-05-28T10:00:46.570,-930,22.0,1.0449e-05
balanza,20.0,0.92,,12.545796299999893,2026-05-28T09:45:17.054,2026-05-28T10:00:47.054,-930,,
balanza,21.0,,Error desde Arduino: HX711 not found.,12.569017499999973,2026-05-28T09:45:17.081,2026-05-28T10:00:47.081,-930,,
multimetro,,,,12.58205640000051,2026-05-28T09:45:17.087,2026-05-28T10:00:47.087,-930,23.0,3.9345e-05
multimetro,,,,13.106144500000482,2026-05-28T09:45:17.614,2026-05-28T10:00:47.614,-930,24.0,2.7797e-05
balanza,22.0,-1.41,,13.561362000000372,2026-05-28T09:45:18.074,2026-05-28T10:00:48.074,-930,,
balanza,23.0,,Error desde Arduino: HX711 not found.,13.584414699999797,2026-05-28T09:45:18.097,2026-05-28T10:00:48.097,-930,,
multimetro,,,,13.63045190000048,2026-05-28T09:45:18.137,2026-05-28T10:00:48.137,-930,25.0,2.5106e-05
