sensor,indice_multimetro,voltaje_V,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s
multimetro,0,3.1242e-05,,0.5219378000001598,2026-05-28T09:45:05.030,2026-05-28T10:00:35.030,-930
multimetro,1,8.5255e-05,,1.0472164000002522,2026-05-28T09:45:05.554,2026-05-28T10:00:35.554,-930
multimetro,2,8.931e-06,,1.57160070000009,2026-05-28T09:45:06.081,2026-05-28T10:00:36.081,-930
multimetro,3,2.4321e-05,,2.0959215000002587,2026-05-28T09:45:06.604,2026-05-28T10:00:36.604,-930
multimetro,4,1.537e-05,,2.6204163000002154,2026-05-28T09:45:07.124,2026-05-28T10:00:37.124,-930
multimetro,5,2.652e-05,,3.1447165999998106,2026-05-28T09:45:07.654,2026-05-28T10:00:37.654,-930
multimetro,6,2.0123e-05,,3.668985700000121,2026-05-28T09:45:08.180,2026-05-28T10:00:38.180,-930
multimetro,7,1.4323e-05,,4.1934267000006,2026-05-28T09:45:08.704,2026-05-28T10:00:38.704,-930
multimetro,8,1.3014e-05,,4.717735199999879,2026-05-28T09:45:09.220,2026-05-28T10:00:39.220,-930
multimetro,9,1.5736e-05,,5.242143500000566,2026-05-28T09:45:09.754,2026-05-28T10:00:39.754,-930
multimetro,10,2.385e-05,,5.766636700000163,2026-05-28T09:45:10.270,2026-05-28T10:00:40.270,-930
multimetro,11,2.3201e-05,,6.290719700000409,2026-05-28T09:45:10.801,2026-05-28T10:00:40.801,-930
multimetro,12,1.2972e-05,,6.815270099999907,2026-05-28T09:45:11.320,2026-05-28T10:00:41.320,-930
multimetro,13,1.0292e-05,,7.339498899999853,2026-05-28T09:45:11.847,2026-05-28T10:00:41.847,-930
multimetro,14,2.094e-05,,7.863799100000506,2026-05-28T09:45:12.376,2026-05-28T10:00:42.376,-930
multimetro,15,2.7326e-05,,8.387893900000563,2026-05-28T09:45:12.897,2026-05-28T10:00:42.897,-930
multimetro,16,1.7024e-05,,8.912057000000459,2026-05-28T09:45:13.420,2026-05-28T10:00:43.420,-930
multimetro,17,8.062e-06,,9.43626200000017,2026-05-28T09:45:13.947,2026-05-28T10:00:43.947,-930
multimetro,18,-3.465e-06,,9.960715400000481,2026-05-28T09:45:14.473,2026-05-28T10:00:44.473,-930
multimetro,19,-1.8333e-05,,10.484941400000025,2026-05-28T09:45:14.997,2026-05-28T10:00:44.997,-930
multimetro,20,1.1789e-05,,11.009328300000561,2026-05-28T09:45:15.520,2026-05-28T10:00:45.520,-930
multimetro,21,1.6385e-05,,11.533507400000417,2026-05-28T09:45:16.037,2026-05-28T10:00:46.037,-930
multimetro,22,1.0449e-05,,12.057803700000477,2026-05-28T09:45:16.570,2026-05-28T10:00:46.570,-930
multimetro,23,3.9345e-05,,12.58205640000051,2026-05-28T09:45:17.087,2026-05-28T10:00:47.087,-930
multimetro,24,2.7797e-05,,13.106144500000482,2026-05-28T09:45:17.614,2026-05-28T10:00:47.614,-930
multimetro,25,2.5106e-05,,13.63045190000048,2026-05-28T09:45:18.137,2026-05-28T10:00:48.137,-930
multimetro,26,1.7799e-05,,14.154793900000186,2026-05-28T09:45:18.663,2026-05-28T10:00:48.663,-930
multimetro,27,2.9137e-05,,14.679000799999812,2026-05-28T09:45:19.189,2026-05-28T10:00:49.189,-930
multimetro,28,2.7159e-05,,15.20328950000021,2026-05-28T09:45:19.706,2026-05-28T10:00:49.706,-930
multimetro,29,-1.372e-06,,15.727527400000326,2026-05-28T09:45:20.238,2026-05-28T10:00:50.238,-930
multimetro,30,1.717e-06,,16.251756700000442,2026-05-28T09:45:20.764,2026-05-28T10:00:50.764,-930
multimetro,31,2.34e-05,,16.775947900000574,2026-05-28T09:45:21.287,2026-05-28T10:00:51.287,-930
multimetro,32,2.8331e-05,,17.30038450000029,2026-05-28T09:45:21.804,2026-05-28T10:00:51.804,-930
multimetro,33,3.1797e-05,,17.824625000000196,2026-05-28T09:45:22.337,2026-05-28T10:00:52.337,-930
multimetro,34,1.0459e-05,,18.348982800000158,2026-05-28T09:45:22.861,2026-05-28T10:00:52.861,-930
multimetro,35,1.9526e-05,,18.87346940000043,2026-05-28T09:45:23.385,2026-05-28T10:00:53.385,-930
multimetro,36,1.5391e-05,,19.397532900000442,2026-05-28T09:45:23.910,2026-05-28T10:00:53.910,-930
multimetro,37,1.6762e-05,,19.921763199999987,2026-05-28T09:45:24.434,2026-05-28T10:00:54.434,-930
multimetro,38,2.2845e-05,,20.44607570000062,2026-05-28T09:45:24.956,2026-05-28T10:00:54.956,-930
multimetro,39,1.9851e-05,,20.97037950000049,2026-05-28T09:45:25.474,2026-05-28T10:00:55.474,-930
multimetro,40,1.449e-05,,21.494454900000164,2026-05-28T09:45:26.007,2026-05-28T10:00:56.007,-930
multimetro,41,1.8762e-05,,22.018865400000323,2026-05-28T09:45:26.527,2026-05-28T10:00:56.527,-930
multimetro,42,2.406e-05,,22.54337190000024,2026-05-28T09:45:27.055,2026-05-28T10:00:57.055,-930
multimetro,43,1.7809e-05,,23.067549999999756,2026-05-28T09:45:27.580,2026-05-28T10:00:57.580,-930
multimetro,44,3.277e-05,,23.59178890000021,2026-05-28T09:45:28.096,2026-05-28T10:00:58.096,-930
multimetro,45,1.047e-05,,24.116010700000515,2026-05-28T09:45:28.628,2026-05-28T10:00:58.628,-930
multimetro,46,1.9275e-05,,24.640225099999952,2026-05-28T09:45:29.152,2026-05-28T10:00:59.152,-930
multimetro,47,1.4291e-05,,25.16455920000044,2026-05-28T09:45:29.673,2026-05-28T10:00:59.673,-930
multimetro,48,2.2447e-05,,25.688683400000627,2026-05-28T09:45:30.194,2026-05-28T10:01:00.194,-930
multimetro,49,2.2416e-05,,26.213058500000443,2026-05-28T09:45:30.721,2026-05-28T10:01:00.721,-930
multimetro,50,2.0615e-05,,26.737556699999914,2026-05-28T09:45:31.244,2026-05-28T10:01:01.244,-930
