tiempo_s,tiempo_multimetro_s,voltaje_V,indice_multimetro,fecha_hora_corregida_hp,fecha_hora_pc_sin_corregir_hp,error_hp,tiempo_balanza_s,masa_g,indice_balanza,fecha_hora_corregida_balanza,fecha_hora_pc_sin_corregir_balanza,error_balanza,delta_t_balanza_multimetro_s
0.41575399999965157,0.41575399999965157,0.001140576,0,2026-05-28T10:38:45.228,2026-05-28T10:54:15.228,,,,,,,,
0.6321996000006038,0.6321996000006038,0.001138262,1,2026-05-28T10:38:45.438,2026-05-28T10:54:15.438,,1.4341013000012026,,0.0,2026-05-28T10:38:46.245,2026-05-28T10:54:16.245,Error desde Arduino: HX711 not found.,0.8019017000005988
0.8474638999996387,0.8474638999996387,0.001136681,2,2026-05-28T10:38:45.655,2026-05-28T10:54:15.655,,1.4341013000012026,,0.0,2026-05-28T10:38:46.245,2026-05-28T10:54:16.245,Error desde Arduino: HX711 not found.,0.586637400001564
1.0625185999997484,1.0625185999997484,0.001133373,3,2026-05-28T10:38:45.872,2026-05-28T10:54:15.872,,1.4341013000012026,,0.0,2026-05-28T10:38:46.245,2026-05-28T10:54:16.245,Error desde Arduino: HX711 not found.,0.3715827000014542
1.277454500001113,1.277454500001113,0.00113399,4,2026-05-28T10:38:46.088,2026-05-28T10:54:16.088,,1.4341013000012026,,0.0,2026-05-28T10:38:46.245,2026-05-28T10:54:16.245,Error desde Arduino: HX711 not found.,0.15664680000008957
1.4924604999996518,1.4924604999996518,0.001137571,5,2026-05-28T10:38:46.295,2026-05-28T10:54:16.295,,1.4341013000012026,,0.0,2026-05-28T10:38:46.245,2026-05-28T10:54:16.245,Error desde Arduino: HX711 not found.,-0.058359199998449185
1.7077758000014,1.7077758000014,0.00113465,6,2026-05-28T10:38:46.512,2026-05-28T10:54:16.512,,1.4341013000012026,,0.0,2026-05-28T10:38:46.245,2026-05-28T10:54:16.245,Error desde Arduino: HX711 not found.,-0.27367450000019744
1.9226885000007314,1.9226885000007314,0.001036035,7,2026-05-28T10:38:46.729,2026-05-28T10:54:16.729,,1.4341013000012026,,0.0,2026-05-28T10:38:46.245,2026-05-28T10:54:16.245,Error desde Arduino: HX711 not found.,-0.4885871999995288
2.1376889000002848,2.1376889000002848,0.000892181,8,2026-05-28T10:38:46.945,2026-05-28T10:54:16.945,,2.426412500000879,15.63,1.0,2026-05-28T10:38:47.239,2026-05-28T10:54:17.239,,0.28872360000059416
2.35264830000051,2.35264830000051,0.000795566,9,2026-05-28T10:38:47.162,2026-05-28T10:54:17.162,,2.426412500000879,15.63,1.0,2026-05-28T10:38:47.239,2026-05-28T10:54:17.239,,0.07376420000036887
2.5678255000002537,2.5678255000002537,0.000551243,10,2026-05-28T10:38:47.379,2026-05-28T10:54:17.379,,2.4496154000007664,,2.0,2026-05-28T10:38:47.262,2026-05-28T10:54:17.262,Error desde Arduino: HX711 not found.,-0.11821009999948728
2.782812700001159,2.782812700001159,0.000584003,11,2026-05-28T10:38:47.595,2026-05-28T10:54:17.595,,2.4496154000007664,,2.0,2026-05-28T10:38:47.262,2026-05-28T10:54:17.262,Error desde Arduino: HX711 not found.,-0.3331973000003927
2.9980119000010745,2.9980119000010745,0.000520263,12,2026-05-28T10:38:47.805,2026-05-28T10:54:17.805,,3.4421149999998306,16.91,3.0,2026-05-28T10:38:48.247,2026-05-28T10:54:18.247,,0.4441030999987561
3.212953500000367,3.212953500000367,0.000409546,13,2026-05-28T10:38:48.022,2026-05-28T10:54:18.022,,3.4421149999998306,16.91,3.0,2026-05-28T10:38:48.247,2026-05-28T10:54:18.247,,0.22916149999946356
3.42784759999995,3.42784759999995,0.000192193,14,2026-05-28T10:38:48.238,2026-05-28T10:54:18.238,,3.4421149999998306,16.91,3.0,2026-05-28T10:38:48.247,2026-05-28T10:54:18.247,,0.014267399999880581
3.642922799999724,3.642922799999724,1.248e-05,15,2026-05-28T10:38:48.455,2026-05-28T10:54:18.455,,3.4651929999999993,,4.0,2026-05-28T10:38:48.272,2026-05-28T10:54:18.272,Error desde Arduino: HX711 not found.,-0.1777297999997245
3.8577904000012495,3.8577904000012495,-2.6939e-05,16,2026-05-28T10:38:48.662,2026-05-28T10:54:18.662,,3.4651929999999993,,4.0,2026-05-28T10:38:48.272,2026-05-28T10:54:18.272,Error desde Arduino: HX711 not found.,-0.3925974000012502
4.072898899999927,4.072898899999927,-6.9613e-05,17,2026-05-28T10:38:48.879,2026-05-28T10:54:18.879,,4.457685900000797,22.51,5.0,2026-05-28T10:38:49.262,2026-05-28T10:54:19.262,,0.38478700000086974
