sensor,indice_balanza,masa_g,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s,indice_multimetro,voltaje_V
multimetro,,,,0.5215124999995169,2026-05-28T10:14:02.043,2026-05-28T10:29:32.043,-930,0.0,0.000806611
multimetro,,,,1.046466099999634,2026-05-28T10:14:02.576,2026-05-28T10:29:32.576,-930,1.0,0.000799733
balanza,0.0,,Error desde Arduino: HX711 not found.,1.4026696000000811,2026-05-28T10:14:02.932,2026-05-28T10:29:32.932,-930,,
multimetro,,,,1.5703823999992892,2026-05-28T10:14:03.100,2026-05-28T10:29:33.100,-930,2.0,0.000792195
multimetro,,,,2.094578299999739,2026-05-28T10:14:03.623,2026-05-28T10:29:33.623,-930,3.0,0.000785232
balanza,1.0,-0.04,,2.3951380999997127,2026-05-28T10:14:03.919,2026-05-28T10:29:33.919,-930,,
balanza,2.0,,Error desde Arduino: HX711 not found.,2.4183423999993465,2026-05-28T10:14:03.939,2026-05-28T10:29:33.939,-930,,
multimetro,,,,2.6186569999999847,2026-05-28T10:14:04.143,2026-05-28T10:29:34.143,-930,4.0,0.000778322
multimetro,,,,3.143094000000019,2026-05-28T10:14:04.673,2026-05-28T10:29:34.673,-930,5.0,0.000772522
balanza,3.0,0.03,,3.4097666999996363,2026-05-28T10:14:04.932,2026-05-28T10:29:34.932,-930,,
balanza,4.0,,Error desde Arduino: HX711 not found.,3.4330332999998063,2026-05-28T10:14:04.959,2026-05-28T10:29:34.959,-930,,
multimetro,,,,3.6672834000000876,2026-05-28T10:14:05.193,2026-05-28T10:29:35.193,-930,6.0,0.000766941
multimetro,,,,4.1915775999996185,2026-05-28T10:14:05.711,2026-05-28T10:29:35.711,-930,7.0,0.000761361
balanza,5.0,-0.03,,4.425468699999328,2026-05-28T10:14:05.952,2026-05-28T10:29:35.952,-930,,
balanza,6.0,,Error desde Arduino: HX711 not found.,4.448656999999912,2026-05-28T10:14:05.978,2026-05-28T10:29:35.978,-930,,
multimetro,,,,4.715697399999954,2026-05-28T10:14:06.235,2026-05-28T10:29:36.235,-930,8.0,0.000755749
multimetro,,,,5.2398176999995485,2026-05-28T10:14:06.769,2026-05-28T10:29:36.769,-930,9.0,0.000750357
balanza,7.0,-0.02,,5.4411937999993825,2026-05-28T10:14:06.970,2026-05-28T10:29:36.970,-930,,
