sensor,indice_multimetro,voltaje_V,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s
multimetro,0,0.001618102,,0.415347400000428,2026-05-28T10:29:18.150,2026-05-28T10:44:48.150,-930
multimetro,1,0.001617243,,0.6312174000004234,2026-05-28T10:29:18.367,2026-05-28T10:44:48.367,-930
multimetro,2,0.00161739,,0.8464533000005758,2026-05-28T10:29:18.584,2026-05-28T10:44:48.584,-930
multimetro,3,0.00161739,,1.0612882000004902,2026-05-28T10:29:18.800,2026-05-28T10:44:48.800,-930
multimetro,4,0.001617138,,1.2763396999998804,2026-05-28T10:29:19.014,2026-05-28T10:44:49.014,-930
multimetro,5,0.001616573,,1.4913687000007485,2026-05-28T10:29:19.230,2026-05-28T10:44:49.230,-930
multimetro,6,0.001616102,,1.7152117000005092,2026-05-28T10:29:19.447,2026-05-28T10:44:49.447,-930
multimetro,7,0.001615893,,1.9647234000003664,2026-05-28T10:29:19.697,2026-05-28T10:44:49.697,-930
multimetro,8,0.001615212,,2.215265400000135,2026-05-28T10:29:19.949,2026-05-28T10:44:49.949,-930
multimetro,9,0.001605077,,2.4650025000000824,2026-05-28T10:29:20.197,2026-05-28T10:44:50.197,-930
multimetro,10,0.001602638,,2.7147095000000263,2026-05-28T10:29:20.451,2026-05-28T10:44:50.451,-930
multimetro,11,0.001599822,,2.9647571000004973,2026-05-28T10:29:20.697,2026-05-28T10:44:50.697,-930
multimetro,12,0.001591247,,3.2147584000003917,2026-05-28T10:29:20.947,2026-05-28T10:44:50.947,-930
multimetro,13,0.001526638,,3.464773600000626,2026-05-28T10:29:21.197,2026-05-28T10:44:51.197,-930
multimetro,14,0.001399451,,3.7146809000005305,2026-05-28T10:29:21.447,2026-05-28T10:44:51.447,-930
multimetro,15,0.001211697,,3.965072400000281,2026-05-28T10:29:21.697,2026-05-28T10:44:51.697,-930
multimetro,16,0.001076239,,4.215095399999882,2026-05-28T10:29:21.947,2026-05-28T10:44:51.947,-930
multimetro,17,0.000936374,,4.464750900000581,2026-05-28T10:29:22.197,2026-05-28T10:44:52.197,-930
multimetro,18,0.000830755,,4.715017400000761,2026-05-28T10:29:22.447,2026-05-28T10:44:52.447,-930
multimetro,19,0.000773202,,4.964675300000636,2026-05-28T10:29:22.697,2026-05-28T10:44:52.697,-930
multimetro,20,0.000612586,,5.21478340000067,2026-05-28T10:29:22.947,2026-05-28T10:44:52.947,-930
multimetro,21,0.000466396,,5.465101900000263,2026-05-28T10:29:23.203,2026-05-28T10:44:53.203,-930
multimetro,22,0.000326049,,5.714553100000558,2026-05-28T10:29:23.447,2026-05-28T10:44:53.447,-930
multimetro,23,7.1823e-05,,5.965272400000686,2026-05-28T10:29:23.700,2026-05-28T10:44:53.700,-930
multimetro,24,8.2889e-05,,6.215037200000552,2026-05-28T10:29:23.949,2026-05-28T10:44:53.949,-930
multimetro,25,6.6828e-05,,6.465038600000298,2026-05-28T10:29:24.197,2026-05-28T10:44:54.197,-930
multimetro,26,0.000131176,,6.743377400000099,2026-05-28T10:29:24.480,2026-05-28T10:44:54.480,-930
multimetro,27,0.000100929,,6.965622900000199,2026-05-28T10:29:24.697,2026-05-28T10:44:54.697,-930
multimetro,28,1.7673e-05,,7.214693100000659,2026-05-28T10:29:24.947,2026-05-28T10:44:54.947,-930
