sensor,indice_multimetro,voltaje_V,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s
multimetro,0,1.9003e-05,,0.5215261000003011,2026-05-28T10:04:28.717,2026-05-28T10:19:58.717,-930
multimetro,1,2.0521e-05,,1.047577100000126,2026-05-28T10:04:29.244,2026-05-28T10:19:59.244,-930
multimetro,2,1.9516e-05,,1.5727142999994612,2026-05-28T10:04:29.770,2026-05-28T10:19:59.770,-930
multimetro,3,1.9746e-05,,2.0978306999995766,2026-05-28T10:04:30.289,2026-05-28T10:20:00.289,-930
multimetro,4,2.0573e-05,,2.6225852999996278,2026-05-28T10:04:30.816,2026-05-28T10:20:00.816,-930
multimetro,5,2.0217e-05,,3.147350899999765,2026-05-28T10:04:31.338,2026-05-28T10:20:01.338,-930
multimetro,6,1.9243e-05,,3.6720810999995592,2026-05-28T10:04:31.862,2026-05-28T10:20:01.862,-930
multimetro,7,1.9736e-05,,4.196901600000274,2026-05-28T10:04:32.387,2026-05-28T10:20:02.387,-930
multimetro,8,2.1316e-05,,4.721755200000189,2026-05-28T10:04:32.919,2026-05-28T10:20:02.919,-930
multimetro,9,1.939e-05,,5.2465290999998615,2026-05-28T10:04:33.437,2026-05-28T10:20:03.437,-930
