sensor,indice_multimetro,voltaje_V,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s
multimetro,0,-0.005654148,,0.5216223000006721,2026-05-28T09:31:14.239,2026-05-28T09:46:44.239,-930
multimetro,1,-0.005598302,,1.0470040000000154,2026-05-28T09:31:14.772,2026-05-28T09:46:44.772,-930
multimetro,2,-0.005542885,,1.571529499999997,2026-05-28T09:31:15.298,2026-05-28T09:46:45.298,-930
multimetro,3,-0.005488464,,2.095947000000706,2026-05-28T09:31:15.822,2026-05-28T09:46:45.822,-930
multimetro,4,-0.005433937,,2.6205492000008235,2026-05-28T09:31:16.341,2026-05-28T09:46:46.341,-930
multimetro,5,-0.005382394,,3.145317200000136,2026-05-28T09:31:16.873,2026-05-28T09:46:46.873,-930
multimetro,6,-0.005338924,,3.670114900000044,2026-05-28T09:31:17.397,2026-05-28T09:46:47.397,-930
multimetro,7,-0.005299327,,4.194809000000532,2026-05-28T09:31:17.921,2026-05-28T09:46:47.921,-930
multimetro,8,-0.005256956,,4.719838500000151,2026-05-28T09:31:18.439,2026-05-28T09:46:48.439,-930
multimetro,9,-0.005215381,,5.24482960000023,2026-05-28T09:31:18.972,2026-05-28T09:46:48.972,-930
multimetro,10,-0.005164164,,5.769772700000431,2026-05-28T09:31:19.496,2026-05-28T09:46:49.496,-930
multimetro,11,-0.005108538,,6.294933900000615,2026-05-28T09:31:20.012,2026-05-28T09:46:50.012,-930
multimetro,12,-0.005052441,,6.819934700000886,2026-05-28T09:31:20.542,2026-05-28T09:46:50.542,-930
multimetro,13,-0.004994983,,7.344838100000743,2026-05-28T09:31:21.069,2026-05-28T09:46:51.069,-930
multimetro,14,-0.004935043,,7.86972010000045,2026-05-28T09:31:21.596,2026-05-28T09:46:51.596,-930
multimetro,15,-0.004868927,,8.394609100000707,2026-05-28T09:31:22.112,2026-05-28T09:46:52.112,-930
multimetro,16,-0.004815374,,8.919664600000033,2026-05-28T09:31:22.639,2026-05-28T09:46:52.639,-930
multimetro,17,-0.00474975,,9.444548600000417,2026-05-28T09:31:23.163,2026-05-28T09:46:53.163,-930
