sensor,indice_balanza,masa_g,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s,indice_multimetro,voltaje_V
multimetro,,,,0.5216223000006721,2026-05-28T09:31:14.239,2026-05-28T09:46:44.239,-930,0.0,-0.005654148
multimetro,,,,1.0470040000000154,2026-05-28T09:31:14.772,2026-05-28T09:46:44.772,-930,1.0,-0.005598302
balanza,0.0,,Error desde Arduino: HX711 not found.,1.4208468000006178,2026-05-28T09:31:15.139,2026-05-28T09:46:45.139,-930,,
multimetro,,,,1.571529499999997,2026-05-28T09:31:15.298,2026-05-28T09:46:45.298,-930,2.0,-0.005542885
multimetro,,,,2.095947000000706,2026-05-28T09:31:15.822,2026-05-28T09:46:45.822,-930,3.0,-0.005488464
balanza,1.0,-928.24,,2.415117800000189,2026-05-28T09:31:16.142,2026-05-28T09:46:46.142,-930,,
balanza,2.0,,Error desde Arduino: HX711 not found.,2.438140100000055,2026-05-28T09:31:16.158,2026-05-28T09:46:46.158,-930,,
multimetro,,,,2.6205492000008235,2026-05-28T09:31:16.341,2026-05-28T09:46:46.341,-930,4.0,-0.005433937
multimetro,,,,3.145317200000136,2026-05-28T09:31:16.873,2026-05-28T09:46:46.873,-930,5.0,-0.005382394
balanza,3.0,-928.55,,3.4327628000000914,2026-05-28T09:31:17.156,2026-05-28T09:46:47.156,-930,,
balanza,4.0,,Error desde Arduino: HX711 not found.,3.4560347000006004,2026-05-28T09:31:17.174,2026-05-28T09:46:47.174,-930,,
multimetro,,,,3.670114900000044,2026-05-28T09:31:17.397,2026-05-28T09:46:47.397,-930,6.0,-0.005338924
multimetro,,,,4.194809000000532,2026-05-28T09:31:17.921,2026-05-28T09:46:47.921,-930,7.0,-0.005299327
balanza,5.0,-928.63,,4.45033710000007,2026-05-28T09:31:18.173,2026-05-28T09:46:48.173,-930,,
balanza,6.0,,Error desde Arduino: HX711 not found.,4.47362880000037,2026-05-28T09:31:18.200,2026-05-28T09:46:48.200,-930,,
multimetro,,,,4.719838500000151,2026-05-28T09:31:18.439,2026-05-28T09:46:48.439,-930,8.0,-0.005256956
multimetro,,,,5.24482960000023,2026-05-28T09:31:18.972,2026-05-28T09:46:48.972,-930,9.0,-0.005215381
