sensor,indice_multimetro,voltaje_V,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s
multimetro,0,0.000723209,,0.415336699999898,2026-05-28T13:54:49.573,2026-05-28T14:10:19.573,-930
multimetro,1,0.000702374,,0.6314807999988261,2026-05-28T13:54:49.791,2026-05-28T14:10:19.791,-930
multimetro,2,0.000716728,,0.8462515999999596,2026-05-28T13:54:50.006,2026-05-28T14:10:20.006,-930
multimetro,3,0.000723146,,1.0614481000011438,2026-05-28T13:54:50.216,2026-05-28T14:10:20.216,-930
multimetro,4,0.000697799,,1.276699499998358,2026-05-28T13:54:50.435,2026-05-28T14:10:20.435,-930
multimetro,5,0.000672117,,1.4917024999995192,2026-05-28T13:54:50.643,2026-05-28T14:10:20.643,-930
multimetro,6,0.000646204,,1.7067825000012817,2026-05-28T13:54:50.863,2026-05-28T14:10:20.863,-930
multimetro,7,0.000663134,,1.9216710000000603,2026-05-28T13:54:51.073,2026-05-28T14:10:21.073,-930
multimetro,8,0.000460596,,2.1367815000012342,2026-05-28T13:54:51.289,2026-05-28T14:10:21.289,-930
multimetro,9,0.000359008,,2.351868199999444,2026-05-28T13:54:51.504,2026-05-28T14:10:21.504,-930
multimetro,10,0.000337189,,2.566946300001291,2026-05-28T13:54:51.721,2026-05-28T14:10:21.721,-930
multimetro,11,0.000256268,,2.8142029000009643,2026-05-28T13:54:51.974,2026-05-28T14:10:21.974,-930
multimetro,12,0.000222325,,3.0289685999996436,2026-05-28T13:54:52.183,2026-05-28T14:10:22.183,-930
multimetro,13,0.000149958,,3.243942099998094,2026-05-28T13:54:52.399,2026-05-28T14:10:22.399,-930
multimetro,14,9.3704e-05,,3.4590748000009626,2026-05-28T13:54:52.619,2026-05-28T14:10:22.619,-930
multimetro,15,8.8731e-05,,3.6741555000007793,2026-05-28T13:54:52.826,2026-05-28T14:10:22.826,-930
multimetro,16,1.7181e-05,,3.8892515000006824,2026-05-28T13:54:53.047,2026-05-28T14:10:23.047,-930
multimetro,17,-7.6136e-05,,4.104525899998407,2026-05-28T13:54:53.261,2026-05-28T14:10:23.261,-930
multimetro,18,-0.000200025,,4.319412799999554,2026-05-28T13:54:53.472,2026-05-28T14:10:23.472,-930
multimetro,19,-0.000420508,,4.534528899999714,2026-05-28T13:54:53.688,2026-05-28T14:10:23.688,-930
multimetro,20,-0.000568519,,4.749544999998761,2026-05-28T13:54:53.903,2026-05-28T14:10:23.903,-930
multimetro,21,-0.000756472,,4.964469700000336,2026-05-28T13:54:54.119,2026-05-28T14:10:24.119,-930
multimetro,22,-0.001365521,,5.179538000000321,2026-05-28T13:54:54.339,2026-05-28T14:10:24.339,-930
multimetro,23,-0.002310555,,5.394620899998699,2026-05-28T13:54:54.554,2026-05-28T14:10:24.554,-930
multimetro,24,-0.003050631,,5.609713900001225,2026-05-28T13:54:54.766,2026-05-28T14:10:24.766,-930
multimetro,25,-0.003904461,,5.824733800000104,2026-05-28T13:54:54.983,2026-05-28T14:10:24.983,-930
multimetro,26,-0.004625652,,6.039817699998821,2026-05-28T13:54:55.199,2026-05-28T14:10:25.199,-930
multimetro,27,-0.004877617,,6.255062500000349,2026-05-28T13:54:55.415,2026-05-28T14:10:25.415,-930
multimetro,28,-0.00489328,,6.470294800001284,2026-05-28T13:54:55.625,2026-05-28T14:10:25.625,-930
multimetro,29,-0.00492516,,6.6854027999979735,2026-05-28T13:54:55.845,2026-05-28T14:10:25.845,-930
multimetro,30,-0.004829644,,6.900496499998553,2026-05-28T13:54:56.058,2026-05-28T14:10:26.058,-930
multimetro,31,-0.004860823,,7.115468399999372,2026-05-28T13:54:56.275,2026-05-28T14:10:26.275,-930
multimetro,32,-0.004949481,,7.330616499999451,2026-05-28T13:54:56.489,2026-05-28T14:10:26.489,-930
multimetro,33,-0.004898483,,7.545674799999688,2026-05-28T13:54:56.700,2026-05-28T14:10:26.700,-930
multimetro,34,-0.004876423,,7.760815900001035,2026-05-28T13:54:56.915,2026-05-28T14:10:26.915,-930
multimetro,35,-0.004889448,,7.975899400000344,2026-05-28T13:54:57.136,2026-05-28T14:10:27.136,-930
multimetro,36,-0.004912701,,8.190919000000576,2026-05-28T13:54:57.349,2026-05-28T14:10:27.349,-930
multimetro,37,-0.004939912,,8.406120299998292,2026-05-28T13:54:57.566,2026-05-28T14:10:27.566,-930
multimetro,38,-0.004861158,,8.621242099998199,2026-05-28T13:54:57.781,2026-05-28T14:10:27.781,-930
multimetro,39,-0.004882213,,8.836378799998784,2026-05-28T13:54:57.991,2026-05-28T14:10:27.991,-930
multimetro,40,-0.00491824,,9.051520900000469,2026-05-28T13:54:58.210,2026-05-28T14:10:28.210,-930
multimetro,41,-0.004962579,,9.266670500001055,2026-05-28T13:54:58.426,2026-05-28T14:10:28.426,-930
multimetro,42,-0.004877669,,9.481923399998777,2026-05-28T13:54:58.641,2026-05-28T14:10:28.641,-930
multimetro,43,-0.004843307,,9.697125800001231,2026-05-28T13:54:58.852,2026-05-28T14:10:28.852,-930
multimetro,44,-0.004871848,,9.912279000000126,2026-05-28T13:54:59.072,2026-05-28T14:10:29.072,-930
multimetro,45,-0.004874821,,10.127540800000133,2026-05-28T13:54:59.282,2026-05-28T14:10:29.282,-930
multimetro,46,-0.004876455,,10.34240520000094,2026-05-28T13:54:59.498,2026-05-28T14:10:29.498,-930
multimetro,47,-0.004831979,,10.557490499999403,2026-05-28T13:54:59.718,2026-05-28T14:10:29.718,-930
multimetro,48,-0.004919611,,10.772561699999642,2026-05-28T13:54:59.932,2026-05-28T14:10:29.932,-930
multimetro,49,-0.004957187,,10.987733599999046,2026-05-28T13:55:00.147,2026-05-28T14:10:30.147,-930
multimetro,50,-0.004913005,,11.203043500001513,2026-05-28T13:55:00.361,2026-05-28T14:10:30.361,-930
multimetro,51,-0.004911926,,11.418069600000308,2026-05-28T13:55:00.578,2026-05-28T14:10:30.578,-930
multimetro,52,-0.004939514,,11.633286500000395,2026-05-28T13:55:00.785,2026-05-28T14:10:30.785,-930
multimetro,53,-0.004956161,,11.848538099999132,2026-05-28T13:55:01.002,2026-05-28T14:10:31.002,-930
multimetro,54,-0.004922417,,12.063622499998019,2026-05-28T13:55:01.215,2026-05-28T14:10:31.215,-930
multimetro,55,-0.004885783,,12.278562600000441,2026-05-28T13:55:01.432,2026-05-28T14:10:31.432,-930
multimetro,56,-0.004855662,,12.493708599999081,2026-05-28T13:55:01.648,2026-05-28T14:10:31.648,-930
multimetro,57,-0.004871084,,12.70883909999975,2026-05-28T13:55:01.865,2026-05-28T14:10:31.865,-930
multimetro,58,-0.004888547,,12.924032999999326,2026-05-28T13:55:02.082,2026-05-28T14:10:32.082,-930
multimetro,59,-0.004832011,,13.138870300001145,2026-05-28T13:55:02.298,2026-05-28T14:10:32.298,-930
multimetro,60,-0.004863587,,13.354060199999367,2026-05-28T13:55:02.511,2026-05-28T14:10:32.511,-930
multimetro,61,-0.004871408,,13.569178300000203,2026-05-28T13:55:02.729,2026-05-28T14:10:32.729,-930
multimetro,62,-0.00487279,,13.78423439999824,2026-05-28T13:55:02.942,2026-05-28T14:10:32.942,-930
multimetro,63,-0.004817897,,13.999686700000893,2026-05-28T13:55:03.158,2026-05-28T14:10:33.158,-930
multimetro,64,-0.004911549,,14.214688600000954,2026-05-28T13:55:03.375,2026-05-28T14:10:33.375,-930
multimetro,65,-0.004918219,,14.429929699999775,2026-05-28T13:55:03.582,2026-05-28T14:10:33.582,-930
multimetro,66,-0.004937221,,14.64518550000139,2026-05-28T13:55:03.798,2026-05-28T14:10:33.798,-930
multimetro,67,-0.004939116,,14.860278199997992,2026-05-28T13:55:04.015,2026-05-28T14:10:34.015,-930
multimetro,68,-0.004947042,,15.075235199998133,2026-05-28T13:55:04.232,2026-05-28T14:10:34.232,-930
multimetro,69,-0.004894117,,15.290356900000916,2026-05-28T13:55:04.448,2026-05-28T14:10:34.448,-930
multimetro,70,-0.004884673,,15.505389599999035,2026-05-28T13:55:04.665,2026-05-28T14:10:34.665,-930
