sensor,indice_balanza,masa_g,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s
balanza,0,,Error desde Arduino: HX711 not found.,1.04651530000001,2026-05-28T09:10:54.746,2026-05-28T09:26:24.746,-930
balanza,1,0.01,,2.0379760999999235,2026-05-28T09:10:55.742,2026-05-28T09:26:25.742,-930
balanza,2,,Error desde Arduino: HX711 not found.,2.0610547999999653,2026-05-28T09:10:55.759,2026-05-28T09:26:25.759,-930
balanza,3,-0.07,,3.05361240000002,2026-05-28T09:10:56.759,2026-05-28T09:26:26.759,-930
balanza,4,,Error desde Arduino: HX711 not found.,3.0768292000002475,2026-05-28T09:10:56.779,2026-05-28T09:26:26.779,-930
balanza,5,1.1,,4.068312100000185,2026-05-28T09:10:57.769,2026-05-28T09:26:27.769,-930
balanza,6,,Error desde Arduino: HX711 not found.,4.091517599999861,2026-05-28T09:10:57.792,2026-05-28T09:26:27.792,-930
balanza,7,2.47,,5.082865899999888,2026-05-28T09:10:58.786,2026-05-28T09:26:28.786,-930
balanza,8,,Error desde Arduino: HX711 not found.,5.105926600000203,2026-05-28T09:10:58.811,2026-05-28T09:26:28.811,-930
balanza,9,13.56,,6.098568400000204,2026-05-28T09:10:59.802,2026-05-28T09:26:29.802,-930
balanza,10,,Error desde Arduino: HX711 not found.,6.121687700000166,2026-05-28T09:10:59.826,2026-05-28T09:26:29.826,-930
balanza,11,16.25,,7.1142720000002555,2026-05-28T09:11:00.819,2026-05-28T09:26:30.819,-930
balanza,12,,Error desde Arduino: HX711 not found.,7.137486399999943,2026-05-28T09:11:00.842,2026-05-28T09:26:30.842,-930
balanza,13,14.42,,8.130060800000138,2026-05-28T09:11:01.835,2026-05-28T09:26:31.835,-930
balanza,14,,Error desde Arduino: HX711 not found.,8.153393399999914,2026-05-28T09:11:01.859,2026-05-28T09:26:31.859,-930
balanza,15,15.45,,9.145764899999904,2026-05-28T09:11:02.846,2026-05-28T09:26:32.846,-930
balanza,16,,Error desde Arduino: HX711 not found.,9.168919000000187,2026-05-28T09:11:02.869,2026-05-28T09:26:32.869,-930
balanza,17,14.97,,10.161553200000071,2026-05-28T09:11:03.859,2026-05-28T09:26:33.859,-930
balanza,18,,Error desde Arduino: HX711 not found.,10.184848599999896,2026-05-28T09:11:03.885,2026-05-28T09:26:33.885,-930
balanza,19,14.45,,11.177355299999817,2026-05-28T09:11:04.876,2026-05-28T09:26:34.876,-930
balanza,20,,Error desde Arduino: HX711 not found.,11.200481599999875,2026-05-28T09:11:04.905,2026-05-28T09:26:34.905,-930
balanza,21,13.61,,12.193098900000223,2026-05-28T09:11:05.892,2026-05-28T09:26:35.892,-930
balanza,22,,Error desde Arduino: HX711 not found.,12.216264799999863,2026-05-28T09:11:05.921,2026-05-28T09:26:35.921,-930
balanza,23,11.0,,13.208898200000021,2026-05-28T09:11:06.913,2026-05-28T09:26:36.913,-930
balanza,24,,Error desde Arduino: HX711 not found.,13.232205799999974,2026-05-28T09:11:06.931,2026-05-28T09:26:36.931,-930
balanza,25,9.62,,14.22348860000011,2026-05-28T09:11:07.928,2026-05-28T09:26:37.928,-930
balanza,26,,Error desde Arduino: HX711 not found.,14.246476499999972,2026-05-28T09:11:07.951,2026-05-28T09:26:37.951,-930
balanza,27,9.34,,15.238109500000064,2026-05-28T09:11:08.943,2026-05-28T09:26:38.943,-930
balanza,28,,Error desde Arduino: HX711 not found.,15.261300499999834,2026-05-28T09:11:08.966,2026-05-28T09:26:38.966,-930
balanza,29,8.5,,16.25276819999999,2026-05-28T09:11:09.958,2026-05-28T09:26:39.958,-930
balanza,30,,Error desde Arduino: HX711 not found.,16.275825499999883,2026-05-28T09:11:09.981,2026-05-28T09:26:39.981,-930
balanza,31,8.09,,17.26743690000012,2026-05-28T09:11:10.969,2026-05-28T09:26:40.969,-930
balanza,32,,Error desde Arduino: HX711 not found.,17.29055419999986,2026-05-28T09:11:10.989,2026-05-28T09:26:40.989,-930
balanza,33,7.51,,18.281958099999883,2026-05-28T09:11:11.985,2026-05-28T09:26:41.985,-930
balanza,34,,Error desde Arduino: HX711 not found.,18.30515490000016,2026-05-28T09:11:12.010,2026-05-28T09:26:42.010,-930
balanza,35,7.04,,19.29651150000018,2026-05-28T09:11:12.999,2026-05-28T09:26:42.999,-930
balanza,36,,Error desde Arduino: HX711 not found.,19.31969140000001,2026-05-28T09:11:13.023,2026-05-28T09:26:43.023,-930
balanza,37,6.3,,20.31116320000001,2026-05-28T09:11:14.013,2026-05-28T09:26:44.013,-930
balanza,38,6.44,,20.322251699999924,2026-05-28T09:11:14.023,2026-05-28T09:26:44.023,-930
balanza,39,,Error desde Arduino: HX711 not found.,20.345470400000067,2026-05-28T09:11:14.043,2026-05-28T09:26:44.043,-930
balanza,40,5.3,,21.33687800000007,2026-05-28T09:11:15.035,2026-05-28T09:26:45.035,-930
balanza,41,,Error desde Arduino: HX711 not found.,21.360306800000217,2026-05-28T09:11:15.065,2026-05-28T09:26:45.065,-930
balanza,42,4.2,,22.35153130000026,2026-05-28T09:11:16.048,2026-05-28T09:26:46.048,-930
balanza,43,,Error desde Arduino: HX711 not found.,22.37482060000002,2026-05-28T09:11:16.078,2026-05-28T09:26:46.078,-930
balanza,44,3.66,,23.36618550000003,2026-05-28T09:11:17.062,2026-05-28T09:26:47.062,-930
balanza,45,,Error desde Arduino: HX711 not found.,23.389407699999992,2026-05-28T09:11:17.092,2026-05-28T09:26:47.092,-930
balanza,46,3.3,,24.380812400000195,2026-05-28T09:11:18.082,2026-05-28T09:26:48.082,-930
balanza,47,,Error desde Arduino: HX711 not found.,24.40405069999997,2026-05-28T09:11:18.109,2026-05-28T09:26:48.109,-930
balanza,48,1.97,,25.395410800000263,2026-05-28T09:11:19.092,2026-05-28T09:26:49.092,-930
balanza,49,,Error desde Arduino: HX711 not found.,25.418521099999907,2026-05-28T09:11:19.122,2026-05-28T09:26:49.122,-930
balanza,50,1.88,,26.410005799999908,2026-05-28T09:11:20.115,2026-05-28T09:26:50.115,-930
balanza,51,,Error desde Arduino: HX711 not found.,26.433224899999914,2026-05-28T09:11:20.135,2026-05-28T09:26:50.135,-930
balanza,52,2.17,,27.424480399999993,2026-05-28T09:11:21.129,2026-05-28T09:26:51.129,-930
balanza,53,,Error desde Arduino: HX711 not found.,27.447685000000092,2026-05-28T09:11:21.145,2026-05-28T09:26:51.145,-930
balanza,54,0.77,,28.43911939999998,2026-05-28T09:11:22.142,2026-05-28T09:26:52.142,-930
balanza,55,1.57,,28.450368700000126,2026-05-28T09:11:22.155,2026-05-28T09:26:52.155,-930
balanza,56,,Error desde Arduino: HX711 not found.,28.473552200000086,2026-05-28T09:11:22.175,2026-05-28T09:26:52.175,-930
balanza,57,0.51,,29.465060500000163,2026-05-28T09:11:23.170,2026-05-28T09:26:53.170,-930
balanza,58,,Error desde Arduino: HX711 not found.,29.488382699999875,2026-05-28T09:11:23.192,2026-05-28T09:26:53.192,-930
