sensor,indice_balanza,masa_g,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s
balanza,0,,Error desde Arduino: HX711 not found.,1.427840299998934,2026-05-28T12:27:29.231,2026-05-28T12:42:59.231,-930
balanza,1,0.03,,2.4190493000005517,2026-05-28T12:27:30.222,2026-05-28T12:43:00.222,-930
balanza,2,,Error desde Arduino: HX711 not found.,2.4423429999988002,2026-05-28T12:27:30.242,2026-05-28T12:43:00.242,-930
balanza,3,0.01,,3.4335814000005485,2026-05-28T12:27:31.236,2026-05-28T12:43:01.236,-930
balanza,4,,Error desde Arduino: HX711 not found.,3.4565717999994376,2026-05-28T12:27:31.256,2026-05-28T12:43:01.256,-930
balanza,5,-0.01,,4.448979299999337,2026-05-28T12:27:32.252,2026-05-28T12:43:02.252,-930
balanza,6,-0.01,,4.46108920000006,2026-05-28T12:27:32.262,2026-05-28T12:43:02.262,-930
balanza,7,,Error desde Arduino: HX711 not found.,4.484193500000401,2026-05-28T12:27:32.282,2026-05-28T12:43:02.282,-930
balanza,8,-0.01,,5.476612599999498,2026-05-28T12:27:33.282,2026-05-28T12:43:03.282,-930
balanza,9,,Error desde Arduino: HX711 not found.,5.499707699998908,2026-05-28T12:27:33.302,2026-05-28T12:43:03.302,-930
balanza,10,22.18,,6.492186899999069,2026-05-28T12:27:34.291,2026-05-28T12:43:04.291,-930
balanza,11,,Error desde Arduino: HX711 not found.,6.515369099999589,2026-05-28T12:27:34.321,2026-05-28T12:43:04.321,-930
balanza,12,29.59,,7.507734700000583,2026-05-28T12:27:35.312,2026-05-28T12:43:05.312,-930
balanza,13,,Error desde Arduino: HX711 not found.,7.5318091999997705,2026-05-28T12:27:35.339,2026-05-28T12:43:05.339,-930
balanza,14,30.94,,8.524489899999026,2026-05-28T12:27:36.329,2026-05-28T12:43:06.329,-930
balanza,15,,Error desde Arduino: HX711 not found.,8.547947799999747,2026-05-28T12:27:36.355,2026-05-28T12:43:06.355,-930
balanza,16,26.44,,9.540419200000542,2026-05-28T12:27:37.345,2026-05-28T12:43:07.345,-930
balanza,17,,Error desde Arduino: HX711 not found.,9.563675100000182,2026-05-28T12:27:37.362,2026-05-28T12:43:07.362,-930
balanza,18,22.1,,10.556066600000122,2026-05-28T12:27:38.362,2026-05-28T12:43:08.362,-930
balanza,19,,Error desde Arduino: HX711 not found.,10.57940310000049,2026-05-28T12:27:38.384,2026-05-28T12:43:08.384,-930
balanza,20,18.95,,11.57182019999891,2026-05-28T12:27:39.379,2026-05-28T12:43:09.379,-930
balanza,21,18.78,,11.58407679999982,2026-05-28T12:27:39.388,2026-05-28T12:43:09.388,-930
balanza,22,,Error desde Arduino: HX711 not found.,11.607342899998912,2026-05-28T12:27:39.412,2026-05-28T12:43:09.412,-930
balanza,23,17.69,,12.599741099998937,2026-05-28T12:27:40.405,2026-05-28T12:43:10.405,-930
balanza,24,,Error desde Arduino: HX711 not found.,12.623115799999141,2026-05-28T12:27:40.429,2026-05-28T12:43:10.429,-930
balanza,25,15.11,,13.615481200000431,2026-05-28T12:27:41.422,2026-05-28T12:43:11.422,-930
balanza,26,,Error desde Arduino: HX711 not found.,13.638765100000455,2026-05-28T12:27:41.446,2026-05-28T12:43:11.446,-930
balanza,27,12.18,,14.631313399999271,2026-05-28T12:27:42.438,2026-05-28T12:43:12.438,-930
balanza,28,,Error desde Arduino: HX711 not found.,14.653065599999536,2026-05-28T12:27:42.459,2026-05-28T12:43:12.459,-930
balanza,29,10.7,,15.64687589999994,2026-05-28T12:27:43.449,2026-05-28T12:43:13.449,-930
balanza,30,,Error desde Arduino: HX711 not found.,15.66992620000019,2026-05-28T12:27:43.472,2026-05-28T12:43:13.472,-930
balanza,31,9.49,,16.661401499999556,2026-05-28T12:27:44.462,2026-05-28T12:43:14.462,-930
balanza,32,,Error desde Arduino: HX711 not found.,16.684516899998926,2026-05-28T12:27:44.488,2026-05-28T12:43:14.488,-930
balanza,33,8.39,,17.6760033999999,2026-05-28T12:27:45.479,2026-05-28T12:43:15.479,-930
balanza,34,,Error desde Arduino: HX711 not found.,17.699102099999436,2026-05-28T12:27:45.505,2026-05-28T12:43:15.505,-930
balanza,35,7.66,,18.690627899999527,2026-05-28T12:27:46.495,2026-05-28T12:43:16.495,-930
balanza,36,,Error desde Arduino: HX711 not found.,18.713631099999475,2026-05-28T12:27:46.512,2026-05-28T12:43:16.512,-930
balanza,37,5.39,,19.70502420000048,2026-05-28T12:27:47.512,2026-05-28T12:43:17.512,-930
balanza,38,,Error desde Arduino: HX711 not found.,19.72832969999945,2026-05-28T12:27:47.529,2026-05-28T12:43:17.529,-930
balanza,39,4.26,,20.719439799999236,2026-05-28T12:27:48.522,2026-05-28T12:43:18.522,-930
balanza,40,,Error desde Arduino: HX711 not found.,20.742763299998842,2026-05-28T12:27:48.545,2026-05-28T12:43:18.545,-930
balanza,41,4.29,,21.7339422999994,2026-05-28T12:27:49.538,2026-05-28T12:43:19.538,-930
balanza,42,,Error desde Arduino: HX711 not found.,21.757152599999245,2026-05-28T12:27:49.562,2026-05-28T12:43:19.562,-930
balanza,43,1.26,,22.74841749999905,2026-05-28T12:27:50.554,2026-05-28T12:43:20.554,-930
balanza,44,,Error desde Arduino: HX711 not found.,22.771442299999762,2026-05-28T12:27:50.578,2026-05-28T12:43:20.578,-930
balanza,45,1.62,,23.762885899999674,2026-05-28T12:27:51.562,2026-05-28T12:43:21.562,-930
balanza,46,,Error desde Arduino: HX711 not found.,23.78599790000044,2026-05-28T12:27:51.589,2026-05-28T12:43:21.589,-930
balanza,47,-1.41,,24.778333599999314,2026-05-28T12:27:52.579,2026-05-28T12:43:22.579,-930
balanza,48,1.13,,24.7893839999997,2026-05-28T12:27:52.596,2026-05-28T12:43:22.596,-930
balanza,49,,Error desde Arduino: HX711 not found.,24.812732099999266,2026-05-28T12:27:52.612,2026-05-28T12:43:22.612,-930
balanza,50,-1.32,,25.80482999999913,2026-05-28T12:27:53.612,2026-05-28T12:43:23.612,-930
balanza,51,,Error desde Arduino: HX711 not found.,25.82799049999994,2026-05-28T12:27:53.635,2026-05-28T12:43:23.635,-930
balanza,52,-2.03,,26.82051820000015,2026-05-28T12:27:54.628,2026-05-28T12:43:24.628,-930
balanza,53,,Error desde Arduino: HX711 not found.,26.843714599999657,2026-05-28T12:27:54.645,2026-05-28T12:43:24.645,-930
balanza,54,-2.95,,27.83589589999974,2026-05-28T12:27:55.643,2026-05-28T12:43:25.643,-930
balanza,55,,Error desde Arduino: HX711 not found.,27.859098699998867,2026-05-28T12:27:55.662,2026-05-28T12:43:25.662,-930
balanza,56,-4.05,,28.85127629999988,2026-05-28T12:27:56.655,2026-05-28T12:43:26.655,-930
balanza,57,,Error desde Arduino: HX711 not found.,28.87437080000018,2026-05-28T12:27:56.678,2026-05-28T12:43:26.678,-930
balanza,58,-5.01,,29.86664810000002,2026-05-28T12:27:57.671,2026-05-28T12:43:27.671,-930
