sensor,indice_balanza,masa_g,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s,indice_multimetro,voltaje_V
multimetro,,,,0.41545350000023973,2026-05-28T08:52:59.935,2026-05-28T09:08:29.935,-930,0.0,-7.8e-06
multimetro,,,,0.631442600000355,2026-05-28T08:53:00.149,2026-05-28T09:08:30.149,-930,1.0,2.8917e-05
multimetro,,,,0.8463197000000946,2026-05-28T08:53:00.363,2026-05-28T09:08:30.363,-930,2.0,8.941e-06
multimetro,,,,1.0613474000001588,2026-05-28T08:53:00.578,2026-05-28T09:08:30.578,-930,3.0,8.983e-06
multimetro,,,,1.2765598000000864,2026-05-28T08:53:00.795,2026-05-28T09:08:30.795,-930,4.0,1.5108e-05
balanza,0.0,,Error desde Arduino: HX711 not found.,1.4016779000003226,2026-05-28T08:53:00.911,2026-05-28T09:08:30.911,-930,,
multimetro,,,,1.49156290000019,2026-05-28T08:53:01.002,2026-05-28T09:08:31.002,-930,5.0,5.706e-06
multimetro,,,,1.7151480000002266,2026-05-28T08:53:01.232,2026-05-28T09:08:31.232,-930,6.0,-3.8612e-05
multimetro,,,,1.9650136000000202,2026-05-28T08:53:01.482,2026-05-28T09:08:31.482,-930,7.0,-9.8646e-05
multimetro,,,,2.2148111999999855,2026-05-28T08:53:01.725,2026-05-28T09:08:31.725,-930,8.0,-6.0191e-05
balanza,1.0,-0.15,,2.39416220000021,2026-05-28T08:53:01.906,2026-05-28T09:08:31.906,-930,,
balanza,2.0,,Error desde Arduino: HX711 not found.,2.417445200000202,2026-05-28T08:53:01.936,2026-05-28T09:08:31.936,-930,,
multimetro,,,,2.4647549999999683,2026-05-28T08:53:01.976,2026-05-28T09:08:31.976,-930,9.0,0.000136568
multimetro,,,,2.714863200000309,2026-05-28T08:53:02.229,2026-05-28T09:08:32.229,-930,10.0,4.0235e-05
multimetro,,,,2.964806000000408,2026-05-28T08:53:02.479,2026-05-28T09:08:32.479,-930,11.0,9.192e-06
multimetro,,,,3.2149050000002717,2026-05-28T08:53:02.728,2026-05-28T09:08:32.728,-930,12.0,-9.7201e-05
balanza,3.0,-0.02,,3.4098598000000493,2026-05-28T08:53:02.922,2026-05-28T09:08:32.922,-930,,
balanza,4.0,,Error desde Arduino: HX711 not found.,3.433113100000355,2026-05-28T08:53:02.952,2026-05-28T09:08:32.952,-930,,
multimetro,,,,3.4649827000002915,2026-05-28T08:53:02.983,2026-05-28T09:08:32.983,-930,13.0,-0.00011412
multimetro,,,,3.714985600000091,2026-05-28T08:53:03.232,2026-05-28T09:08:33.232,-930,14.0,-0.000126935
multimetro,,,,3.964595400000235,2026-05-28T08:53:03.482,2026-05-28T09:08:33.482,-930,15.0,-0.000132547
multimetro,,,,4.21528330000001,2026-05-28T08:53:03.728,2026-05-28T09:08:33.728,-930,16.0,-0.000135793
balanza,5.0,-0.11,,4.425486000000092,2026-05-28T08:53:03.942,2026-05-28T09:08:33.942,-930,,
balanza,6.0,,Error desde Arduino: HX711 not found.,4.44888630000014,2026-05-28T08:53:03.963,2026-05-28T09:08:33.963,-930,,
multimetro,,,,4.464709100000164,2026-05-28T08:53:03.983,2026-05-28T09:08:33.983,-930,17.0,-6.1028e-05
multimetro,,,,4.714830000000347,2026-05-28T08:53:04.228,2026-05-28T09:08:34.228,-930,18.0,-6.3206e-05
multimetro,,,,4.964624800000365,2026-05-28T08:53:04.476,2026-05-28T09:08:34.476,-930,19.0,-2.8645e-05
multimetro,,,,5.21513240000013,2026-05-28T08:53:04.728,2026-05-28T09:08:34.728,-930,20.0,-3.5911e-05
balanza,7.0,0.04,,5.440161200000148,2026-05-28T08:53:04.958,2026-05-28T09:08:34.958,-930,,
balanza,8.0,,Error desde Arduino: HX711 not found.,5.463288400000238,2026-05-28T08:53:04.982,2026-05-28T09:08:34.982,-930,,
multimetro,,,,5.464596700000129,2026-05-28T08:53:04.982,2026-05-28T09:08:34.982,-930,21.0,-3.9052e-05
multimetro,,,,5.714905499999986,2026-05-28T08:53:05.229,2026-05-28T09:08:35.229,-930,22.0,-2.5023e-05
multimetro,,,,5.96518210000022,2026-05-28T08:53:05.482,2026-05-28T09:08:35.482,-930,23.0,-5.9374e-05
multimetro,,,,6.214918900000157,2026-05-28T08:53:05.725,2026-05-28T09:08:35.725,-930,24.0,-5.5825e-05
balanza,9.0,0.24,,6.454818200000318,2026-05-28T08:53:05.969,2026-05-28T09:08:35.969,-930,,
multimetro,,,,6.464811300000292,2026-05-28T08:53:05.979,2026-05-28T09:08:35.979,-930,25.0,1.0648e-05
balanza,10.0,,Error desde Arduino: HX711 not found.,6.478145100000347,2026-05-28T08:53:05.989,2026-05-28T09:08:35.989,-930,,
multimetro,,,,6.714868700000352,2026-05-28T08:53:06.229,2026-05-28T09:08:36.229,-930,26.0,3.1053e-05
multimetro,,,,6.9650807000002715,2026-05-28T08:53:06.478,2026-05-28T09:08:36.478,-930,27.0,0.000702437
multimetro,,,,7.215186800000083,2026-05-28T08:53:06.728,2026-05-28T09:08:36.728,-930,28.0,0.000153895
multimetro,,,,7.46509690000039,2026-05-28T08:53:06.978,2026-05-28T09:08:36.978,-930,29.0,-0.001789379
balanza,11.0,-0.19,,7.470485300000291,2026-05-28T08:53:06.988,2026-05-28T09:08:36.988,-930,,
balanza,12.0,,Error desde Arduino: HX711 not found.,7.493646200000057,2026-05-28T08:53:07.012,2026-05-28T09:08:37.012,-930,,
multimetro,,,,7.714899200000218,2026-05-28T08:53:07.234,2026-05-28T09:08:37.234,-930,30.0,0.000467119
multimetro,,,,7.964939800000138,2026-05-28T08:53:07.478,2026-05-28T09:08:37.478,-930,31.0,0.00034836
multimetro,,,,8.214974800000164,2026-05-28T08:53:07.735,2026-05-28T09:08:37.735,-930,32.0,0.000229005
multimetro,,,,8.464545700000144,2026-05-28T08:53:07.978,2026-05-28T09:08:37.978,-930,33.0,0.000201847
balanza,13.0,-0.07,,8.485894200000075,2026-05-28T08:53:08.005,2026-05-28T09:08:38.005,-930,,
balanza,14.0,,Error desde Arduino: HX711 not found.,8.509099200000037,2026-05-28T08:53:08.028,2026-05-28T09:08:38.028,-930,,
multimetro,,,,8.71514070000012,2026-05-28T08:53:08.234,2026-05-28T09:08:38.234,-930,34.0,0.000102991
multimetro,,,,8.964568500000041,2026-05-28T08:53:08.478,2026-05-28T09:08:38.478,-930,35.0,0.000107346
multimetro,,,,9.214554200000293,2026-05-28T08:53:08.734,2026-05-28T09:08:38.734,-930,36.0,5.9604e-05
multimetro,,,,9.464729900000293,2026-05-28T08:53:08.978,2026-05-28T09:08:38.978,-930,37.0,-0.001413284
balanza,15.0,-0.15,,9.501473400000123,2026-05-28T08:53:09.020,2026-05-28T09:08:39.020,-930,,
balanza,16.0,,Error desde Arduino: HX711 not found.,9.52460340000016,2026-05-28T08:53:09.038,2026-05-28T09:08:39.038,-930,,
multimetro,,,,9.71457190000001,2026-05-28T08:53:09.234,2026-05-28T09:08:39.234,-930,38.0,0.000361877
multimetro,,,,9.964958400000341,2026-05-28T08:53:09.478,2026-05-28T09:08:39.478,-930,39.0,0.000544899
multimetro,,,,10.214992300000176,2026-05-28T08:53:09.735,2026-05-28T09:08:39.735,-930,40.0,0.000130903
multimetro,,,,10.464540000000397,2026-05-28T08:53:09.978,2026-05-28T09:08:39.978,-930,41.0,0.000126056
balanza,17.0,-0.25,,10.517153300000246,2026-05-28T08:53:10.028,2026-05-28T09:08:40.028,-930,,
