tiempo_s,tiempo_multimetro_s,voltaje_V,indice_multimetro,fecha_hora_corregida_hp,fecha_hora_pc_sin_corregir_hp,error_hp,tiempo_balanza_s,masa_g,indice_balanza,fecha_hora_corregida_balanza,fecha_hora_pc_sin_corregir_balanza,error_balanza,delta_t_balanza_multimetro_s
0.5213405000004059,0.5213405000004059,0.000646811,0,2026-05-28T10:14:28.056,2026-05-28T10:29:58.056,,1.4205369000001156,,0,2026-05-28T10:14:28.959,2026-05-28T10:29:58.959,Error desde Arduino: HX711 not found.,0.8991963999997097
1.0469124000001102,1.0469124000001102,0.000645681,1,2026-05-28T10:14:28.582,2026-05-28T10:29:58.582,,1.4205369000001156,,0,2026-05-28T10:14:28.959,2026-05-28T10:29:58.959,Error desde Arduino: HX711 not found.,0.37362450000000536
1.5714342999999644,1.5714342999999644,0.000644623,2,2026-05-28T10:14:29.109,2026-05-28T10:29:59.109,,1.4205369000001156,,0,2026-05-28T10:14:28.959,2026-05-28T10:29:58.959,Error desde Arduino: HX711 not found.,-0.15089739999984886
2.096121900000071,2.096121900000071,0.000643838,3,2026-05-28T10:14:29.632,2026-05-28T10:29:59.632,,2.4119792999999845,0.0,1,2026-05-28T10:14:29.953,2026-05-28T10:29:59.953,,0.31585739999991347
2.620700299999953,2.620700299999953,0.000642781,4,2026-05-28T10:14:30.155,2026-05-28T10:30:00.155,,2.4352945999999065,,2,2026-05-28T10:14:29.972,2026-05-28T10:29:59.972,Error desde Arduino: HX711 not found.,-0.18540570000004664
3.145118999999795,3.145118999999795,0.000641943,5,2026-05-28T10:14:30.682,2026-05-28T10:30:00.682,,3.426528799999687,0.01,3,2026-05-28T10:14:30.966,2026-05-28T10:30:00.966,,0.28140979999989213
3.669930299999578,3.669930299999578,0.000641105,6,2026-05-28T10:14:31.210,2026-05-28T10:30:01.210,,3.4496767999999065,,4,2026-05-28T10:14:30.985,2026-05-28T10:30:00.985,Error desde Arduino: HX711 not found.,-0.22025349999967148
4.194825700000365,4.194825700000365,0.000640111,7,2026-05-28T10:14:31.733,2026-05-28T10:30:01.733,,4.441085100000237,0.04,5,2026-05-28T10:14:31.982,2026-05-28T10:30:01.982,,0.24625939999987168
4.71891930000038,4.71891930000038,0.000639032,8,2026-05-28T10:14:32.252,2026-05-28T10:30:02.252,,4.464232999999695,,6,2026-05-28T10:14:31.999,2026-05-28T10:30:01.999,Error desde Arduino: HX711 not found.,-0.25468630000068515
5.24299770000016,5.24299770000016,0.000638467,9,2026-05-28T10:14:32.783,2026-05-28T10:30:02.783,,5.455710799999906,0.03,7,2026-05-28T10:14:32.995,2026-05-28T10:30:02.995,,0.2127130999997462
