sensor,indice_balanza,masa_g,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s,indice_multimetro,voltaje_V
multimetro,,,,0.5213405000004059,2026-05-28T10:14:28.056,2026-05-28T10:29:58.056,-930,0.0,0.000646811
multimetro,,,,1.0469124000001102,2026-05-28T10:14:28.582,2026-05-28T10:29:58.582,-930,1.0,0.000645681
balanza,0.0,,Error desde Arduino: HX711 not found.,1.4205369000001156,2026-05-28T10:14:28.959,2026-05-28T10:29:58.959,-930,,
multimetro,,,,1.5714342999999644,2026-05-28T10:14:29.109,2026-05-28T10:29:59.109,-930,2.0,0.000644623
multimetro,,,,2.096121900000071,2026-05-28T10:14:29.632,2026-05-28T10:29:59.632,-930,3.0,0.000643838
balanza,1.0,0.0,,2.4119792999999845,2026-05-28T10:14:29.953,2026-05-28T10:29:59.953,-930,,
balanza,2.0,,Error desde Arduino: HX711 not found.,2.4352945999999065,2026-05-28T10:14:29.972,2026-05-28T10:29:59.972,-930,,
multimetro,,,,2.620700299999953,2026-05-28T10:14:30.155,2026-05-28T10:30:00.155,-930,4.0,0.000642781
multimetro,,,,3.145118999999795,2026-05-28T10:14:30.682,2026-05-28T10:30:00.682,-930,5.0,0.000641943
balanza,3.0,0.01,,3.426528799999687,2026-05-28T10:14:30.966,2026-05-28T10:30:00.966,-930,,
balanza,4.0,,Error desde Arduino: HX711 not found.,3.4496767999999065,2026-05-28T10:14:30.985,2026-05-28T10:30:00.985,-930,,
multimetro,,,,3.669930299999578,2026-05-28T10:14:31.210,2026-05-28T10:30:01.210,-930,6.0,0.000641105
multimetro,,,,4.194825700000365,2026-05-28T10:14:31.733,2026-05-28T10:30:01.733,-930,7.0,0.000640111
balanza,5.0,0.04,,4.441085100000237,2026-05-28T10:14:31.982,2026-05-28T10:30:01.982,-930,,
balanza,6.0,,Error desde Arduino: HX711 not found.,4.464232999999695,2026-05-28T10:14:31.999,2026-05-28T10:30:01.999,-930,,
multimetro,,,,4.71891930000038,2026-05-28T10:14:32.252,2026-05-28T10:30:02.252,-930,8.0,0.000639032
multimetro,,,,5.24299770000016,2026-05-28T10:14:32.783,2026-05-28T10:30:02.783,-930,9.0,0.000638467
balanza,7.0,0.03,,5.455710799999906,2026-05-28T10:14:32.995,2026-05-28T10:30:02.995,-930,,
