indice,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc,masa_g,sensor,voltaje_V
17,,4.465208699999948,2026-05-28T08:37:04.601,2026-05-28T08:52:34.601,,multimetro,9.0124e-05
18,,4.715032199999996,2026-05-28T08:37:04.858,2026-05-28T08:52:34.858,,multimetro,8.9359e-05
5,,4.887544700000035,2026-05-28T08:37:05.031,2026-05-28T08:52:35.031,-0.05,balanza,
6,Error Arduino: HX711 not found.,4.910820599999852,2026-05-28T08:37:05.047,2026-05-28T08:52:35.047,,balanza,
19,,4.964562399999977,2026-05-28T08:37:05.108,2026-05-28T08:52:35.108,,multimetro,8.9412e-05
20,,5.214927499999931,2026-05-28T08:37:05.358,2026-05-28T08:52:35.358,,multimetro,9.0134e-05
21,,5.4646298000000115,2026-05-28T08:37:05.608,2026-05-28T08:52:35.608,,multimetro,8.9632e-05
22,,5.714871700000003,2026-05-28T08:37:05.859,2026-05-28T08:52:35.859,,multimetro,8.982e-05
7,,5.903147900000022,2026-05-28T08:37:06.048,2026-05-28T08:52:36.048,-0.04,balanza,
8,Error Arduino: HX711 not found.,5.926257999999962,2026-05-28T08:37:06.064,2026-05-28T08:52:36.064,,balanza,
23,,5.964722100000017,2026-05-28T08:37:06.108,2026-05-28T08:52:36.108,,multimetro,8.9632e-05
24,,6.214798499999915,2026-05-28T08:37:06.359,2026-05-28T08:52:36.359,,multimetro,8.9611e-05
25,,6.464771199999859,2026-05-28T08:37:06.608,2026-05-28T08:52:36.608,,multimetro,9.0291e-05
26,,6.7148394999999255,2026-05-28T08:37:06.858,2026-05-28T08:52:36.858,,multimetro,9.0417e-05
9,,6.918760300000031,2026-05-28T08:37:07.057,2026-05-28T08:52:37.057,-0.03,balanza,
10,Error Arduino: HX711 not found.,6.942018999999846,2026-05-28T08:37:07.081,2026-05-28T08:52:37.081,,balanza,
27,,6.964990999999827,2026-05-28T08:37:07.109,2026-05-28T08:52:37.109,,multimetro,8.9883e-05
28,,7.2147869000000355,2026-05-28T08:37:07.352,2026-05-28T08:52:37.352,,multimetro,8.9747e-05
29,,7.464557199999945,2026-05-28T08:37:07.609,2026-05-28T08:52:37.609,,multimetro,8.9946e-05
30,,7.714716499999895,2026-05-28T08:37:07.859,2026-05-28T08:52:37.859,,multimetro,8.9694e-05
11,,7.9343366000000515,2026-05-28T08:37:08.074,2026-05-28T08:52:38.074,-0.02,balanza,
12,Error Arduino: HX711 not found.,7.957360599999902,2026-05-28T08:37:08.102,2026-05-28T08:52:38.102,,balanza,
31,,7.964635199999975,2026-05-28T08:37:08.109,2026-05-28T08:52:38.109,,multimetro,8.981e-05
32,,8.214761100000032,2026-05-28T08:37:08.358,2026-05-28T08:52:38.358,,multimetro,8.9663e-05
33,,8.464586199999985,2026-05-28T08:37:08.608,2026-05-28T08:52:38.608,,multimetro,8.937e-05
34,,8.715016200000036,2026-05-28T08:37:08.858,2026-05-28T08:52:38.858,,multimetro,8.9349e-05
13,,8.949014999999918,2026-05-28T08:37:09.093,2026-05-28T08:52:39.093,0.01,balanza,
35,,8.96472649999987,2026-05-28T08:37:09.108,2026-05-28T08:52:39.108,,multimetro,8.9778e-05
14,Error Arduino: HX711 not found.,8.972136500000033,2026-05-28T08:37:09.114,2026-05-28T08:52:39.114,,balanza,
36,,9.214613699999973,2026-05-28T08:37:09.357,2026-05-28T08:52:39.357,,multimetro,8.9401e-05
37,,9.464638599999944,2026-05-28T08:37:09.607,2026-05-28T08:52:39.607,,multimetro,8.9831e-05
38,,9.714590000000044,2026-05-28T08:37:09.859,2026-05-28T08:52:39.859,,multimetro,8.9705e-05
15,,9.963633200000004,2026-05-28T08:37:10.107,2026-05-28T08:52:40.107,0.07,balanza,
39,,9.965085699999918,2026-05-28T08:37:10.109,2026-05-28T08:52:40.109,,multimetro,8.9527e-05
16,Error Arduino: HX711 not found.,9.986694299999954,2026-05-28T08:37:10.131,2026-05-28T08:52:40.131,,balanza,
40,,10.21466220000002,2026-05-28T08:37:10.358,2026-05-28T08:52:40.358,,multimetro,8.9318e-05
41,,10.464759999999842,2026-05-28T08:37:10.609,2026-05-28T08:52:40.609,,multimetro,8.9715e-05
42,,10.714893500000017,2026-05-28T08:37:10.859,2026-05-28T08:52:40.859,,multimetro,8.9946e-05
43,,10.964723699999922,2026-05-28T08:37:11.108,2026-05-28T08:52:41.108,,multimetro,8.9056e-05
17,,10.97827889999985,2026-05-28T08:37:11.114,2026-05-28T08:52:41.114,0.0,balanza,
18,Error Arduino: HX711 not found.,11.001444099999844,2026-05-28T08:37:11.145,2026-05-28T08:52:41.145,,balanza,
44,,11.214752399999952,2026-05-28T08:37:11.359,2026-05-28T08:52:41.359,,multimetro,8.9223e-05
45,,11.464929699999857,2026-05-28T08:37:11.609,2026-05-28T08:52:41.609,,multimetro,8.938e-05
46,,11.715109499999926,2026-05-28T08:37:11.859,2026-05-28T08:52:41.859,,multimetro,8.9663e-05
47,,11.964826299999913,2026-05-28T08:37:12.109,2026-05-28T08:52:42.109,,multimetro,8.9286e-05
19,,11.99381429999994,2026-05-28T08:37:12.131,2026-05-28T08:52:42.131,-0.02,balanza,
20,Error Arduino: HX711 not found.,12.016899599999988,2026-05-28T08:37:12.161,2026-05-28T08:52:42.161,,balanza,
48,,12.214723499999991,2026-05-28T08:37:12.359,2026-05-28T08:52:42.359,,multimetro,8.8867e-05
49,,12.464875799999845,2026-05-28T08:37:12.609,2026-05-28T08:52:42.609,,multimetro,8.9255e-05
50,,12.714626199999884,2026-05-28T08:37:12.859,2026-05-28T08:52:42.859,,multimetro,8.9569e-05
51,,12.965103499999941,2026-05-28T08:37:13.109,2026-05-28T08:52:43.109,,multimetro,8.9548e-05
21,,13.009459200000038,2026-05-28T08:37:13.153,2026-05-28T08:52:43.153,-0.01,balanza,
22,,13.021542499999896,2026-05-28T08:37:13.166,2026-05-28T08:52:43.166,-0.0,balanza,
23,Error Arduino: HX711 not found.,13.044646199999988,2026-05-28T08:37:13.189,2026-05-28T08:52:43.189,,balanza,
52,,13.214502999999922,2026-05-28T08:37:13.358,2026-05-28T08:52:43.358,,multimetro,8.9014e-05
53,,13.465048600000046,2026-05-28T08:37:13.609,2026-05-28T08:52:43.609,,multimetro,8.9119e-05
54,,13.715149399999973,2026-05-28T08:37:13.859,2026-05-28T08:52:43.859,,multimetro,8.9653e-05
55,,13.964594999999917,2026-05-28T08:37:14.108,2026-05-28T08:52:44.108,,multimetro,8.9548e-05
24,,14.037194900000031,2026-05-28T08:37:14.181,2026-05-28T08:52:44.181,46.49,balanza,
25,Error Arduino: HX711 not found.,14.060335399999985,2026-05-28T08:37:14.199,2026-05-28T08:52:44.199,,balanza,
56,,14.214787599999909,2026-05-28T08:37:14.358,2026-05-28T08:52:44.358,,multimetro,8.893e-05
57,,14.464618199999904,2026-05-28T08:37:14.608,2026-05-28T08:52:44.608,,multimetro,8.8951e-05
58,,14.714766899999859,2026-05-28T08:37:14.859,2026-05-28T08:52:44.859,,multimetro,8.9328e-05
59,,14.964486800000032,2026-05-28T08:37:15.107,2026-05-28T08:52:45.107,,multimetro,8.9475e-05
26,,15.052816399999983,2026-05-28T08:37:15.197,2026-05-28T08:52:45.197,48.62,balanza,
27,Error Arduino: HX711 not found.,15.075980299999856,2026-05-28T08:37:15.214,2026-05-28T08:52:45.214,,balanza,
60,,15.214728899999955,2026-05-28T08:37:15.357,2026-05-28T08:52:45.357,,multimetro,8.892e-05
61,,15.46488290000002,2026-05-28T08:37:15.607,2026-05-28T08:52:45.607,,multimetro,8.8606e-05
62,,15.716220799999974,2026-05-28T08:37:15.857,2026-05-28T08:52:45.857,,multimetro,8.9328e-05
63,,15.965195900000026,2026-05-28T08:37:16.109,2026-05-28T08:52:46.109,,multimetro,8.9475e-05
28,,16.068411999999853,2026-05-28T08:37:16.206,2026-05-28T08:52:46.206,-0.07,balanza,
29,Error Arduino: HX711 not found.,16.091785200000004,2026-05-28T08:37:16.232,2026-05-28T08:52:46.232,,balanza,
64,,16.214883699999973,2026-05-28T08:37:16.358,2026-05-28T08:52:46.358,,multimetro,8.9297e-05
65,,16.46458779999989,2026-05-28T08:37:16.605,2026-05-28T08:52:46.605,,multimetro,8.8564e-05
66,,16.71478060000004,2026-05-28T08:37:16.857,2026-05-28T08:52:46.857,,multimetro,8.8993e-05
67,,16.964848399999937,2026-05-28T08:37:17.107,2026-05-28T08:52:47.107,,multimetro,8.9946e-05
30,,17.083858599999985,2026-05-28T08:37:17.224,2026-05-28T08:52:47.224,-0.07,balanza,
31,Error Arduino: HX711 not found.,17.10714199999984,2026-05-28T08:37:17.248,2026-05-28T08:52:47.248,,balanza,
68,,17.214819599999828,2026-05-28T08:37:17.357,2026-05-28T08:52:47.357,,multimetro,8.981e-05
69,,17.464635699999917,2026-05-28T08:37:17.608,2026-05-28T08:52:47.608,,multimetro,8.8658e-05
70,,17.73384629999987,2026-05-28T08:37:17.878,2026-05-28T08:52:47.878,,multimetro,8.848e-05
71,,17.965084400000023,2026-05-28T08:37:18.108,2026-05-28T08:52:48.108,,multimetro,8.9265e-05
32,,18.0995132999999,2026-05-28T08:37:18.241,2026-05-28T08:52:48.241,-0.02,balanza,
33,Error Arduino: HX711 not found.,18.122702899999922,2026-05-28T08:37:18.264,2026-05-28T08:52:48.264,,balanza,
72,,18.21462489999999,2026-05-28T08:37:18.359,2026-05-28T08:52:48.359,,multimetro,8.9255e-05
73,,18.46505520000005,2026-05-28T08:37:18.609,2026-05-28T08:52:48.609,,multimetro,8.8668e-05
74,,18.7147152,2026-05-28T08:37:18.859,2026-05-28T08:52:48.859,,multimetro,8.8333e-05
75,,18.965059699999983,2026-05-28T08:37:19.109,2026-05-28T08:52:49.109,,multimetro,8.9024e-05
34,,19.11516659999984,2026-05-28T08:37:19.257,2026-05-28T08:52:49.257,-0.02,balanza,
35,Error Arduino: HX711 not found.,19.138250799999923,2026-05-28T08:37:19.282,2026-05-28T08:52:49.282,,balanza,
76,,19.214577399999826,2026-05-28T08:37:19.357,2026-05-28T08:52:49.357,,multimetro,8.9202e-05
77,,19.46491919999994,2026-05-28T08:37:19.601,2026-05-28T08:52:49.601,,multimetro,8.8784e-05
78,,19.714668200000006,2026-05-28T08:37:19.857,2026-05-28T08:52:49.857,,multimetro,8.8103e-05
79,,19.9648866,2026-05-28T08:37:20.104,2026-05-28T08:52:50.104,,multimetro,8.8836e-05
36,,20.130838399999902,2026-05-28T08:37:20.274,2026-05-28T08:52:50.274,-0.08,balanza,
37,Error Arduino: HX711 not found.,20.154068499999994,2026-05-28T08:37:20.298,2026-05-28T08:52:50.298,,balanza,
80,,20.21451409999986,2026-05-28T08:37:20.357,2026-05-28T08:52:50.357,,multimetro,8.9318e-05
81,,20.464852099999916,2026-05-28T08:37:20.608,2026-05-28T08:52:50.608,,multimetro,8.9024e-05
82,,20.71516039999983,2026-05-28T08:37:20.859,2026-05-28T08:52:50.859,,multimetro,8.7998e-05
83,,20.964606399999866,2026-05-28T08:37:21.108,2026-05-28T08:52:51.108,,multimetro,8.804e-05
38,,21.146346699999867,2026-05-28T08:37:21.291,2026-05-28T08:52:51.291,-0.03,balanza,
39,Error Arduino: HX711 not found.,21.169378099999903,2026-05-28T08:37:21.314,2026-05-28T08:52:51.314,,balanza,
84,,21.214790399999856,2026-05-28T08:37:21.358,2026-05-28T08:52:51.358,,multimetro,8.9024e-05
85,,21.464913199999955,2026-05-28T08:37:21.609,2026-05-28T08:52:51.609,,multimetro,8.9213e-05
86,,21.71492739999985,2026-05-28T08:37:21.858,2026-05-28T08:52:51.858,,multimetro,8.8302e-05
87,,21.96481670000003,2026-05-28T08:37:22.109,2026-05-28T08:52:52.109,,multimetro,8.7799e-05
40,,22.161976200000026,2026-05-28T08:37:22.298,2026-05-28T08:52:52.298,-0.02,balanza,
41,Error Arduino: HX711 not found.,22.185150199999953,2026-05-28T08:37:22.324,2026-05-28T08:52:52.324,,balanza,
88,,22.214862899999844,2026-05-28T08:37:22.358,2026-05-28T08:52:52.358,,multimetro,8.8606e-05
89,,22.46517289999997,2026-05-28T08:37:22.609,2026-05-28T08:52:52.609,,multimetro,8.9014e-05
90,,22.714962000000014,2026-05-28T08:37:22.859,2026-05-28T08:52:52.859,,multimetro,8.8501e-05
91,,22.964914399999998,2026-05-28T08:37:23.100,2026-05-28T08:52:53.100,,multimetro,8.8239e-05
42,,23.177518999999847,2026-05-28T08:37:23.316,2026-05-28T08:52:53.316,-0.03,balanza,
43,Error Arduino: HX711 not found.,23.200873099999853,2026-05-28T08:37:23.345,2026-05-28T08:52:53.345,,balanza,
92,,23.21489120000001,2026-05-28T08:37:23.357,2026-05-28T08:52:53.357,,multimetro,8.8752e-05
93,,23.464699899999914,2026-05-28T08:37:23.601,2026-05-28T08:52:53.601,,multimetro,8.8941e-05
94,,23.714700099999845,2026-05-28T08:37:23.857,2026-05-28T08:52:53.857,,multimetro,8.8637e-05
95,,23.965038899999854,2026-05-28T08:37:24.108,2026-05-28T08:52:54.108,,multimetro,8.804e-05
44,,24.193232500000022,2026-05-28T08:37:24.331,2026-05-28T08:52:54.331,-0.05,balanza,
96,,24.21455939999987,2026-05-28T08:37:24.359,2026-05-28T08:52:54.359,,multimetro,8.8637e-05
45,Error Arduino: HX711 not found.,24.216348400000015,2026-05-28T08:37:24.360,2026-05-28T08:52:54.360,,balanza,
97,,24.464651799999956,2026-05-28T08:37:24.607,2026-05-28T08:52:54.607,,multimetro,8.9087e-05
98,,24.715114200000016,2026-05-28T08:37:24.858,2026-05-28T08:52:54.858,,multimetro,8.8784e-05
99,,24.96505819999993,2026-05-28T08:37:25.109,2026-05-28T08:52:55.109,,multimetro,8.8312e-05
46,,25.210053499999958,2026-05-28T08:37:25.354,2026-05-28T08:52:55.354,432.67,balanza,
100,,25.214811399999917,2026-05-28T08:37:25.359,2026-05-28T08:52:55.359,,multimetro,8.8386e-05
47,Error Arduino: HX711 not found.,25.23321039999996,2026-05-28T08:37:25.374,2026-05-28T08:52:55.374,,balanza,
101,,25.464770999999928,2026-05-28T08:37:25.608,2026-05-28T08:52:55.608,,multimetro,8.871e-05
102,,25.714615699999968,2026-05-28T08:37:25.859,2026-05-28T08:52:55.859,,multimetro,8.8878e-05
103,,25.964728799999875,2026-05-28T08:37:26.109,2026-05-28T08:52:56.109,,multimetro,8.8396e-05
104,,26.214662800000042,2026-05-28T08:37:26.359,2026-05-28T08:52:56.359,,multimetro,8.8208e-05
48,,26.226910899999893,2026-05-28T08:37:26.364,2026-05-28T08:52:56.364,628.13,balanza,
49,Error Arduino: HX711 not found.,26.250347799999872,2026-05-28T08:37:26.394,2026-05-28T08:52:56.394,,balanza,
105,,26.464573699999846,2026-05-28T08:37:26.609,2026-05-28T08:52:56.609,,multimetro,8.8616e-05
106,,26.714697299999898,2026-05-28T08:37:26.859,2026-05-28T08:52:56.859,,multimetro,8.8857e-05
107,,26.964643799999976,2026-05-28T08:37:27.109,2026-05-28T08:52:57.109,,multimetro,8.8407e-05
108,,27.215077099999917,2026-05-28T08:37:27.359,2026-05-28T08:52:57.359,,multimetro,8.8093e-05
50,,27.24372070000004,2026-05-28T08:37:27.381,2026-05-28T08:52:57.381,610.15,balanza,
51,Error Arduino: HX711 not found.,27.266834300000028,2026-05-28T08:37:27.408,2026-05-28T08:52:57.408,,balanza,
109,,27.46468619999996,2026-05-28T08:37:27.609,2026-05-28T08:52:57.609,,multimetro,8.8522e-05
110,,27.714745300000004,2026-05-28T08:37:27.859,2026-05-28T08:52:57.859,,multimetro,8.8784e-05
111,,27.965047199999844,2026-05-28T08:37:28.109,2026-05-28T08:52:58.109,,multimetro,8.848e-05
112,,28.21476370000005,2026-05-28T08:37:28.359,2026-05-28T08:52:58.359,,multimetro,8.7789e-05
52,,28.260584899999913,2026-05-28T08:37:28.398,2026-05-28T08:52:58.398,623.01,balanza,
53,Error Arduino: HX711 not found.,28.283691599999884,2026-05-28T08:37:28.428,2026-05-28T08:52:58.428,,balanza,
113,,28.464713299999858,2026-05-28T08:37:28.609,2026-05-28T08:52:58.609,,multimetro,8.8082e-05
114,,28.714757999999847,2026-05-28T08:37:28.859,2026-05-28T08:52:58.859,,multimetro,8.8606e-05
115,,28.964685700000018,2026-05-28T08:37:29.109,2026-05-28T08:52:59.109,,multimetro,8.826e-05
116,,29.21469079999997,2026-05-28T08:37:29.359,2026-05-28T08:52:59.359,,multimetro,8.7967e-05
54,,29.27743579999992,2026-05-28T08:37:29.414,2026-05-28T08:52:59.414,695.64,balanza,
55,Error Arduino: HX711 not found.,29.30050540000002,2026-05-28T08:37:29.441,2026-05-28T08:52:59.441,,balanza,
117,,29.46473459999993,2026-05-28T08:37:29.609,2026-05-28T08:52:59.609,,multimetro,8.7873e-05
118,,29.71514830000001,2026-05-28T08:37:29.859,2026-05-28T08:52:59.859,,multimetro,8.8721e-05
119,,29.964704099999835,2026-05-28T08:37:30.109,2026-05-28T08:53:00.109,,multimetro,8.8647e-05
120,,30.214782600000035,2026-05-28T08:37:30.359,2026-05-28T08:53:00.359,,multimetro,8.8627e-05
56,,30.294191299999966,2026-05-28T08:37:30.431,2026-05-28T08:53:00.431,686.44,balanza,
57,Error Arduino: HX711 not found.,30.317204599999968,2026-05-28T08:37:30.461,2026-05-28T08:53:00.461,,balanza,
121,,30.464752599999883,2026-05-28T08:37:30.607,2026-05-28T08:53:00.607,,multimetro,8.8647e-05
122,,30.71455930000002,2026-05-28T08:37:30.857,2026-05-28T08:53:00.857,,multimetro,8.915e-05
123,,30.964582199999995,2026-05-28T08:37:31.108,2026-05-28T08:53:01.108,,multimetro,8.8773e-05
124,,31.214623599999868,2026-05-28T08:37:31.358,2026-05-28T08:53:01.358,,multimetro,8.8742e-05
58,,31.311001999999917,2026-05-28T08:37:31.447,2026-05-28T08:53:01.447,662.27,balanza,
59,Error Arduino: HX711 not found.,31.33396229999994,2026-05-28T08:37:31.474,2026-05-28T08:53:01.474,,balanza,
125,,31.465203799999927,2026-05-28T08:37:31.609,2026-05-28T08:53:01.609,,multimetro,8.8658e-05
126,,31.71484459999988,2026-05-28T08:37:31.859,2026-05-28T08:53:01.859,,multimetro,8.8689e-05
127,,31.964953700000024,2026-05-28T08:37:32.100,2026-05-28T08:53:02.100,,multimetro,8.8941e-05
128,,32.214953599999944,2026-05-28T08:37:32.357,2026-05-28T08:53:02.357,,multimetro,8.8763e-05
60,,32.3278413999999,2026-05-28T08:37:32.464,2026-05-28T08:53:02.464,647.36,balanza,
61,Error Arduino: HX711 not found.,32.350962799999934,2026-05-28T08:37:32.491,2026-05-28T08:53:02.491,,balanza,
129,,32.4650345,2026-05-28T08:37:32.609,2026-05-28T08:53:02.609,,multimetro,8.8993e-05
130,,32.71471870000005,2026-05-28T08:37:32.859,2026-05-28T08:53:02.859,,multimetro,8.8302e-05
131,,32.9647238,2026-05-28T08:37:33.109,2026-05-28T08:53:03.109,,multimetro,8.8867e-05
132,,33.21489919999999,2026-05-28T08:37:33.359,2026-05-28T08:53:03.359,,multimetro,8.9108e-05
62,,33.344647399999985,2026-05-28T08:37:33.481,2026-05-28T08:53:03.481,661.83,balanza,
63,Error Arduino: HX711 not found.,33.367751,2026-05-28T08:37:33.508,2026-05-28T08:53:03.508,,balanza,
133,,33.464692300000024,2026-05-28T08:37:33.608,2026-05-28T08:53:03.608,,multimetro,8.9359e-05
134,,33.71502369999985,2026-05-28T08:37:33.859,2026-05-28T08:53:03.859,,multimetro,8.8857e-05
135,,33.964753799999926,2026-05-28T08:37:34.109,2026-05-28T08:53:04.109,,multimetro,8.8585e-05
136,,34.21461559999989,2026-05-28T08:37:34.359,2026-05-28T08:53:04.359,,multimetro,8.7956e-05
64,,34.361482300000034,2026-05-28T08:37:34.497,2026-05-28T08:53:04.497,662.46,balanza,
65,Error Arduino: HX711 not found.,34.38479189999998,2026-05-28T08:37:34.524,2026-05-28T08:53:04.524,,balanza,
137,,34.46535559999984,2026-05-28T08:37:34.610,2026-05-28T08:53:04.610,,multimetro,8.8375e-05
138,,34.714630499999885,2026-05-28T08:37:34.858,2026-05-28T08:53:04.858,,multimetro,8.8658e-05
139,,34.964569900000015,2026-05-28T08:37:35.109,2026-05-28T08:53:05.109,,multimetro,8.8585e-05
140,,35.21453029999998,2026-05-28T08:37:35.359,2026-05-28T08:53:05.359,,multimetro,8.8846e-05
66,,35.37820169999986,2026-05-28T08:37:35.514,2026-05-28T08:53:05.514,612.15,balanza,
67,Error Arduino: HX711 not found.,35.40128249999998,2026-05-28T08:37:35.540,2026-05-28T08:53:05.540,,balanza,
141,,35.46460779999984,2026-05-28T08:37:35.608,2026-05-28T08:53:05.608,,multimetro,8.9014e-05
142,,35.714658899999904,2026-05-28T08:37:35.859,2026-05-28T08:53:05.859,,multimetro,8.8794e-05
143,,35.9648623999999,2026-05-28T08:37:36.100,2026-05-28T08:53:06.100,,multimetro,8.8616e-05
144,,36.214756899999884,2026-05-28T08:37:36.357,2026-05-28T08:53:06.357,,multimetro,8.9098e-05
68,,36.395050200000014,2026-05-28T08:37:36.531,2026-05-28T08:53:06.531,607.42,balanza,
69,Error Arduino: HX711 not found.,36.41808509999987,2026-05-28T08:37:36.557,2026-05-28T08:53:06.557,,balanza,
145,,36.46501339999986,2026-05-28T08:37:36.608,2026-05-28T08:53:06.608,,multimetro,8.9496e-05
146,,36.714614699999856,2026-05-28T08:37:36.858,2026-05-28T08:53:06.858,,multimetro,8.9726e-05
147,,36.96542509999995,2026-05-28T08:37:37.110,2026-05-28T08:53:07.110,,multimetro,8.9621e-05
148,,37.214565300000004,2026-05-28T08:37:37.359,2026-05-28T08:53:07.359,,multimetro,8.9401e-05
70,,37.41184550000003,2026-05-28T08:37:37.547,2026-05-28T08:53:07.547,607.64,balanza,
71,Error Arduino: HX711 not found.,37.4349608,2026-05-28T08:37:37.574,2026-05-28T08:53:07.574,,balanza,
149,,37.464712599999984,2026-05-28T08:37:37.609,2026-05-28T08:53:07.609,,multimetro,8.9799e-05
150,,37.71461939999995,2026-05-28T08:37:37.858,2026-05-28T08:53:07.858,,multimetro,8.9841e-05
151,,37.96466969999983,2026-05-28T08:37:38.109,2026-05-28T08:53:08.109,,multimetro,8.9684e-05
152,,38.21453029999998,2026-05-28T08:37:38.358,2026-05-28T08:53:08.358,,multimetro,8.9527e-05
72,,38.42915819999985,2026-05-28T08:37:38.573,2026-05-28T08:53:08.573,607.52,balanza,
73,Error Arduino: HX711 not found.,38.452579600000035,2026-05-28T08:37:38.597,2026-05-28T08:53:08.597,,balanza,
153,,38.469378000000006,2026-05-28T08:37:38.613,2026-05-28T08:53:08.613,,multimetro,8.9705e-05
154,,38.715236499999946,2026-05-28T08:37:38.857,2026-05-28T08:53:08.857,,multimetro,8.9831e-05
155,,38.964651799999956,2026-05-28T08:37:39.107,2026-05-28T08:53:09.107,,multimetro,8.9684e-05
156,,39.214823300000035,2026-05-28T08:37:39.359,2026-05-28T08:53:09.359,,multimetro,8.9475e-05
74,,39.44603499999994,2026-05-28T08:37:39.584,2026-05-28T08:53:09.584,607.53,balanza,
157,,39.46482070000002,2026-05-28T08:37:39.608,2026-05-28T08:53:09.608,,multimetro,8.9694e-05
75,Error Arduino: HX711 not found.,39.46918949999986,2026-05-28T08:37:39.608,2026-05-28T08:53:09.608,,balanza,
158,,39.715081199999986,2026-05-28T08:37:39.857,2026-05-28T08:53:09.857,,multimetro,9.0009e-05
159,,39.96485239999993,2026-05-28T08:37:40.109,2026-05-28T08:53:10.109,,multimetro,8.9893e-05
160,,40.21496279999997,2026-05-28T08:37:40.359,2026-05-28T08:53:10.359,,multimetro,8.9831e-05
76,,40.46283689999996,2026-05-28T08:37:40.607,2026-05-28T08:53:10.607,607.61,balanza,
161,,40.465431699999954,2026-05-28T08:37:40.609,2026-05-28T08:53:10.609,,multimetro,8.9893e-05
77,Error Arduino: HX711 not found.,40.48587909999992,2026-05-28T08:37:40.630,2026-05-28T08:53:10.630,,balanza,
162,,40.71479299999987,2026-05-28T08:37:40.851,2026-05-28T08:53:10.851,,multimetro,9.0082e-05
163,,40.964917600000035,2026-05-28T08:37:41.108,2026-05-28T08:53:11.108,,multimetro,8.9851e-05
164,,41.21487479999996,2026-05-28T08:37:41.359,2026-05-28T08:53:11.359,,multimetro,8.981e-05
165,,41.46475859999987,2026-05-28T08:37:41.609,2026-05-28T08:53:11.609,,multimetro,8.9862e-05
78,,41.47971459999985,2026-05-28T08:37:41.624,2026-05-28T08:53:11.624,607.57,balanza,
79,Error Arduino: HX711 not found.,41.502899899999875,2026-05-28T08:37:41.647,2026-05-28T08:53:11.647,,balanza,
166,,41.71493940000005,2026-05-28T08:37:41.857,2026-05-28T08:53:11.857,,multimetro,9.0207e-05
167,,41.965022999999974,2026-05-28T08:37:42.107,2026-05-28T08:53:12.107,,multimetro,8.9988e-05
168,,42.214887599999884,2026-05-28T08:37:42.358,2026-05-28T08:53:12.358,,multimetro,8.9674e-05
169,,42.465124899999864,2026-05-28T08:37:42.609,2026-05-28T08:53:12.609,,multimetro,8.9684e-05
80,,42.49650380000003,2026-05-28T08:37:42.640,2026-05-28T08:53:12.640,607.54,balanza,
