indice,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc,masa_g
276,Error Arduino: HX711 not found.,140.1728839,2026-05-28T08:39:20.314,2026-05-28T08:54:50.314,
277,,141.16649469999993,2026-05-28T08:39:21.307,2026-05-28T08:54:51.307,607.64
278,Error Arduino: HX711 not found.,141.18952799999988,2026-05-28T08:39:21.334,2026-05-28T08:54:51.334,
279,,142.18347289999997,2026-05-28T08:39:22.327,2026-05-28T08:54:52.327,607.63
280,Error Arduino: HX711 not found.,142.2068021,2026-05-28T08:39:22.351,2026-05-28T08:54:52.351,
281,,143.20036919999984,2026-05-28T08:39:23.344,2026-05-28T08:54:53.344,607.59
282,Error Arduino: HX711 not found.,143.22337470000002,2026-05-28T08:39:23.368,2026-05-28T08:54:53.368,
283,,144.2171515,2026-05-28T08:39:24.358,2026-05-28T08:54:54.358,607.58
284,Error Arduino: HX711 not found.,144.24023899999997,2026-05-28T08:39:24.381,2026-05-28T08:54:54.381,
285,,145.2340463999999,2026-05-28T08:39:25.374,2026-05-28T08:54:55.374,607.61
286,Error Arduino: HX711 not found.,145.25719359999994,2026-05-28T08:39:25.400,2026-05-28T08:54:55.400,
287,,146.25081619999992,2026-05-28T08:39:26.395,2026-05-28T08:54:56.395,607.55
288,Error Arduino: HX711 not found.,146.27392650000002,2026-05-28T08:39:26.414,2026-05-28T08:54:56.414,
289,,147.26765579999983,2026-05-28T08:39:27.407,2026-05-28T08:54:57.407,608.11
290,Error Arduino: HX711 not found.,147.29073949999997,2026-05-28T08:39:27.435,2026-05-28T08:54:57.435,
291,,148.28435579999996,2026-05-28T08:39:28.424,2026-05-28T08:54:58.424,607.15
292,Error Arduino: HX711 not found.,148.30750390000003,2026-05-28T08:39:28.447,2026-05-28T08:54:58.447,
293,,149.3010652999999,2026-05-28T08:39:29.443,2026-05-28T08:54:59.443,607.28
294,Error Arduino: HX711 not found.,149.32436399999983,2026-05-28T08:39:29.464,2026-05-28T08:54:59.464,
295,,150.31792849999988,2026-05-28T08:39:30.457,2026-05-28T08:55:00.457,607.26
296,Error Arduino: HX711 not found.,150.3411140999999,2026-05-28T08:39:30.485,2026-05-28T08:55:00.485,
297,,151.33476199999996,2026-05-28T08:39:31.474,2026-05-28T08:55:01.474,607.86
298,Error Arduino: HX711 not found.,151.35784279999984,2026-05-28T08:39:31.497,2026-05-28T08:55:01.497,
299,,152.35153449999984,2026-05-28T08:39:32.491,2026-05-28T08:55:02.491,607.46
300,Error Arduino: HX711 not found.,152.37482999999997,2026-05-28T08:39:32.517,2026-05-28T08:55:02.517,
301,,153.36837889999993,2026-05-28T08:39:33.507,2026-05-28T08:55:03.507,607.18
302,Error Arduino: HX711 not found.,153.39146970000002,2026-05-28T08:39:33.536,2026-05-28T08:55:03.536,
303,,154.38516619999996,2026-05-28T08:39:34.524,2026-05-28T08:55:04.524,607.07
304,Error Arduino: HX711 not found.,154.40821189999997,2026-05-28T08:39:34.550,2026-05-28T08:55:04.550,
305,,155.40206009999997,2026-05-28T08:39:35.546,2026-05-28T08:55:05.546,607.13
306,Error Arduino: HX711 not found.,155.42511459999992,2026-05-28T08:39:35.564,2026-05-28T08:55:05.564,
307,,156.4188428,2026-05-28T08:39:36.561,2026-05-28T08:55:06.561,607.13
308,Error Arduino: HX711 not found.,156.4420737999999,2026-05-28T08:39:36.580,2026-05-28T08:55:06.580,
309,,157.43578239999988,2026-05-28T08:39:37.580,2026-05-28T08:55:07.580,607.16
310,Error Arduino: HX711 not found.,157.45898850000003,2026-05-28T08:39:37.597,2026-05-28T08:55:07.597,
311,,158.45280579999985,2026-05-28T08:39:38.597,2026-05-28T08:55:08.597,607.17
312,Error Arduino: HX711 not found.,158.4761489,2026-05-28T08:39:38.620,2026-05-28T08:55:08.620,
313,,159.46963119999987,2026-05-28T08:39:39.614,2026-05-28T08:55:09.614,607.13
314,,159.48282040000004,2026-05-28T08:39:39.624,2026-05-28T08:55:09.624,607.17
315,Error Arduino: HX711 not found.,159.50594690000003,2026-05-28T08:39:39.650,2026-05-28T08:55:09.650,
316,,160.49966529999983,2026-05-28T08:39:40.643,2026-05-28T08:55:10.643,607.15
317,Error Arduino: HX711 not found.,160.52277609999987,2026-05-28T08:39:40.664,2026-05-28T08:55:10.664,
318,,161.51646149999988,2026-05-28T08:39:41.660,2026-05-28T08:55:11.660,607.13
319,Error Arduino: HX711 not found.,161.539626,2026-05-28T08:39:41.680,2026-05-28T08:55:11.680,
320,,162.53322200000002,2026-05-28T08:39:42.674,2026-05-28T08:55:12.674,607.14
321,Error Arduino: HX711 not found.,162.55633319999993,2026-05-28T08:39:42.697,2026-05-28T08:55:12.697,
322,,163.55007579999983,2026-05-28T08:39:43.691,2026-05-28T08:55:13.691,607.12
323,Error Arduino: HX711 not found.,163.5731905,2026-05-28T08:39:43.714,2026-05-28T08:55:13.714,
324,,164.56685659999994,2026-05-28T08:39:44.707,2026-05-28T08:55:14.707,607.12
325,Error Arduino: HX711 not found.,164.59018229999992,2026-05-28T08:39:44.734,2026-05-28T08:55:14.734,
326,,165.58361509999986,2026-05-28T08:39:45.724,2026-05-28T08:55:15.724,607.23
327,Error Arduino: HX711 not found.,165.60667799999987,2026-05-28T08:39:45.747,2026-05-28T08:55:15.747,
328,,166.60041349999983,2026-05-28T08:39:46.745,2026-05-28T08:55:16.745,607.19
329,Error Arduino: HX711 not found.,166.62353029999986,2026-05-28T08:39:46.764,2026-05-28T08:55:16.764,
330,,167.6171457999999,2026-05-28T08:39:47.757,2026-05-28T08:55:17.757,607.17
331,Error Arduino: HX711 not found.,167.64032929999985,2026-05-28T08:39:47.780,2026-05-28T08:55:17.780,
332,,168.63397829999985,2026-05-28T08:39:48.774,2026-05-28T08:55:18.774,607.15
333,Error Arduino: HX711 not found.,168.65706550000004,2026-05-28T08:39:48.797,2026-05-28T08:55:18.797,
334,,169.6507784999999,2026-05-28T08:39:49.791,2026-05-28T08:55:19.791,607.23
335,Error Arduino: HX711 not found.,169.67410099999984,2026-05-28T08:39:49.814,2026-05-28T08:55:19.814,
336,,170.66759860000002,2026-05-28T08:39:50.807,2026-05-28T08:55:20.807,607.17
337,Error Arduino: HX711 not found.,170.6907323999999,2026-05-28T08:39:50.835,2026-05-28T08:55:20.835,
338,,171.6844148,2026-05-28T08:39:51.828,2026-05-28T08:55:21.828,607.11
339,Error Arduino: HX711 not found.,171.7075918999999,2026-05-28T08:39:51.851,2026-05-28T08:55:21.851,
340,,172.70130729999983,2026-05-28T08:39:52.844,2026-05-28T08:55:22.844,607.21
341,Error Arduino: HX711 not found.,172.72460339999998,2026-05-28T08:39:52.864,2026-05-28T08:55:22.864,
342,,173.71821679999994,2026-05-28T08:39:53.861,2026-05-28T08:55:23.861,607.13
343,Error Arduino: HX711 not found.,173.74136239999984,2026-05-28T08:39:53.880,2026-05-28T08:55:23.880,
344,,174.7350274999999,2026-05-28T08:39:54.873,2026-05-28T08:55:24.873,607.14
345,Error Arduino: HX711 not found.,174.75807179999993,2026-05-28T08:39:54.898,2026-05-28T08:55:24.898,
346,,175.75183399999992,2026-05-28T08:39:55.895,2026-05-28T08:55:25.895,607.13
347,Error Arduino: HX711 not found.,175.7749758,2026-05-28T08:39:55.914,2026-05-28T08:55:25.914,
348,,176.76861919999988,2026-05-28T08:39:56.907,2026-05-28T08:55:26.907,607.2
349,Error Arduino: HX711 not found.,176.79170139999997,2026-05-28T08:39:56.936,2026-05-28T08:55:26.936,
350,,177.78563859999986,2026-05-28T08:39:57.930,2026-05-28T08:55:27.930,607.13
351,Error Arduino: HX711 not found.,177.80881899999986,2026-05-28T08:39:57.947,2026-05-28T08:55:27.947,
352,,178.80234240000004,2026-05-28T08:39:58.947,2026-05-28T08:55:28.947,607.17
353,Error Arduino: HX711 not found.,178.8255385,2026-05-28T08:39:58.967,2026-05-28T08:55:28.967,
354,,179.8191844999999,2026-05-28T08:39:59.963,2026-05-28T08:55:29.963,607.16
355,Error Arduino: HX711 not found.,179.84238589999995,2026-05-28T08:39:59.980,2026-05-28T08:55:29.980,
356,,180.83588969999983,2026-05-28T08:40:00.980,2026-05-28T08:55:30.980,607.15
357,Error Arduino: HX711 not found.,180.85922809999988,2026-05-28T08:40:01.000,2026-05-28T08:55:31.000,
358,,181.85278949999997,2026-05-28T08:40:01.997,2026-05-28T08:55:31.997,607.17
359,Error Arduino: HX711 not found.,181.87587140000005,2026-05-28T08:40:02.014,2026-05-28T08:55:32.014,
360,,182.86945879999985,2026-05-28T08:40:03.013,2026-05-28T08:55:33.013,607.13
361,Error Arduino: HX711 not found.,182.8925850999999,2026-05-28T08:40:03.036,2026-05-28T08:55:33.036,
362,,183.8862655999999,2026-05-28T08:40:04.030,2026-05-28T08:55:34.030,607.14
363,Error Arduino: HX711 not found.,183.9093863999999,2026-05-28T08:40:04.047,2026-05-28T08:55:34.047,
364,,184.90293769999994,2026-05-28T08:40:05.046,2026-05-28T08:55:35.046,607.14
365,Error Arduino: HX711 not found.,184.92616959999987,2026-05-28T08:40:05.064,2026-05-28T08:55:35.064,
366,,185.91961979999996,2026-05-28T08:40:06.064,2026-05-28T08:55:36.064,607.13
367,Error Arduino: HX711 not found.,185.94276969999987,2026-05-28T08:40:06.087,2026-05-28T08:55:36.087,
368,,186.93639299999995,2026-05-28T08:40:07.080,2026-05-28T08:55:37.080,607.15
369,Error Arduino: HX711 not found.,186.95970549999993,2026-05-28T08:40:07.098,2026-05-28T08:55:37.098,
370,,187.95325549999984,2026-05-28T08:40:08.097,2026-05-28T08:55:38.097,607.15
371,Error Arduino: HX711 not found.,187.9763739,2026-05-28T08:40:08.114,2026-05-28T08:55:38.114,
372,,188.9700284999999,2026-05-28T08:40:09.114,2026-05-28T08:55:39.114,607.14
373,,188.98329599999988,2026-05-28T08:40:09.127,2026-05-28T08:55:39.127,607.14
374,Error Arduino: HX711 not found.,189.00644869999996,2026-05-28T08:40:09.147,2026-05-28T08:55:39.147,
375,,190.00007540000001,2026-05-28T08:40:10.143,2026-05-28T08:55:40.143,607.15
