sensor,indice_balanza,masa_g,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s
balanza,0,,Error desde Arduino: HX711 not found.,1.373395000000528,2026-05-28T11:45:13.153,2026-05-28T12:00:43.153,-930
balanza,1,-0.0,,2.3657309000009263,2026-05-28T11:45:14.152,2026-05-28T12:00:44.152,-930
balanza,2,,Error desde Arduino: HX711 not found.,2.3889436999997997,2026-05-28T11:45:14.175,2026-05-28T12:00:44.175,-930
balanza,3,-0.05,,3.3810642000007647,2026-05-28T11:45:15.163,2026-05-28T12:00:45.163,-930
balanza,4,,Error desde Arduino: HX711 not found.,3.4042734000013297,2026-05-28T11:45:15.187,2026-05-28T12:00:45.187,-930
balanza,5,8.54,,4.3956047000010585,2026-05-28T11:45:16.178,2026-05-28T12:00:46.178,-930
balanza,6,10.31,,4.407776699999886,2026-05-28T11:45:16.191,2026-05-28T12:00:46.191,-930
balanza,7,,Error desde Arduino: HX711 not found.,4.431164600000557,2026-05-28T11:45:16.216,2026-05-28T12:00:46.216,-930
balanza,8,29.06,,5.4234488000001875,2026-05-28T11:45:17.202,2026-05-28T12:00:47.202,-930
balanza,9,,Error desde Arduino: HX711 not found.,5.44671770000059,2026-05-28T11:45:17.232,2026-05-28T12:00:47.232,-930
balanza,10,33.74,,6.439048199999888,2026-05-28T11:45:18.216,2026-05-28T12:00:48.216,-930
balanza,11,,Error desde Arduino: HX711 not found.,6.463025600000037,2026-05-28T11:45:18.250,2026-05-28T12:00:48.250,-930
balanza,12,30.68,,7.45566190000136,2026-05-28T11:45:19.239,2026-05-28T12:00:49.239,-930
balanza,13,,Error desde Arduino: HX711 not found.,7.478917899999942,2026-05-28T11:45:19.259,2026-05-28T12:00:49.259,-930
balanza,14,31.0,,8.47130720000132,2026-05-28T11:45:20.256,2026-05-28T12:00:50.256,-930
balanza,15,,Error desde Arduino: HX711 not found.,8.494614600000205,2026-05-28T11:45:20.276,2026-05-28T12:00:50.276,-930
balanza,16,30.12,,9.486703700000362,2026-05-28T11:45:21.273,2026-05-28T12:00:51.273,-930
balanza,17,,Error desde Arduino: HX711 not found.,9.5098794000005,2026-05-28T11:45:21.294,2026-05-28T12:00:51.294,-930
balanza,18,27.77,,10.502375800000664,2026-05-28T11:45:22.289,2026-05-28T12:00:52.289,-930
balanza,19,,Error desde Arduino: HX711 not found.,10.525450400000409,2026-05-28T11:45:22.309,2026-05-28T12:00:52.309,-930
balanza,20,27.62,,11.517924100000528,2026-05-28T11:45:23.303,2026-05-28T12:00:53.303,-930
balanza,21,26.61,,11.530135599999994,2026-05-28T11:45:23.313,2026-05-28T12:00:53.313,-930
balanza,22,,Error desde Arduino: HX711 not found.,11.553327600000557,2026-05-28T11:45:23.333,2026-05-28T12:00:53.333,-930
balanza,23,25.5,,12.545625200000359,2026-05-28T11:45:24.328,2026-05-28T12:00:54.328,-930
balanza,24,,Error desde Arduino: HX711 not found.,12.568785000001299,2026-05-28T11:45:24.352,2026-05-28T12:00:54.352,-930
balanza,25,24.89,,13.561185399999886,2026-05-28T11:45:25.345,2026-05-28T12:00:55.345,-930
