indice,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc,masa_g
78,Error Arduino: HX711 not found.,40.61785480000003,2026-05-28T08:42:09.747,2026-05-28T08:57:39.747,
79,,41.61042939999993,2026-05-28T08:42:10.740,2026-05-28T08:57:40.740,-0.82
80,Error Arduino: HX711 not found.,41.63371649999999,2026-05-28T08:42:10.764,2026-05-28T08:57:40.764,
81,,42.62607509999998,2026-05-28T08:42:11.749,2026-05-28T08:57:41.749,-0.73
82,Error Arduino: HX711 not found.,42.64912120000008,2026-05-28T08:42:11.780,2026-05-28T08:57:41.780,
83,,43.64171729999998,2026-05-28T08:42:12.772,2026-05-28T08:57:42.772,-0.75
84,Error Arduino: HX711 not found.,43.66498709999996,2026-05-28T08:42:12.792,2026-05-28T08:57:42.792,
85,,44.65726829999994,2026-05-28T08:42:13.782,2026-05-28T08:57:43.782,-0.77
86,Error Arduino: HX711 not found.,44.68030210000006,2026-05-28T08:42:13.811,2026-05-28T08:57:43.811,
87,,45.672837900000104,2026-05-28T08:42:14.804,2026-05-28T08:57:44.804,-0.73
88,Error Arduino: HX711 not found.,45.69609009999999,2026-05-28T08:42:14.823,2026-05-28T08:57:44.823,
89,,46.688459100000046,2026-05-28T08:42:15.819,2026-05-28T08:57:45.819,-0.74
90,Error Arduino: HX711 not found.,46.71173820000013,2026-05-28T08:42:15.840,2026-05-28T08:57:45.840,
91,,47.70413159999998,2026-05-28T08:42:16.830,2026-05-28T08:57:46.830,-0.74
92,Error Arduino: HX711 not found.,47.7272289,2026-05-28T08:42:16.850,2026-05-28T08:57:46.850,
93,,48.71980159999998,2026-05-28T08:42:17.847,2026-05-28T08:57:47.847,-0.8
94,Error Arduino: HX711 not found.,48.74301020000007,2026-05-28T08:42:17.873,2026-05-28T08:57:47.873,
95,,49.73541660000001,2026-05-28T08:42:18.866,2026-05-28T08:57:48.866,-0.77
96,Error Arduino: HX711 not found.,49.75874810000005,2026-05-28T08:42:18.890,2026-05-28T08:57:48.890,
97,,50.751097399999935,2026-05-28T08:42:19.880,2026-05-28T08:57:49.880,-0.7
98,,50.76328639999997,2026-05-28T08:42:19.890,2026-05-28T08:57:49.890,-0.71
99,Error Arduino: HX711 not found.,50.786522200000036,2026-05-28T08:42:19.913,2026-05-28T08:57:49.913,
100,,51.77889860000005,2026-05-28T08:42:20.906,2026-05-28T08:57:50.906,-0.73
101,Error Arduino: HX711 not found.,51.801966700000094,2026-05-28T08:42:20.930,2026-05-28T08:57:50.930,
102,,52.79448410000009,2026-05-28T08:42:21.923,2026-05-28T08:57:51.923,-0.71
103,Error Arduino: HX711 not found.,52.81761800000004,2026-05-28T08:42:21.947,2026-05-28T08:57:51.947,
104,,53.810032399999955,2026-05-28T08:42:22.940,2026-05-28T08:57:52.940,-0.73
105,Error Arduino: HX711 not found.,53.833392900000035,2026-05-28T08:42:22.964,2026-05-28T08:57:52.964,
106,,54.82570030000011,2026-05-28T08:42:23.949,2026-05-28T08:57:53.949,-0.72
107,Error Arduino: HX711 not found.,54.848956799999996,2026-05-28T08:42:23.979,2026-05-28T08:57:53.979,
108,,55.841348800000105,2026-05-28T08:42:24.972,2026-05-28T08:57:54.972,-0.77
109,Error Arduino: HX711 not found.,55.864520099999936,2026-05-28T08:42:24.991,2026-05-28T08:57:54.991,
110,,56.85697069999992,2026-05-28T08:42:25.980,2026-05-28T08:57:55.980,-0.77
111,Error Arduino: HX711 not found.,56.88029419999998,2026-05-28T08:42:26.006,2026-05-28T08:57:56.006,
112,,57.87259139999992,2026-05-28T08:42:26.997,2026-05-28T08:57:56.997,-0.76
113,Error Arduino: HX711 not found.,57.89594669999997,2026-05-28T08:42:27.026,2026-05-28T08:57:57.026,
114,,58.88820830000009,2026-05-28T08:42:28.013,2026-05-28T08:57:58.013,-0.76
115,Error Arduino: HX711 not found.,58.91153910000003,2026-05-28T08:42:28.040,2026-05-28T08:57:58.040,
116,,59.90395330000001,2026-05-28T08:42:29.030,2026-05-28T08:57:59.030,-0.72
117,Error Arduino: HX711 not found.,59.92705569999998,2026-05-28T08:42:29.050,2026-05-28T08:57:59.050,
118,,60.91950410000004,2026-05-28T08:42:30.047,2026-05-28T08:58:00.047,-0.73
119,Error Arduino: HX711 not found.,60.942669900000055,2026-05-28T08:42:30.073,2026-05-28T08:58:00.073,
120,,61.935110099999974,2026-05-28T08:42:31.066,2026-05-28T08:58:01.066,-0.78
121,Error Arduino: HX711 not found.,61.95820700000013,2026-05-28T08:42:31.082,2026-05-28T08:58:01.082,
122,,62.95079620000001,2026-05-28T08:42:32.080,2026-05-28T08:58:02.080,-0.78
123,Error Arduino: HX711 not found.,62.97399949999999,2026-05-28T08:42:32.104,2026-05-28T08:58:02.104,
124,,63.96650969999996,2026-05-28T08:42:33.097,2026-05-28T08:58:03.097,-0.76
125,Error Arduino: HX711 not found.,63.98985850000008,2026-05-28T08:42:33.113,2026-05-28T08:58:03.113,
126,,64.98210109999991,2026-05-28T08:42:34.113,2026-05-28T08:58:04.113,-0.77
127,Error Arduino: HX711 not found.,65.00534760000005,2026-05-28T08:42:34.130,2026-05-28T08:58:04.130,
128,,65.99767850000012,2026-05-28T08:42:35.123,2026-05-28T08:58:05.123,-0.74
129,Error Arduino: HX711 not found.,66.02081190000013,2026-05-28T08:42:35.147,2026-05-28T08:58:05.147,
130,,67.01333320000003,2026-05-28T08:42:36.143,2026-05-28T08:58:06.143,-0.76
131,,67.02542569999991,2026-05-28T08:42:36.147,2026-05-28T08:58:06.147,-0.76
132,Error Arduino: HX711 not found.,67.04849239999999,2026-05-28T08:42:36.179,2026-05-28T08:58:06.179,
133,,68.04116040000008,2026-05-28T08:42:37.171,2026-05-28T08:58:07.171,-0.78
134,Error Arduino: HX711 not found.,68.06448300000011,2026-05-28T08:42:37.193,2026-05-28T08:58:07.193,
135,,69.05675969999993,2026-05-28T08:42:38.186,2026-05-28T08:58:08.186,-0.73
136,Error Arduino: HX711 not found.,69.08000519999996,2026-05-28T08:42:38.206,2026-05-28T08:58:08.206,
137,,70.07245890000013,2026-05-28T08:42:39.200,2026-05-28T08:58:09.200,-0.71
138,Error Arduino: HX711 not found.,70.09572470000012,2026-05-28T08:42:39.223,2026-05-28T08:58:09.223,
139,,71.08801349999999,2026-05-28T08:42:40.213,2026-05-28T08:58:10.213,-0.73
140,Error Arduino: HX711 not found.,71.11136220000003,2026-05-28T08:42:40.240,2026-05-28T08:58:10.240,
141,,72.10350829999993,2026-05-28T08:42:41.234,2026-05-28T08:58:11.234,-0.78
142,Error Arduino: HX711 not found.,72.12668570000005,2026-05-28T08:42:41.250,2026-05-28T08:58:11.250,
143,,73.11921600000005,2026-05-28T08:42:42.247,2026-05-28T08:58:12.247,-0.78
144,Error Arduino: HX711 not found.,73.14259689999994,2026-05-28T08:42:42.273,2026-05-28T08:58:12.273,
145,,74.13486929999999,2026-05-28T08:42:43.266,2026-05-28T08:58:13.266,-0.76
146,Error Arduino: HX711 not found.,74.15802950000011,2026-05-28T08:42:43.282,2026-05-28T08:58:13.282,
147,,75.15041049999991,2026-05-28T08:42:44.281,2026-05-28T08:58:14.281,-0.78
148,Error Arduino: HX711 not found.,75.17362030000004,2026-05-28T08:42:44.304,2026-05-28T08:58:14.304,
149,,76.16607240000008,2026-05-28T08:42:45.297,2026-05-28T08:58:15.297,-0.77
150,Error Arduino: HX711 not found.,76.18919630000005,2026-05-28T08:42:45.313,2026-05-28T08:58:15.313,
151,,77.1818568000001,2026-05-28T08:42:46.313,2026-05-28T08:58:16.313,-0.73
152,Error Arduino: HX711 not found.,77.20507399999997,2026-05-28T08:42:46.330,2026-05-28T08:58:16.330,
153,,78.197363,2026-05-28T08:42:47.325,2026-05-28T08:58:17.325,-0.75
154,Error Arduino: HX711 not found.,78.2204663,2026-05-28T08:42:47.347,2026-05-28T08:58:17.347,
155,,79.21290799999997,2026-05-28T08:42:48.343,2026-05-28T08:58:18.343,-0.77
156,Error Arduino: HX711 not found.,79.23627340000007,2026-05-28T08:42:48.367,2026-05-28T08:58:18.367,
157,,80.22846929999992,2026-05-28T08:42:49.357,2026-05-28T08:58:19.357,-0.78
158,Error Arduino: HX711 not found.,80.25183829999992,2026-05-28T08:42:49.383,2026-05-28T08:58:19.383,
159,,81.24420250000003,2026-05-28T08:42:50.374,2026-05-28T08:58:20.374,-0.71
160,Error Arduino: HX711 not found.,81.2673764000001,2026-05-28T08:42:50.397,2026-05-28T08:58:20.397,
161,,82.25989329999993,2026-05-28T08:42:51.383,2026-05-28T08:58:21.383,-0.73
162,Error Arduino: HX711 not found.,82.2829021,2026-05-28T08:42:51.413,2026-05-28T08:58:21.413,
163,,83.27560870000002,2026-05-28T08:42:52.406,2026-05-28T08:58:22.406,-0.71
164,,83.28786630000013,2026-05-28T08:42:52.413,2026-05-28T08:58:22.413,-0.75
165,Error Arduino: HX711 not found.,83.31096950000006,2026-05-28T08:42:52.440,2026-05-28T08:58:22.440,
166,,84.30349449999994,2026-05-28T08:42:53.430,2026-05-28T08:58:23.430,-0.74
167,Error Arduino: HX711 not found.,84.32682109999996,2026-05-28T08:42:53.456,2026-05-28T08:58:23.456,
168,,85.31904570000006,2026-05-28T08:42:54.450,2026-05-28T08:58:24.450,-0.76
169,Error Arduino: HX711 not found.,85.34211260000006,2026-05-28T08:42:54.472,2026-05-28T08:58:24.472,
170,,86.33461310000007,2026-05-28T08:42:55.465,2026-05-28T08:58:25.465,-0.8
171,Error Arduino: HX711 not found.,86.35783740000011,2026-05-28T08:42:55.480,2026-05-28T08:58:25.480,
172,,87.35012989999996,2026-05-28T08:42:56.480,2026-05-28T08:58:26.480,-0.75
173,Error Arduino: HX711 not found.,87.37336060000007,2026-05-28T08:42:56.504,2026-05-28T08:58:26.504,
174,,88.36571170000002,2026-05-28T08:42:57.497,2026-05-28T08:58:27.497,-0.73
175,Error Arduino: HX711 not found.,88.38880280000012,2026-05-28T08:42:57.513,2026-05-28T08:58:27.513,
176,,89.38134319999995,2026-05-28T08:42:58.510,2026-05-28T08:58:28.510,-0.74
177,Error Arduino: HX711 not found.,89.40467740000008,2026-05-28T08:42:58.530,2026-05-28T08:58:28.530,
178,,90.39698799999996,2026-05-28T08:42:59.523,2026-05-28T08:58:29.523,-0.81
179,Error Arduino: HX711 not found.,90.42013999999995,2026-05-28T08:42:59.547,2026-05-28T08:58:29.547,
180,,91.41265739999994,2026-05-28T08:43:00.540,2026-05-28T08:58:30.540,-0.79
181,Error Arduino: HX711 not found.,91.43595030000006,2026-05-28T08:43:00.567,2026-05-28T08:58:30.567,
182,,92.42828299999996,2026-05-28T08:43:01.556,2026-05-28T08:58:31.556,-0.78
183,Error Arduino: HX711 not found.,92.45157480000012,2026-05-28T08:43:01.582,2026-05-28T08:58:31.582,
184,,93.44383760000005,2026-05-28T08:43:02.575,2026-05-28T08:58:32.575,-0.76
185,Error Arduino: HX711 not found.,93.46721070000012,2026-05-28T08:43:02.597,2026-05-28T08:58:32.597,
186,,94.45955010000011,2026-05-28T08:43:03.589,2026-05-28T08:58:33.589,-0.78
187,Error Arduino: HX711 not found.,94.48272270000007,2026-05-28T08:43:03.613,2026-05-28T08:58:33.613,
188,,95.47521400000005,2026-05-28T08:43:04.604,2026-05-28T08:58:34.604,-0.72
189,Error Arduino: HX711 not found.,95.4986100000001,2026-05-28T08:43:04.629,2026-05-28T08:58:34.629,
190,,96.4908719,2026-05-28T08:43:05.622,2026-05-28T08:58:35.622,-0.76
191,Error Arduino: HX711 not found.,96.51419549999991,2026-05-28T08:43:05.640,2026-05-28T08:58:35.640,
192,,97.50656750000007,2026-05-28T08:43:06.632,2026-05-28T08:58:36.632,-0.73
193,Error Arduino: HX711 not found.,97.52969380000013,2026-05-28T08:43:06.656,2026-05-28T08:58:36.656,
194,,98.52215249999995,2026-05-28T08:43:07.647,2026-05-28T08:58:37.647,-0.74
195,Error Arduino: HX711 not found.,98.54545570000005,2026-05-28T08:43:07.676,2026-05-28T08:58:37.676,
196,,99.53786070000001,2026-05-28T08:43:08.669,2026-05-28T08:58:38.669,-0.72
197,,99.54989030000002,2026-05-28T08:43:08.680,2026-05-28T08:58:38.680,-0.72
198,Error Arduino: HX711 not found.,99.57310120000011,2026-05-28T08:43:08.704,2026-05-28T08:58:38.704,
199,,100.56543590000001,2026-05-28T08:43:09.696,2026-05-28T08:58:39.696,-0.75
