indice,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc,masa_g
0,Error Arduino: HX711 not found.,1.9757621000001109,2026-05-28T08:41:31.104,2026-05-28T08:57:01.104,
1,,2.9680445999999847,2026-05-28T08:41:32.098,2026-05-28T08:57:02.098,-0.02
2,Error Arduino: HX711 not found.,2.9911167000000205,2026-05-28T08:41:32.121,2026-05-28T08:57:02.121,
3,,3.983740800000078,2026-05-28T08:41:33.112,2026-05-28T08:57:03.112,-0.0
4,Error Arduino: HX711 not found.,4.00708520000012,2026-05-28T08:41:33.133,2026-05-28T08:57:03.133,
5,,4.999336600000106,2026-05-28T08:41:34.130,2026-05-28T08:57:04.130,-0.03
6,Error Arduino: HX711 not found.,5.022697999999991,2026-05-28T08:41:34.153,2026-05-28T08:57:04.153,
7,,6.014108999999962,2026-05-28T08:41:35.145,2026-05-28T08:57:05.145,0.01
8,Error Arduino: HX711 not found.,6.037466100000074,2026-05-28T08:41:35.168,2026-05-28T08:57:05.168,
9,,7.0298599000000195,2026-05-28T08:41:36.160,2026-05-28T08:57:06.160,-0.01
10,Error Arduino: HX711 not found.,7.053103100000044,2026-05-28T08:41:36.182,2026-05-28T08:57:06.182,
11,,8.044476400000121,2026-05-28T08:41:37.175,2026-05-28T08:57:07.175,0.01
12,Error Arduino: HX711 not found.,8.067710000000034,2026-05-28T08:41:37.194,2026-05-28T08:57:07.194,
13,,9.058979700000009,2026-05-28T08:41:38.183,2026-05-28T08:57:08.183,0.02
14,Error Arduino: HX711 not found.,9.082112199999983,2026-05-28T08:41:38.211,2026-05-28T08:57:08.211,
15,,10.074716800000033,2026-05-28T08:41:39.204,2026-05-28T08:57:09.204,-0.01
16,Error Arduino: HX711 not found.,10.098025400000097,2026-05-28T08:41:39.224,2026-05-28T08:57:09.224,
17,,11.09038970000006,2026-05-28T08:41:40.214,2026-05-28T08:57:10.214,-0.01
18,Error Arduino: HX711 not found.,11.113522899999907,2026-05-28T08:41:40.244,2026-05-28T08:57:10.244,
19,,12.108082100000047,2026-05-28T08:41:41.237,2026-05-28T08:57:11.237,-606.93
20,Error Arduino: HX711 not found.,12.131413399999929,2026-05-28T08:41:41.254,2026-05-28T08:57:11.254,
21,,13.125913099999934,2026-05-28T08:41:42.257,2026-05-28T08:57:12.257,-607.06
22,Error Arduino: HX711 not found.,13.1492717000001,2026-05-28T08:41:42.280,2026-05-28T08:57:12.280,
23,,14.143680700000004,2026-05-28T08:41:43.274,2026-05-28T08:57:13.274,-607.06
24,Error Arduino: HX711 not found.,14.166979900000115,2026-05-28T08:41:43.297,2026-05-28T08:57:13.297,
25,,15.161379800000077,2026-05-28T08:41:44.291,2026-05-28T08:57:14.291,-607.08
26,Error Arduino: HX711 not found.,15.184703000000127,2026-05-28T08:41:44.310,2026-05-28T08:57:14.310,
27,,16.17923369999994,2026-05-28T08:41:45.304,2026-05-28T08:57:15.304,-607.14
28,Error Arduino: HX711 not found.,16.202530600000046,2026-05-28T08:41:45.332,2026-05-28T08:57:15.332,
29,,17.19696490000001,2026-05-28T08:41:46.318,2026-05-28T08:57:16.318,-607.11
30,Error Arduino: HX711 not found.,17.220250999999962,2026-05-28T08:41:46.350,2026-05-28T08:57:16.350,
31,,18.214709000000084,2026-05-28T08:41:47.343,2026-05-28T08:57:17.343,-607.12
32,Error Arduino: HX711 not found.,18.238072399999965,2026-05-28T08:41:47.363,2026-05-28T08:57:17.363,
33,,19.232375300000058,2026-05-28T08:41:48.363,2026-05-28T08:57:18.363,-607.11
34,Error Arduino: HX711 not found.,19.25569399999995,2026-05-28T08:41:48.387,2026-05-28T08:57:18.387,
35,,20.250198700000055,2026-05-28T08:41:49.380,2026-05-28T08:57:19.380,-607.14
36,Error Arduino: HX711 not found.,20.27351449999992,2026-05-28T08:41:49.404,2026-05-28T08:57:19.404,
37,,21.268020100000058,2026-05-28T08:41:50.397,2026-05-28T08:57:20.397,-607.13
38,Error Arduino: HX711 not found.,21.291336499999943,2026-05-28T08:41:50.414,2026-05-28T08:57:20.414,
39,,22.285777300000063,2026-05-28T08:41:51.413,2026-05-28T08:57:21.413,-607.17
40,,22.299910599999976,2026-05-28T08:41:51.430,2026-05-28T08:57:21.430,-607.22
41,Error Arduino: HX711 not found.,22.323028300000033,2026-05-28T08:41:51.447,2026-05-28T08:57:21.447,
42,,23.317506200000025,2026-05-28T08:41:52.448,2026-05-28T08:57:22.448,-607.18
43,Error Arduino: HX711 not found.,23.340853100000004,2026-05-28T08:41:52.463,2026-05-28T08:57:22.463,
44,,24.333283299999948,2026-05-28T08:41:53.464,2026-05-28T08:57:23.464,58.04
45,Error Arduino: HX711 not found.,24.356544199999917,2026-05-28T08:41:53.485,2026-05-28T08:57:23.485,
46,,25.34879890000002,2026-05-28T08:41:54.480,2026-05-28T08:57:24.480,-0.87
47,Error Arduino: HX711 not found.,25.371911799999907,2026-05-28T08:41:54.497,2026-05-28T08:57:24.497,
48,,26.364353200000096,2026-05-28T08:41:55.490,2026-05-28T08:57:25.490,-0.84
49,Error Arduino: HX711 not found.,26.387458599999945,2026-05-28T08:41:55.513,2026-05-28T08:57:25.513,
50,,27.379827100000057,2026-05-28T08:41:56.506,2026-05-28T08:57:26.506,-0.9
51,Error Arduino: HX711 not found.,27.403001599999925,2026-05-28T08:41:56.530,2026-05-28T08:57:26.530,
52,,28.395523599999933,2026-05-28T08:41:57.523,2026-05-28T08:57:27.523,-0.83
53,Error Arduino: HX711 not found.,28.418626899999936,2026-05-28T08:41:57.547,2026-05-28T08:57:27.547,
54,,29.411125600000105,2026-05-28T08:41:58.540,2026-05-28T08:57:28.540,-0.77
55,Error Arduino: HX711 not found.,29.43438160000005,2026-05-28T08:41:58.565,2026-05-28T08:57:28.565,
56,,30.426733400000103,2026-05-28T08:41:59.557,2026-05-28T08:57:29.557,-0.79
57,Error Arduino: HX711 not found.,30.449730600000066,2026-05-28T08:41:59.580,2026-05-28T08:57:29.580,
58,,31.44225920000008,2026-05-28T08:42:00.573,2026-05-28T08:57:30.573,-0.76
59,Error Arduino: HX711 not found.,31.465221100000008,2026-05-28T08:42:00.596,2026-05-28T08:57:30.596,
60,,32.457889900000055,2026-05-28T08:42:01.580,2026-05-28T08:57:31.580,-0.74
61,Error Arduino: HX711 not found.,32.480987599999935,2026-05-28T08:42:01.607,2026-05-28T08:57:31.607,
62,,33.473514499999965,2026-05-28T08:42:02.604,2026-05-28T08:57:32.604,-0.78
63,Error Arduino: HX711 not found.,33.49660539999991,2026-05-28T08:42:02.624,2026-05-28T08:57:32.624,
64,,34.48907989999998,2026-05-28T08:42:03.613,2026-05-28T08:57:33.613,-0.81
65,,34.501216699999986,2026-05-28T08:42:03.630,2026-05-28T08:57:33.630,-0.82
66,Error Arduino: HX711 not found.,34.52430350000009,2026-05-28T08:42:03.647,2026-05-28T08:57:33.647,
67,,35.516748100000086,2026-05-28T08:42:04.647,2026-05-28T08:57:34.647,-0.78
68,Error Arduino: HX711 not found.,35.54007550000006,2026-05-28T08:42:04.670,2026-05-28T08:57:34.670,
69,,36.53238970000007,2026-05-28T08:42:05.663,2026-05-28T08:57:35.663,-0.82
70,Error Arduino: HX711 not found.,36.5556004,2026-05-28T08:42:05.680,2026-05-28T08:57:35.680,
71,,37.54788819999999,2026-05-28T08:42:06.677,2026-05-28T08:57:36.677,-0.79
72,Error Arduino: HX711 not found.,37.57099100000005,2026-05-28T08:42:06.697,2026-05-28T08:57:36.697,
73,,38.563511500000004,2026-05-28T08:42:07.690,2026-05-28T08:57:37.690,-0.76
74,Error Arduino: HX711 not found.,38.58670639999991,2026-05-28T08:42:07.717,2026-05-28T08:57:37.717,
75,,39.57905559999995,2026-05-28T08:42:08.706,2026-05-28T08:57:38.706,-0.76
76,Error Arduino: HX711 not found.,39.60211470000013,2026-05-28T08:42:08.730,2026-05-28T08:57:38.730,
77,,40.59473040000012,2026-05-28T08:42:09.724,2026-05-28T08:57:39.724,-0.77
