t,V,T,W
0.415492300000551,0.0010426,27.014576985072996,
0.6314815000005183,0.001046505,27.111103689836032,
0.8466599000003043,0.001045772,27.092985515156204,
1.061684600001172,0.001041176,26.97937531544676,
1.2770094999996218,0.001031376,26.737085130784898,
1.492043800000829,0.001025859,26.600661461263286,
1.707096800000727,0.00099156,25.752130281727975,29.75
1.921987100000479,0.000897615,23.424593020780907,29.75
2.136853100000735,0.000816013,21.398885785731697,
2.3516626000000542,0.000624804,16.63859596280933,
2.5665444000005664,0.000513322,13.855129293455017,
2.781362400000944,0.000506873,13.693949247827968,29.16
2.996480499999961,0.000502601,13.5871697875297,29.16
3.211579900000288,0.000490854,13.293513741132982,
3.426476900000125,0.000676085,17.917068226027187,
3.641376499999751,0.000597384,15.954488278845872,27.93
3.8563991999999416,0.000555777,14.915778529318384,27.93
4.071621099999902,0.000390009,10.77043275473351,27.93
4.286423800000193,0.000356632,9.934601721849873,
4.501827300000514,0.000291562,8.304192459852967,
4.716652299999623,0.000281563,8.053559239163054,26.12
4.931770299999698,0.000281699,8.05696834818345,26.12
5.1467339000009815,0.000292148,8.318880302569083,
5.361716900000829,0.000272444,7.824963881236805,
5.576530000000275,0.000266728,7.681665595794129,
5.791477099999611,0.000248887,7.234352897105542,23.93
6.006622000000789,0.00021597,6.408890378888017,23.93
6.221775900001376,0.000209165,6.238217245375121,
6.436768999999913,0.000192738,5.826189532034109,
6.651710699999967,0.000143917,4.601439035323818,21.93
6.866810000001351,0.000138871,4.474838332415601,21.93
7.08188070000142,0.000114277,3.8577651653911866,21.93
7.296736399999645,0.000103305,3.5824623415835886,
7.511873800000103,9.9044e-05,3.475546583444965,
7.726793600000747,0.000101232,3.5304473149649,22.79
7.9417723000005935,7.1446e-05,2.783055753505297,22.79
8.156810899999982,4.9491e-05,2.2321595722511973,22.79
8.371637000000192,4.4455e-05,2.105797579224254,
8.586634400000548,3.499e-05,1.8683070243312268,
8.801606900000479,3.6634e-05,1.9095570704473415,21.56
9.01661570000033,-1.9107e-05,0.511057685872044,21.56
9.23157429999992,-5.0077e-05,-0.2668928688085098,
9.446666600000754,-2.9378e-05,0.2534017861835387,
9.661912700001269,-6.418e-05,-0.6224800572056426,
9.87716040000123,-9.8855e-05,-1.4985700421435642,20.04
10.092201000001296,-1.583e-05,0.5932666356283623,20.04
10.307302700000946,-5.0831e-05,-0.285892668137957,
10.52217500000006,-0.00011946,-2.0203152695042297,
