t,V,T,W
0.4155471999984002,0.000407326,11.599198023947173,
0.6552645000010671,2.4415e-05,1.9992086188246625,
0.8699225999989721,-0.000256624,-5.108525083462223,
1.0849125999993705,-0.000387978,-8.474154106478066,
1.300101500000892,-0.000530744,-12.154243605124405,
1.515278499999113,-0.000618574,-14.428488261649195,
1.7302512999995088,-0.000751184,-17.876866321463392,-35.67
1.945188199999393,-0.00094386,-22.920712426493903,-35.67
2.160308400001668,-0.001093987,-26.881661640565305,
2.375248600001214,-0.001239412,-30.74785107169708,
2.590350200000102,-0.001318522,-32.864231718680976,
2.805439399999159,-0.001446483,-36.30862696877914,
3.020675399999164,-0.001998847,-51.51260186464204,
3.2355523000005637,-0.002189765,-56.90747453977687,
3.4508382999993046,-0.002187179,-56.83388462661868,
3.665859000000637,-0.002140672,-55.51288625969321,
3.881167100000312,-0.002335735,-61.08514382958399,
4.096290000001318,-0.001936384,-49.76390814593428,
4.311407599998347,-0.001988461,-51.22129066821992,
4.52636480000001,-0.001762963,-44.949441221551076,
4.741566199998488,-0.001717378,-43.6935528381036,-3.17
4.956799799998407,-0.001689099,-42.916416747376836,-3.17
5.171853200001351,-0.001813951,-46.358875844845,-3.17
5.387040300000081,-0.001631139,-41.32824721823569,
5.601957499999116,-0.001419859,-35.58975248460204,
5.817151700000977,-0.00144752,-36.33665112948136,
6.032208000000537,-0.001704301,-43.33399768110636,-5.84
6.247514300001058,-0.001829614,-46.79284604348162,-5.84
6.462455500000942,-0.001900546,-48.76413961091251,
6.67756240000017,-0.001978588,-50.9445718481784,
6.892873400000099,-0.002327034,-60.83478956757571,112.76
7.1078338000006624,-0.00267194,-70.89607978507779,112.76
7.32306299999982,-0.001848051,-47.30428573907871,
7.53823199999897,-0.001871755,-47.96280772190099,
7.753363499999978,-0.001618721,-40.98878052308822,
7.968437499999709,-0.001630071,-41.29904063493753,-12.86
8.183461699998588,-0.001628228,-41.24864502145103,-12.86
8.398550099998829,-0.001365332,-34.12114227012615,
8.61374060000162,-0.001090553,-26.790728241118092,
8.828839800000424,-0.001034373,-25.305314522427626,-22.67
9.04394609999872,-0.000939986,-22.818877516316903,-22.67
9.25914550000016,-0.001177756,-29.104975822186812,-22.67
9.474366200000077,-0.001792959,-45.77800038534629,
9.689784999998665,-0.001833917,-46.91215140557214,
9.904752800001006,-0.001719252,-43.745105164364254,-26.39
10.119832100001076,-0.00162627,-41.19511158256677,-26.39
10.334699899998668,-0.001614397,-40.87064251052994,-26.39
10.549855299999765,-0.002017305,-52.03086388910524,
10.765099299998838,-0.001902578,-48.820757679202224,
10.980165100001614,-0.001714991,-43.627897812861825,-28.0
11.195242400001009,-0.001758294,-44.82062711580269,-28.0
11.410333100000573,-0.002090449,-54.091504920523754,
11.625299999999696,-0.002111954,-54.699474668626856,
11.840487000001303,-0.001957523,-50.35482600750003,
12.05556230000002,-0.001992031,-51.321398841572794,-34.2
12.27051339999889,-0.001975531,-50.85893088501772,-34.2
12.48594360000061,-0.002160146,-56.06546748334764,
12.700855600000068,-0.002057291,-53.155989692245846,
12.915856600000552,-0.002140222,-55.500126918329045,-34.9
13.130879500000448,-0.0020898,-54.07317208481696,-34.9
13.345979500001704,-0.002096406,-54.25981845477616,-34.9
13.561031699999148,-0.002044602,-52.79858902071672,
13.77600860000166,-0.001994513,-51.3910131549065,
13.990952799998922,-0.002081937,-53.85112955435184,-37.68
14.206200900000113,-0.002048978,-52.92180654912619,-37.68
14.421268499998405,-0.002165632,-56.22128091564817,-37.68
14.636599299999943,-0.00211388,-54.75397229341125,
14.85176760000104,-0.002189179,-56.890797446868625,
15.0667011000005,-0.002156607,-55.96498696088013,-41.15
15.281937700001436,-0.002125575,-55.08505944361163,-41.15
15.496947700001328,-0.002093873,-54.18824007948214,
15.712185299998964,-0.002080241,-53.80325332621331,
15.927098700001808,-0.002111127,-54.67607648075915,
16.142558600000484,-0.002109431,-54.628096317338255,-39.34
16.35750199999893,-0.002145457,-55.648587254176576,-39.34
16.572643499999685,-0.002080817,-53.81951250302704,
16.787602699998388,-0.002154388,-55.901998002109295,
17.002838899999915,-0.002049565,-52.93833805830374,-42.76
17.21784299999854,-0.002101788,-54.41194957915016,-42.76
17.43311679999897,-0.00207376,-53.62035712272253,-42.76
17.648237599998538,-0.001984483,-51.10977211010851,
17.86322740000105,-0.002088669,-54.041225908949244,
18.078435600000372,-0.0021473,-55.700867128207946,-40.43
18.29336179999882,-0.002193765,-57.0213311760467,-40.43
18.50851369999873,-0.002186363,-56.810666676674835,
18.72361549999914,-0.002154472,-55.90438225052104,
18.93874710000091,-0.001999266,-51.52435878072293,
19.15382479999971,-0.001932238,-49.64811645762243,-43.47
19.36903439999878,-0.002011369,-51.86411734684385,-43.47
19.584049900000537,-0.002062924,-53.314756837640886,
19.799121000000014,-0.00210786,-54.58365783753689,
20.0142339999984,-0.002145551,-55.65125355109928,
20.22935670000152,-0.002111232,-54.67904715017237,-43.86
20.444372099998876,-0.002108698,-54.60736148437633,-43.86
20.65930790000129,-0.002131543,-55.25412597481329,
20.874687300001824,-0.002210872,-57.508658662199764,
21.08967069999926,-0.002156827,-55.97123249659685,-48.6
21.30493790000037,-0.002162722,-56.13862303321014,-48.6
21.519922899999077,-0.002150388,-55.78847981127345,-48.6
21.735015999998723,-0.002143782,-55.60107926904457,
21.949942300001567,-0.002169443,-56.32955896210662,
22.16504519999944,-0.002189137,-56.88960218883721,-48.85
22.38021049999952,-0.002178165,-56.57748563459892,-48.85
22.595329200001288,-0.002177348,-56.55425510665778,
22.8104405999984,-0.002152001,-55.834251910493215,
23.025811700001213,-0.002138223,-55.44345229596192,
