sensor,indice_balanza,masa_g,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s,indice_multimetro,voltaje_V
multimetro,,,,0.5220142999996824,2026-05-28T09:42:48.221,2026-05-28T09:58:18.221,-930,0.0,2.6049e-05
balanza,0.0,,Error desde Arduino: HX711 not found.,1.020980999999665,2026-05-28T09:42:48.720,2026-05-28T09:58:18.720,-930,,
multimetro,,,,1.0474659999999858,2026-05-28T09:42:48.747,2026-05-28T09:58:18.747,-930,1.0,1.7621e-05
multimetro,,,,1.572124399999666,2026-05-28T09:42:49.269,2026-05-28T09:58:19.269,-930,2.0,1.6971e-05
balanza,1.0,-0.06,,2.013270499999635,2026-05-28T09:42:49.704,2026-05-28T09:58:19.704,-930,,
balanza,2.0,,Error desde Arduino: HX711 not found.,2.0363820000002306,2026-05-28T09:42:49.734,2026-05-28T09:58:19.734,-930,,
multimetro,,,,2.0968093999999837,2026-05-28T09:42:49.791,2026-05-28T09:58:19.791,-930,3.0,2.2112e-05
multimetro,,,,2.6213294999997743,2026-05-28T09:42:50.321,2026-05-28T09:58:20.321,-930,4.0,2.4091e-05
balanza,3.0,-0.02,,3.0288798999999926,2026-05-28T09:42:50.721,2026-05-28T09:58:20.721,-930,,
balanza,4.0,,Error desde Arduino: HX711 not found.,3.0519766999996136,2026-05-28T09:42:50.750,2026-05-28T09:58:20.750,-930,,
multimetro,,,,3.1464108000000124,2026-05-28T09:42:50.844,2026-05-28T09:58:20.844,-930,5.0,2.0479e-05
multimetro,,,,3.671130699999594,2026-05-28T09:42:51.371,2026-05-28T09:58:21.371,-930,6.0,1.4951e-05
balanza,5.0,-0.05,,4.044460899999649,2026-05-28T09:42:51.742,2026-05-28T09:58:21.742,-930,,
balanza,6.0,,Error desde Arduino: HX711 not found.,4.067866600000343,2026-05-28T09:42:51.768,2026-05-28T09:58:21.768,-930,,
multimetro,,,,4.195913700000347,2026-05-28T09:42:51.889,2026-05-28T09:58:21.889,-930,7.0,1.7275e-05
multimetro,,,,4.72076879999986,2026-05-28T09:42:52.419,2026-05-28T09:58:22.419,-930,8.0,2.7693e-05
balanza,7.0,-0.04,,5.0602405999998155,2026-05-28T09:42:52.758,2026-05-28T09:58:22.758,-930,,
balanza,8.0,,Error desde Arduino: HX711 not found.,5.0835925000001225,2026-05-28T09:42:52.778,2026-05-28T09:58:22.778,-930,,
multimetro,,,,5.245702399999573,2026-05-28T09:42:52.938,2026-05-28T09:58:22.938,-930,9.0,2.5358e-05
multimetro,,,,5.770401099999617,2026-05-28T09:42:53.470,2026-05-28T09:58:23.470,-930,10.0,1.5391e-05
balanza,9.0,-0.03,,6.0758636999999,2026-05-28T09:42:53.771,2026-05-28T09:58:23.771,-930,,
balanza,10.0,,Error desde Arduino: HX711 not found.,6.099207799999931,2026-05-28T09:42:53.791,2026-05-28T09:58:23.791,-930,,
multimetro,,,,6.295271899999534,2026-05-28T09:42:53.988,2026-05-28T09:58:23.988,-930,11.0,1.8699e-05
multimetro,,,,6.820135500000106,2026-05-28T09:42:54.514,2026-05-28T09:58:24.514,-930,12.0,2.675e-05
balanza,11.0,-0.06,,7.091379700000289,2026-05-28T09:42:54.784,2026-05-28T09:58:24.784,-930,,
balanza,12.0,,Error desde Arduino: HX711 not found.,7.114486399999805,2026-05-28T09:42:54.814,2026-05-28T09:58:24.814,-930,,
multimetro,,,,7.344983500000126,2026-05-28T09:42:55.037,2026-05-28T09:58:25.037,-930,13.0,3.2027e-05
multimetro,,,,7.869667500000105,2026-05-28T09:42:55.564,2026-05-28T09:58:25.564,-930,14.0,2.3013e-05
balanza,13.0,-0.02,,8.10695190000024,2026-05-28T09:42:55.806,2026-05-28T09:58:25.806,-930,,
balanza,14.0,-0.02,,8.119066000000203,2026-05-28T09:42:55.818,2026-05-28T09:58:25.818,-930,,
balanza,15.0,,Error desde Arduino: HX711 not found.,8.14218979999987,2026-05-28T09:42:55.841,2026-05-28T09:58:25.841,-930,,
multimetro,,,,8.394363599999451,2026-05-28T09:42:56.091,2026-05-28T09:58:26.091,-930,15.0,4.82e-07
multimetro,,,,8.919102300000304,2026-05-28T09:42:56.614,2026-05-28T09:58:26.614,-930,16.0,1.3003e-05
balanza,16.0,-0.08,,9.134604500000023,2026-05-28T09:42:56.834,2026-05-28T09:58:26.834,-930,,
balanza,17.0,,Error desde Arduino: HX711 not found.,9.157796499999677,2026-05-28T09:42:56.858,2026-05-28T09:58:26.858,-930,,
multimetro,,,,9.443999299999632,2026-05-28T09:42:57.142,2026-05-28T09:58:27.142,-930,17.0,-9.842e-06
multimetro,,,,9.968545400000039,2026-05-28T09:42:57.668,2026-05-28T09:58:27.668,-930,18.0,3.7974e-05
balanza,18.0,-0.01,,10.150128600000244,2026-05-28T09:42:57.844,2026-05-28T09:58:27.844,-930,,
multimetro,,,,10.49341639999966,2026-05-28T09:42:58.187,2026-05-28T09:58:28.187,-930,19.0,1.1705e-05
