sensor,indice_balanza,masa_g,error,tiempo_s,fecha_hora_corregida,fecha_hora_pc_sin_corregir,correccion_reloj_s,indice_multimetro,voltaje_V
multimetro,,,,0.5211833000003026,2026-05-28T09:25:46.043,2026-05-28T09:41:16.043,-930,0.0,5.4181e-05
multimetro,,,,1.0462502999998833,2026-05-28T09:25:46.560,2026-05-28T09:41:16.560,-930,1.0,4.523e-06
balanza,0.0,,Error desde Arduino: HX711 not found.,1.4130639000004521,2026-05-28T09:25:46.933,2026-05-28T09:41:16.933,-930,,
multimetro,,,,1.5702209999999468,2026-05-28T09:25:47.091,2026-05-28T09:41:17.091,-930,2.0,2.4688e-05
multimetro,,,,2.094213100000161,2026-05-28T09:25:47.617,2026-05-28T09:41:17.617,-930,3.0,1.5621e-05
balanza,1.0,11.58,,2.4055287999999564,2026-05-28T09:25:47.923,2026-05-28T09:41:17.923,-930,,
balanza,2.0,,Error desde Arduino: HX711 not found.,2.4285898000007364,2026-05-28T09:25:47.952,2026-05-28T09:41:17.952,-930,,
multimetro,,,,2.618056300000717,2026-05-28T09:25:48.141,2026-05-28T09:41:18.141,-930,4.0,9.904e-06
multimetro,,,,3.1422209000002113,2026-05-28T09:25:48.657,2026-05-28T09:41:18.657,-930,5.0,2.2573e-05
balanza,3.0,7.77,,3.4202124000003096,2026-05-28T09:25:48.941,2026-05-28T09:41:18.941,-930,,
balanza,4.0,,Error desde Arduino: HX711 not found.,3.4434903000001214,2026-05-28T09:25:48.966,2026-05-28T09:41:18.966,-930,,
multimetro,,,,3.6664584999998624,2026-05-28T09:25:49.189,2026-05-28T09:41:19.189,-930,6.0,1.7432e-05
multimetro,,,,4.190825399999994,2026-05-28T09:25:49.708,2026-05-28T09:41:19.708,-930,7.0,1.0836e-05
balanza,5.0,8.36,,4.434886699999879,2026-05-28T09:25:49.957,2026-05-28T09:41:19.957,-930,,
balanza,6.0,,Error desde Arduino: HX711 not found.,4.458276100000148,2026-05-28T09:25:49.977,2026-05-28T09:41:19.977,-930,,
multimetro,,,,4.714823600000273,2026-05-28T09:25:50.233,2026-05-28T09:41:20.233,-930,8.0,1.3171e-05
multimetro,,,,5.2387977000007595,2026-05-28T09:25:50.757,2026-05-28T09:41:20.757,-930,9.0,1.5401e-05
balanza,7.0,5.89,,5.449539000000186,2026-05-28T09:25:50.967,2026-05-28T09:41:20.967,-930,,
balanza,8.0,,Error desde Arduino: HX711 not found.,5.472939000000224,2026-05-28T09:25:50.996,2026-05-28T09:41:20.996,-930,,
multimetro,,,,5.762784000000465,2026-05-28T09:25:51.283,2026-05-28T09:41:21.283,-930,10.0,2.1264e-05
multimetro,,,,6.287027100000159,2026-05-28T09:25:51.810,2026-05-28T09:41:21.810,-930,11.0,2.6342e-05
balanza,9.0,5.99,,6.464241900000161,2026-05-28T09:25:51.983,2026-05-28T09:41:21.983,-930,,
balanza,10.0,,Error desde Arduino: HX711 not found.,6.487286100000347,2026-05-28T09:25:52.010,2026-05-28T09:41:22.010,-930,,
multimetro,,,,6.811171100000138,2026-05-28T09:25:52.327,2026-05-28T09:41:22.327,-930,12.0,2.3107e-05
multimetro,,,,7.335194100000081,2026-05-28T09:25:52.858,2026-05-28T09:41:22.858,-930,13.0,9.559e-06
balanza,11.0,5.57,,7.4788783000003605,2026-05-28T09:25:53.000,2026-05-28T09:41:23.000,-930,,
balanza,12.0,,Error desde Arduino: HX711 not found.,7.50205300000016,2026-05-28T09:25:53.023,2026-05-28T09:41:23.023,-930,,
multimetro,,,,7.8593737999999576,2026-05-28T09:25:53.377,2026-05-28T09:41:23.377,-930,14.0,1.739e-05
multimetro,,,,8.383283300000585,2026-05-28T09:25:53.906,2026-05-28T09:41:23.906,-930,15.0,2.2782e-05
balanza,13.0,2.62,,8.493287600000258,2026-05-28T09:25:54.013,2026-05-28T09:41:24.013,-930,,
balanza,14.0,5.5,,8.504415899999913,2026-05-28T09:25:54.027,2026-05-28T09:41:24.027,-930,,
balanza,15.0,,Error desde Arduino: HX711 not found.,8.527689600000485,2026-05-28T09:25:54.050,2026-05-28T09:41:24.050,-930,,
multimetro,,,,8.907459099999869,2026-05-28T09:25:54.423,2026-05-28T09:41:24.423,-930,16.0,1.6458e-05
multimetro,,,,9.431439700000738,2026-05-28T09:25:54.951,2026-05-28T09:41:24.951,-930,17.0,2.0646e-05
balanza,16.0,2.28,,9.51900410000053,2026-05-28T09:25:55.041,2026-05-28T09:41:25.041,-930,,
balanza,17.0,,Error desde Arduino: HX711 not found.,9.542140100000324,2026-05-28T09:25:55.065,2026-05-28T09:41:25.065,-930,,
multimetro,,,,9.955441400000382,2026-05-28T09:25:55.473,2026-05-28T09:41:25.473,-930,18.0,1.2983e-05
multimetro,,,,10.479440900000554,2026-05-28T09:25:56.000,2026-05-28T09:41:26.000,-930,19.0,1.537e-05
balanza,18.0,-1.17,,10.534557300000415,2026-05-28T09:25:56.057,2026-05-28T09:41:26.057,-930,,
balanza,19.0,,Error desde Arduino: HX711 not found.,10.557768700000452,2026-05-28T09:25:56.073,2026-05-28T09:41:26.073,-930,,
multimetro,,,,11.00340959999994,2026-05-28T09:25:56.523,2026-05-28T09:41:26.523,-930,20.0,1.9421e-05
multimetro,,,,11.527610900000582,2026-05-28T09:25:57.050,2026-05-28T09:41:27.050,-930,21.0,2.2238e-05
balanza,20.0,0.99,,11.54905990000043,2026-05-28T09:25:57.072,2026-05-28T09:41:27.072,-930,,
balanza,21.0,,Error desde Arduino: HX711 not found.,11.57209690000036,2026-05-28T09:25:57.090,2026-05-28T09:41:27.090,-930,,
multimetro,,,,12.051750399999946,2026-05-28T09:25:57.573,2026-05-28T09:41:27.573,-930,22.0,1.9484e-05
balanza,22.0,0.78,,12.563637799999924,2026-05-28T09:25:58.083,2026-05-28T09:41:28.083,-930,,
multimetro,,,,12.575787600000695,2026-05-28T09:25:58.093,2026-05-28T09:41:28.093,-930,23.0,9.726e-06
balanza,23.0,-0.12,,12.575964600000589,2026-05-28T09:25:58.093,2026-05-28T09:41:28.093,-930,,
balanza,24.0,,Error desde Arduino: HX711 not found.,12.599011400000563,2026-05-28T09:25:58.118,2026-05-28T09:41:28.118,-930,,
multimetro,,,,13.099885600000562,2026-05-28T09:25:58.623,2026-05-28T09:41:28.623,-930,24.0,1.6008e-05
